O*NET-SOC Code,Title,Consequence of Error,Freedom to Make Decisions,Frequency of Decision Making,Health and Safety of Other Workers,Impact of Decisions on Co-workers or Company Results,Work Outcomes and Results of Other Workers,"Determine Tasks, Priorities and Goals",Developing Objectives and Strategies Combined,Making Decisions and Solving Problems Combined,Judgment and Decision Making Combined
43-4031.00,"Court, Municipal, and License Clerks",2.62,3.88,3.63,2.65,3.49,2.62,4.21,1.4448714285714286,2.2607142857142857,1.7485714285714289
43-4041.00,"Credit Authorizers, Checkers, and Clerks",3.16,4.38,4.51,2.58,4.52,3.73,4.53,1.7373571428571428,2.4625142857142857,1.9285714285714288
43-4051.00,Customer Service Representatives,2.16,3.05,3.89,2.36,3.86,2.91,3.37,1.6433428571428572,2.673057142857143,1.8057142857142856
43-4061.00,"Eligibility Interviewers, Government Programs",2.67,3.63,4.37,2.71,3.77,2.76,3.65,1.5775,2.900642857142857,2.044642857142857
43-4071.00,File Clerks,2.91,3.43,3.2,2.45,2.92,2.63,3.76,2.017128571428572,3.212371428571428,1.5
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.3,4.2,4.31,3.29,3.95,3.77,3.98,1.5868,2.8095,1.822857142857143
43-4111.00,"Interviewers, Except Eligibility and Loan",2.34,3.76,4.13,3.53,4.14,3.55,3.76,2.5825714285714287,3.4330857142857147,1.6364285714285711
43-4121.00,"Library Assistants, Clerical",1.55,3.9,3.9,2.65,3.49,2.68,4.0,1.4467857142857143,2.0208000000000004,1.5625
43-4131.00,Loan Interviewers and Clerks,2.43,4.42,4.62,2.25,4.07,3.6,4.46,1.7773857142857143,3.036342857142857,2.275
43-4141.00,New Accounts Clerks,3.07,3.32,3.96,2.41,3.85,2.68,3.46,1.5146000000000002,2.3865142857142856,1.8571428571428568
43-4151.00,Order Clerks,1.61,3.81,3.52,2.61,3.34,3.39,4.39,1.6391999999999998,2.6464857142857143,1.8328571428571427
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.27,3.98,3.41,2.91,3.73,3.12,4.22,2.0300714285714285,2.945142857142857,1.8571428571428568
43-4171.00,Receptionists and Information Clerks,1.96,3.95,4.56,1.92,4.3,2.16,3.86,1.4484285714285714,2.474857142857143,1.4179428571428572
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,3.45,4.05,4.61,2.64,3.97,2.35,2.68,1.2164285714285714,3.354914285714286,1.9085714285714288
43-5011.00,Cargo and Freight Agents,3.02,4.2,3.94,3.06,3.65,3.36,4.36,1.5856,2.6277,1.6875
43-5011.01,Freight Forwarders,3.0,3.53,4.01,2.03,4.01,3.64,3.58,2.533642857142857,3.369828571428572,1.8571428571428568
43-5021.00,Couriers and Messengers,2.73,4.79,3.44,3.52,3.33,3.44,4.15,1.038657142857143,1.7398857142857145,1.537142857142857
43-5031.00,Public Safety Telecommunicators,3.81,4.33,4.78,3.72,4.73,3.66,3.8,2.4168571428571424,3.5136571428571437,2.0608
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.3,4.51,4.85,4.25,4.7,4.69,4.29,1.6753714285714283,2.251428571428572,1.872228571428572
43-5041.00,"Meter Readers, Utilities",3.0,3.82,3.83,3.63,3.61,3.42,3.57,1.3417,2.066628571428572,1.5785714285714287
43-5051.00,Postal Service Clerks,2.28,3.13,3.48,2.96,3.58,3.0,2.91,1.3168,2.083428571428572,1.5693714285714286
43-5052.00,Postal Service Mail Carriers,2.93,3.38,3.93,2.69,3.73,1.75,2.67,1.0775571428571429,1.5554285714285716,1.4906285714285716
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.33,3.24,3.36,3.11,3.09,2.55,3.1,1.2241142857142857,1.7148857142857143,1.5693714285714286
43-5061.00,"Production, Planning, and Expediting Clerks",3.19,4.59,4.23,3.07,4.03,3.34,4.41,1.673257142857143,2.5288,1.7734857142857143
43-5071.00,"Shipping, Receiving, and Inventory Clerks",2.46,4.14,3.48,4.07,3.36,4.02,4.37,1.5936285714285714,1.9728571428571429,1.7385714285714284
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3.01,3.52,3.11,3.54,3.05,3.02,3.52,1.7676857142857143,2.547242857142857,1.7734857142857143
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2.07,4.26,3.26,2.11,3.35,2.32,4.68,1.6576428571428572,2.453242857142857,1.872228571428572
43-6012.00,Legal Secretaries and Administrative Assistants,2.44,3.61,3.38,2.42,3.3,1.92,3.82,1.7952714285714286,2.5061714285714283,1.6875
43-6013.00,Medical Secretaries and Administrative Assistants,2.09,3.81,3.51,2.76,3.52,3.0,4.04,1.6794428571428572,2.604914285714285,1.604285714285714
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2.1,3.78,3.47,2.39,3.6,2.97,4.28,1.4547285714285716,2.0137714285714283,1.7485714285714289
43-9021.00,Data Entry Keyers,3.04,4.52,3.33,2.42,3.32,2.92,4.25,1.6953142857142858,2.8847285714285715,1.5508
43-9022.00,Word Processors and Typists,2.16,3.67,2.6,2.46,2.72,2.5,4.26,1.3344,1.9155714285714285,1.4028571428571428
43-9031.00,Desktop Publishers,2.28,3.9,3.14,1.7,2.9,2.66,4.04,1.9476,2.564,2.1228571428571428
43-9041.00,Insurance Claims and Policy Processing Clerks,2.32,3.76,3.79,2.12,3.6,2.43,4.15,1.2875,2.3676,1.822857142857143
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",3.46,4.04,4.7,3.2,4.1,3.73,4.38,1.167857142857143,1.6032857142857142,1.7036571428571428
43-9061.00,"Office Clerks, General",2.43,3.28,3.08,2.45,3.75,2.74,3.72,1.2357142857142858,1.8330142857142857,1.5625
43-9071.00,"Office Machine Operators, Except Computer",1.95,3.61,2.85,2.15,2.77,2.93,3.29,1.4114,1.9005142857142856,1.7142857142857144
43-9081.00,Proofreaders and Copy Markers,2.19,3.99,3.59,1.28,2.66,2.37,3.22,1.0648428571428572,1.6237,1.4821428571428572
43-9111.00,Statistical Assistants,2.29,4.03,3.22,2.0,3.46,2.78,3.97,1.6966,2.7344285714285714,1.9642857142857144
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",3.44,4.45,4.2,3.98,4.08,4.24,4.12,2.0944000000000003,2.858371428571429,2.044642857142857
45-2011.00,Agricultural Inspectors,3.11,4.17,3.93,3.43,4.18,3.41,3.96,1.3072,2.845642857142857,2.086428571428572
45-2021.00,Animal Breeders,3.67,4.94,3.16,2.56,3.42,2.72,4.76,1.6180428571428571,2.2456,1.8571428571428568
45-2041.00,"Graders and Sorters, Agricultural Products",2.21,2.91,3.07,2.58,2.99,3.0,2.62,1.1652,1.7780999999999998,1.335714285714286
45-2091.00,Agricultural Equipment Operators,2.76,3.18,2.72,2.98,3.04,3.13,3.87,1.4257,1.4547285714285716,1.4542857142857144
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2.59,3.04,2.41,3.02,2.85,2.84,3.3,1.9103142857142856,2.1609,1.4435714285714285
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.09,3.97,3.57,3.55,3.23,3.12,3.93,1.8061428571428573,2.794728571428572,1.9085714285714288
45-3031.00,Fishing and Hunting Workers,3.26,4.4,3.32,3.38,3.45,3.15,3.81,1.9495,2.7729714285714286,1.6814285714285715
45-4011.00,Forest and Conservation Workers,3.38,4.21,4.09,3.84,3.94,3.5,4.2,2.024571428571429,2.606242857142857,1.822857142857143
45-4021.00,Fallers,3.44,4.82,4.26,3.76,4.26,2.48,4.59,1.3510857142857142,2.080685714285714,1.7485714285714289
45-4022.00,Logging Equipment Operators,4.08,4.03,4.55,4.43,4.42,3.89,3.83,2.185,2.969328571428571,1.6714285714285717
45-4023.00,Log Graders and Scalers,2.99,4.35,4.63,3.13,4.19,2.99,3.77,1.885342857142857,2.825357142857143,1.8571428571428568
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,3.27,4.59,4.85,4.78,4.62,4.46,4.62,2.548,3.2005,2.0028571428571427
47-1011.03,Solar Energy Installation Managers,3.57,4.61,4.75,4.1,4.38,4.31,4.2,1.5881857142857143,2.8618,2.086428571428572
47-2011.00,Boilermakers,3.99,4.11,4.18,3.22,4.04,3.72,3.97,1.5376857142857143,2.695428571428571,1.8571428571428568
47-2021.00,Brickmasons and Blockmasons,3.06,3.97,3.64,3.74,3.53,3.66,3.98,2.084285714285714,2.8257142857142856,1.5693714285714286
47-2022.00,Stonemasons,3.74,4.34,4.36,4.42,4.56,4.21,4.07,1.7920000000000005,2.5847,1.8839285714285712
47-2031.00,Carpenters,3.8,3.63,4.22,4.48,4.37,4.26,3.62,1.7280571428571427,2.592885714285714,1.822857142857143
47-2041.00,Carpet Installers,2.87,4.87,4.08,3.34,4.13,3.74,4.2,1.489142857142857,2.4493714285714283,1.6714285714285717
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",2.0,4.39,3.86,2.98,4.36,3.88,4.22,1.9114285714285717,2.675942857142857,1.604285714285714
47-2043.00,Floor Sanders and Finishers,2.89,4.45,4.05,3.56,4.38,3.99,4.34,2.081142857142857,2.4127142857142854,1.5207142857142857
47-2044.00,Tile and Stone Setters,3.11,3.6,3.4,3.07,3.53,3.23,3.86,1.6387142857142858,2.4499285714285715,1.625
47-2051.00,Cement Masons and Concrete Finishers,3.48,3.36,3.67,4.35,3.75,3.95,3.59,1.9447428571428569,2.9976000000000003,1.605714285714286
47-2053.00,Terrazzo Workers and Finishers,3.22,3.05,3.2,3.8,3.3,3.72,3.32,1.736157142857143,2.482171428571429,1.604285714285714
47-2061.00,Construction Laborers,3.8,3.35,3.87,3.66,3.74,3.12,3.19,2.2972,2.9215,1.4179428571428572
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",3.66,3.44,3.22,3.69,3.62,3.65,3.8,1.4542857142857142,2.3563285714285715,1.6714285714285717
47-2072.00,Pile Driver Operators,4.15,4.03,4.15,4.65,4.18,4.04,3.51,1.9062857142857144,2.828071428571429,1.625
47-2073.00,Operating Engineers and Other Construction Equipment Operators,4.86,4.01,4.83,4.33,4.56,4.37,4.16,2.277014285714285,3.348271428571429,1.7036571428571428
47-2081.00,Drywall and Ceiling Tile Installers,2.79,4.01,3.67,3.1,3.69,3.47,3.95,1.3005428571428572,1.7857142857142856,1.6714285714285717
47-2082.00,Tapers,2.3,3.98,3.63,3.73,3.41,3.29,3.93,1.4134857142857142,1.7344,1.4691999999999998
47-2111.00,Electricians,3.33,4.5,4.32,4.55,4.67,4.35,4.2,1.7847714285714285,2.854,2.0028571428571427
47-2121.00,Glaziers,3.83,4.0,4.05,3.9,3.93,3.94,3.61,1.7855714285714286,2.3526857142857143,1.604285714285714
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",2.63,3.94,3.66,3.59,3.55,3.49,3.47,1.2464,2.1408,1.5508
47-2132.00,"Insulation Workers, Mechanical",2.15,4.23,3.85,3.93,3.26,3.67,4.0,1.5908571428571427,2.553857142857143,1.6714285714285717
47-2141.00,"Painters, Construction and Maintenance",2.48,4.29,3.33,3.95,3.48,3.78,4.15,3.021814285714286,3.048914285714286,1.5
47-2142.00,Paperhangers,2.55,4.11,3.99,3.12,3.94,3.38,4.08,1.3722142857142856,1.9010285714285715,1.5625
47-2151.00,Pipelayers,3.27,3.67,4.37,4.36,4.19,3.69,3.67,1.6482142857142854,2.1342857142857143,1.6391999999999998
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",3.01,4.38,4.45,4.12,4.39,3.77,4.06,1.6376285714285714,2.6900857142857144,2.0028571428571427
47-2152.04,Solar Thermal Installers and Technicians,3.41,4.71,4.25,4.02,4.14,3.87,4.24,1.7262285714285714,2.1005714285714285,1.872228571428572
47-2161.00,Plasterers and Stucco Masons,2.79,3.23,4.12,3.75,3.44,3.29,2.98,1.8878,2.5348571428571427,1.625
47-2171.00,Reinforcing Iron and Rebar Workers,3.14,3.14,3.29,4.56,3.52,4.2,3.49,1.66,2.232357142857143,1.7385714285714284
47-2181.00,Roofers,3.11,3.79,3.88,4.23,3.7,3.72,3.96,1.8458571428571429,2.4355,1.625
47-2211.00,Sheet Metal Workers,3.86,3.4,3.2,3.98,3.21,3.79,3.78,1.7582,2.1877,1.822857142857143
47-2221.00,Structural Iron and Steel Workers,3.57,3.68,3.83,4.33,3.79,4.03,3.55,1.7230714285714286,2.495257142857143,1.7857142857142856
47-2231.00,Solar Photovoltaic Installers,4.02,4.2,4.15,4.34,3.95,4.16,4.07,1.5192,2.5076285714285715,1.872228571428572
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",3.42,3.07,3.08,4.04,3.5,3.98,3.78,1.7981714285714283,3.0261571428571425,1.6391999999999998
47-3012.00,Helpers--Carpenters,3.65,4.12,3.54,4.18,3.58,3.68,4.0,1.5734285714285714,2.5836571428571427,1.5693714285714286
47-3013.00,Helpers--Electricians,3.03,3.56,3.73,3.67,3.48,2.4,3.3,2.3392857142857144,3.256428571428572,1.6428571428571428
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2.65,3.36,3.86,3.59,3.5,3.41,3.39,1.3667285714285713,1.8916857142857144,1.4542857142857144
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3.37,3.06,3.78,3.0,3.41,3.0,2.67,2.2723285714285715,2.901185714285714,1.5693714285714286
47-3016.00,Helpers--Roofers,3.53,3.21,2.85,4.33,3.76,3.17,2.79,2.128,2.912,1.595
47-4011.00,Construction and Building Inspectors,3.32,4.68,4.08,3.04,3.88,2.52,4.04,1.6336000000000002,2.9090285714285717,2.1492
47-4011.01,Energy Auditors,2.72,4.28,4.17,3.38,3.86,3.31,3.83,2.0816,2.8352,2.4035714285714285
47-4021.00,Elevator and Escalator Installers and Repairers,4.33,3.99,4.97,4.71,4.68,4.12,4.26,1.615,2.5685714285714285,2.02
47-4031.00,Fence Erectors,4.11,4.23,2.74,4.76,3.32,4.54,4.5,1.4234,2.1633142857142857,1.7734857142857143
47-4041.00,Hazardous Materials Removal Workers,3.25,3.32,3.35,4.35,3.44,3.7,3.16,1.9283571428571429,2.130228571428572,1.8571428571428568
47-4051.00,Highway Maintenance Workers,4.15,3.51,4.23,4.0,3.76,3.89,3.37,1.9343428571428567,2.156228571428572,1.7036571428571428
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,3.84,4.0,3.57,4.39,3.79,4.01,4.07,1.7733,3.0661142857142853,1.7857142857142856
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,2.67,4.06,4.31,3.85,3.79,3.62,3.75,1.4873142857142858,2.321942857142857,1.6875
47-4091.00,Segmental Pavers,2.9,4.09,4.0,3.45,3.71,4.05,3.73,1.63,2.651357142857143,1.7934857142857146
47-4099.03,Weatherization Installers and Technicians,3.22,3.43,3.22,4.3,3.35,3.83,3.61,2.0770285714285714,2.5298285714285718,1.9642857142857144
47-5011.00,"Derrick Operators, Oil and Gas",2.72,3.94,3.98,4.77,4.18,4.08,3.9,1.3491428571428572,2.269028571428572,1.7934857142857146
47-5012.00,"Rotary Drill Operators, Oil and Gas",4.46,4.21,4.51,4.84,4.64,4.58,3.97,1.8627142857142855,2.958,1.9085714285714288
47-5013.00,"Service Unit Operators, Oil and Gas",4.25,4.16,4.88,4.66,4.69,4.15,3.94,2.0504,3.0186428571428574,1.8421428571428573
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",3.77,4.06,4.13,4.01,3.63,3.25,3.9,2.1380714285714286,2.8110857142857144,1.7857142857142856
47-5023.00,"Earth Drillers, Except Oil and Gas",3.95,4.51,3.76,3.72,3.85,3.36,4.07,1.8928,2.8678857142857144,1.7036571428571428
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",4.17,3.75,4.29,4.67,4.29,4.33,3.58,1.947142857142857,3.648057142857143,2.216428571428572
47-5041.00,Continuous Mining Machine Operators,4.27,4.02,4.71,4.5,3.84,3.37,3.83,1.7225714285714284,3.1788571428571424,1.9085714285714288
47-5043.00,"Roof Bolters, Mining",3.85,2.93,3.56,4.86,3.62,3.81,2.84,1.5593714285714286,2.8213,1.68
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",3.58,3.14,3.47,4.15,3.18,3.4,3.6,1.396342857142857,1.6671142857142858,1.4435714285714285
47-5051.00,"Rock Splitters, Quarry",3.28,3.41,2.43,3.56,2.66,2.15,2.8,1.5207142857142857,1.832,1.5207142857142857
47-5071.00,"Roustabouts, Oil and Gas",3.62,3.94,4.51,4.05,3.85,3.98,3.56,1.7399714285714287,2.657857142857143,1.605714285714286
47-5081.00,Helpers--Extraction Workers,3.84,4.12,4.13,4.06,4.05,3.83,4.03,2.888071428571429,3.2933000000000003,1.7485714285714289
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.49,4.36,4.09,4.25,4.0,4.41,4.5,2.3494,3.0853,2.4732142857142856
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.56,4.54,4.04,2.45,3.69,2.95,4.42,1.3418857142857143,3.3301142857142856,1.7485714285714289
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.58,3.74,3.67,3.47,3.53,3.39,3.68,2.0074,3.500885714285714,1.8914285714285717
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.64,4.47,4.67,3.26,4.14,2.61,3.77,1.5823428571428573,2.928285714285715,1.9642857142857144
49-2091.00,Avionics Technicians,3.59,3.84,3.75,3.39,4.15,3.2,3.82,1.7206428571428574,3.063028571428572,2.044642857142857
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",3.55,4.11,4.31,3.38,3.95,3.34,3.92,1.77,2.5757714285714286,1.9085714285714288
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3.68,3.71,3.37,4.13,3.36,3.58,3.97,1.9221142857142857,2.8103,1.822857142857143
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3.55,4.25,3.43,3.05,3.47,3.18,4.3,1.8224285714285715,2.854942857142857,1.9642857142857144
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",4.55,3.51,4.16,4.52,4.41,3.69,3.68,1.4918285714285713,3.183542857142857,1.8571428571428568
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",3.39,4.14,4.04,3.16,3.76,2.82,3.92,1.7409,3.412300000000001,1.7734857142857143
49-2097.00,Audiovisual Equipment Installers and Repairers,2.28,4.12,2.79,3.18,2.88,3.56,4.17,1.7613571428571428,2.8893142857142857,1.9257142857142855
49-2098.00,Security and Fire Alarm Systems Installers,3.61,4.49,4.75,3.8,4.61,3.9,4.39,1.6695142857142855,2.505714285714286,1.9085714285714288
49-3011.00,Aircraft Mechanics and Service Technicians,2.94,3.97,4.51,4.05,4.24,3.69,4.11,2.2036,3.6117857142857135,2.25
49-3021.00,Automotive Body and Related Repairers,3.39,4.14,3.97,3.62,3.87,3.06,3.96,2.0428,2.742857142857143,1.7385714285714284
49-3022.00,Automotive Glass Installers and Repairers,3.02,3.43,3.59,2.88,3.36,2.71,3.08,1.1044714285714283,1.9057142857142857,1.595
49-3023.00,Automotive Service Technicians and Mechanics,3.55,4.33,4.63,3.09,4.3,2.81,4.2,1.629742857142857,2.810928571428571,2.0028571428571427
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,3.45,4.07,4.23,4.52,4.33,3.89,4.29,1.9505428571428567,2.7537142857142856,1.9085714285714288
49-3041.00,Farm Equipment Mechanics and Service Technicians,3.4,4.41,4.17,3.8,4.28,2.99,3.71,1.4431,2.5066,1.9085714285714288
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",3.58,4.2,4.5,4.01,4.13,3.07,3.76,1.8813428571428568,3.1245142857142856,1.9449142857142856
49-3043.00,Rail Car Repairers,3.64,4.13,3.01,3.57,3.43,2.86,3.73,1.6501,2.481342857142857,1.7385714285714284
49-3051.00,Motorboat Mechanics and Service Technicians,3.6,4.41,4.46,3.48,4.12,3.39,3.84,1.4147,2.603285714285714,1.8328571428571427
49-3052.00,Motorcycle Mechanics,4.61,4.19,4.88,4.19,4.66,2.84,4.28,2.2863571428571428,3.4042142857142856,1.9085714285714288
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,3.3,4.38,3.43,2.79,4.13,2.29,3.7,1.6633714285714287,2.6392857142857142,1.7385714285714284
49-3091.00,Bicycle Repairers,3.8,4.63,4.97,2.27,4.79,3.23,4.46,1.5239428571428573,2.239,1.7385714285714284
49-3092.00,Recreational Vehicle Service Technicians,2.86,4.1,3.81,2.19,3.54,2.2,3.65,1.4959285714285715,2.6500857142857144,1.8571428571428568
49-3093.00,Tire Repairers and Changers,3.67,3.98,4.06,3.85,3.96,3.62,3.69,1.628085714285714,2.5028571428571427,1.4906285714285716
49-9011.00,Mechanical Door Repairers,2.99,4.27,4.17,2.87,4.03,3.1,4.0,1.2601285714285717,2.122114285714286,1.7036571428571428
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3.81,4.1,3.89,4.14,3.94,3.56,3.75,1.8804571428571428,3.0416,1.9085714285714288
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.62,4.3,4.35,3.88,4.22,3.91,4.27,1.681285714285714,2.458728571428572,2.023657142857143
49-9031.00,Home Appliance Repairers,2.59,4.54,4.43,2.63,4.01,2.97,4.12,1.5349428571428572,2.6475142857142857,1.8571428571428568
49-9041.00,Industrial Machinery Mechanics,2.42,3.9,2.79,3.5,3.07,2.9,3.51,1.7326428571428572,2.788428571428572,1.9085714285714288
49-9043.00,"Maintenance Workers, Machinery",3.87,4.44,3.77,3.98,3.49,3.56,4.0,1.8014285714285716,2.7812,1.7142857142857144
49-9044.00,Millwrights,4.41,3.64,4.32,4.68,4.36,3.91,3.64,1.7971428571428572,3.1661714285714284,1.9085714285714288
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2.89,3.79,3.29,4.34,3.66,3.22,2.88,1.440357142857143,2.6692,1.655
49-9051.00,Electrical Power-Line Installers and Repairers,4.06,4.27,4.75,4.86,4.52,4.41,3.94,1.7029,3.0116,1.9085714285714288
49-9052.00,Telecommunications Line Installers and Repairers,3.34,4.51,4.05,3.62,3.62,2.8,4.19,1.6937714285714285,2.540971428571429,1.8571428571428568
49-9061.00,Camera and Photographic Equipment Repairers,3.25,4.39,3.37,1.59,3.05,1.86,4.38,1.4115714285714285,2.2710857142857144,1.9085714285714288
49-9062.00,Medical Equipment Repairers,3.53,4.35,3.94,3.39,4.05,2.71,4.26,1.3565285714285715,3.0265142857142857,1.8571428571428568
49-9063.00,Musical Instrument Repairers and Tuners,2.57,4.73,3.76,2.45,3.33,1.86,4.41,1.423542857142857,3.076428571428572,1.9449142857142856
49-9064.00,Watch and Clock Repairers,2.33,4.61,3.52,1.68,3.3,1.36,4.66,1.6929857142857143,2.845857142857142,1.8571428571428568
49-9071.00,"Maintenance and Repair Workers, General",3.18,4.07,4.18,4.58,3.93,4.11,4.37,1.6574285714285717,3.266928571428571,1.822857142857143
49-9081.00,Wind Turbine Service Technicians,4.76,4.19,4.37,4.62,4.13,4.02,3.68,1.8885428571428573,2.8648,1.9085714285714288
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2.28,4.81,3.65,2.08,3.65,2.11,3.99,1.2085857142857144,2.0092857142857143,1.7036571428571428
49-9092.00,Commercial Divers,3.99,4.36,3.65,4.38,3.98,4.19,4.03,1.9159,2.992571428571429,2.044642857142857
49-9094.00,Locksmiths and Safe Repairers,2.92,4.04,4.0,3.62,3.85,2.92,3.65,2.035557142857143,2.924628571428572,1.6391999999999998
49-9095.00,Manufactured Building and Mobile Home Installers,3.2,4.23,4.49,3.83,4.3,3.93,4.22,1.990642857142857,4.042714285714286,2.071428571428572
49-9096.00,Riggers,3.9,3.9,4.09,4.53,4.11,4.07,3.68,1.7466857142857144,2.6058142857142856,1.8571428571428568
49-9097.00,Signal and Track Switch Repairers,3.46,4.44,3.88,4.64,3.83,3.47,4.49,1.589271428571429,2.0338857142857147,1.822857142857143
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",3.64,3.85,3.96,3.9,4.06,3.55,3.73,1.8374857142857144,2.6070857142857142,1.7036571428571428
49-9099.01,Geothermal Technicians,3.82,4.21,4.35,4.52,3.74,3.3,3.88,1.8742857142857143,3.047114285714286,1.9085714285714288
51-1011.00,First-Line Supervisors of Production and Operating Workers,3.12,4.32,4.48,4.41,4.19,4.41,4.21,1.8713714285714285,2.963028571428572,2.216428571428572
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.48,3.59,3.24,3.43,3.61,3.18,3.82,1.889314285714286,2.5238,1.8571428571428568
51-2021.00,"Coil Winders, Tapers, and Finishers",3.75,4.08,3.41,3.82,3.36,2.51,3.7,1.6942,2.6927714285714286,1.625
51-2022.00,Electrical and Electronic Equipment Assemblers,3.02,3.78,3.26,3.62,3.5,3.69,3.66,2.0054857142857143,2.498628571428571,1.7934857142857146
51-2023.00,Electromechanical Equipment Assemblers,2.5,3.65,2.49,3.9,2.25,3.34,3.48,1.4620000000000002,2.224685714285714,1.6391999999999998
51-2031.00,Engine and Other Machine Assemblers,3.42,3.67,3.84,3.98,3.47,2.84,3.6,1.409771428571429,2.206857142857143,1.5785714285714287
51-2041.00,Structural Metal Fabricators and Fitters,2.97,3.66,3.23,3.6,2.98,3.17,3.72,1.6587428571428573,2.6441,1.4179428571428572
51-2051.00,Fiberglass Laminators and Fabricators,2.78,3.04,2.43,3.83,2.83,3.84,2.57,1.6916,2.5908,1.7036571428571428
51-2061.00,Timing Device Assemblers and Adjusters,1.75,4.32,3.87,1.47,3.4,2.3,4.09,1.7453285714285711,2.352228571428572,1.655
51-2092.00,Team Assemblers,2.27,4.03,3.61,3.67,3.56,3.22,3.56,1.5580571428571428,2.4026428571428573,1.6875
51-3011.00,Bakers,2.79,4.2,3.6,3.72,3.73,3.11,4.23,1.36,1.8966285714285716,1.7857142857142856
51-3021.00,Butchers and Meat Cutters,3.9,3.58,3.97,3.9,4.33,3.79,3.53,1.5349857142857144,2.329642857142857,1.6391999999999998
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",3.61,2.6,4.64,2.97,3.46,3.69,2.88,1.3949714285714283,2.509257142857143,1.605714285714286
51-3023.00,Slaughterers and Meat Packers,3.53,3.12,2.87,3.93,2.78,3.4,3.43,1.3428285714285717,1.568285714285714,1.25
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",3.75,3.54,3.49,3.39,3.35,2.93,3.16,1.8614285714285717,2.928571428571429,1.7485714285714289
51-3092.00,Food Batchmakers,3.22,3.7,2.76,4.17,3.67,3.88,2.76,1.5670000000000002,2.4496,1.6391999999999998
51-3093.00,Food Cooking Machine Operators and Tenders,3.65,4.59,3.55,3.6,3.51,3.39,4.75,1.3695714285714284,2.390757142857143,1.5625
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",4.17,3.71,4.58,2.91,4.37,2.77,2.99,1.441142857142857,2.7782142857142857,1.8328571428571427
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3.53,3.8,3.72,4.14,4.18,3.76,3.52,1.4610571428571428,2.3338,1.655
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3.24,3.55,4.03,4.11,3.96,3.63,3.76,1.6509714285714283,3.3878857142857144,1.822857142857143
