O*NET-SOC Code,Title,E-Mail,Processing Information Combined,Management of Material Resources Combined,"Estimating the Quantifiable Characteristics of Products, Events, or Information Combined","Inspecting Equipment, Structures, or Materials Combined",Systems Analysis Combined,Monitoring and Controlling Resources Combined,"Monitoring Processes, Materials, or Surroundings Combined",Programming Combined,Operations Analysis Combined,Management of Financial Resources Combined,"Judging the Qualities of Objects, Services, or People Combined",Working with Computers Combined,Evaluating Information to Determine Compliance with Standards Combined,"Identifying Objects, Actions, and Events Combined",Analyzing Data or Information Combined,Monitoring Combined,Quality Control Analysis Combined,Operations Monitoring Combined,Performing Administrative Activities Combined,Documenting/Recording Information Combined,Systems Evaluation Combined,Getting Information Combined
51-2022.00,Electrical and Electronic Equipment Assemblers,1.9,1.733457142857143,1.0942857142857143,1.7262857142857144,2.104457142857143,1.2957142857142858,1.5785714285714283,2.5142857142857142,1.0089285714285714,1.0549142857142857,1.0357142857142856,1.725142857142857,1.6397285714285714,2.276542857142857,2.0025714285714287,1.9019,1.872228571428572,1.6714285714285717,1.9085714285714288,1.6077428571428571,2.007128571428572,1.2678571428571428,2.471714285714286
51-2023.00,Electromechanical Equipment Assemblers,3.22,1.9128571428571428,1.0803571428571428,2.0053428571428573,2.7427428571428574,1.3008,1.4396285714285713,2.9452857142857143,1.0357142857142856,1.0803571428571428,1.0549142857142857,2.131428571428572,1.7948285714285714,2.424428571428572,2.6445000000000003,1.9476,1.7385714285714284,2.044642857142857,1.9642857142857144,1.3134571428571429,1.914628571428572,1.24,2.485257142857143
51-2031.00,Engine and Other Machine Assemblers,2.52,1.9358285714285717,1.16,1.6058285714285714,2.23,1.394285714285714,1.2674,2.2157142857142857,1.0803571428571428,1.0803571428571428,1.0549142857142857,1.8033142857142856,1.563314285714286,1.9978571428571428,2.039014285714286,1.5398714285714286,1.8571428571428568,1.9842857142857144,2.0608,1.0882857142857143,1.6291999999999998,1.32,2.147571428571428
51-2041.00,Structural Metal Fabricators and Fitters,1.96,2.531428571428571,1.0206285714285714,1.6880714285714284,2.7385,1.0664285714285715,1.5754,2.420842857142857,1.0,1.1257142857142857,1.0206285714285714,2.1294142857142857,1.5544000000000002,2.363714285714286,2.356114285714286,1.6598714285714284,1.7036571428571428,1.4464285714285716,1.6714285714285717,1.3762,1.7976571428571426,1.0664285714285715,2.0600714285714288
51-2051.00,Fiberglass Laminators and Fabricators,1.2,1.7762857142857142,1.2142857142857144,1.9579,2.729371428571429,1.3571428571428572,1.3780285714285716,2.331185714285714,1.0,1.0042857142857142,1.1106285714285715,2.4878285714285715,1.2590714285714286,1.9528571428571428,2.3494,1.593057142857143,1.9449142857142856,1.7734857142857143,1.9085714285714288,1.3825714285714286,2.0242857142857145,1.3392000000000002,2.2411571428571437
51-2061.00,Timing Device Assemblers and Adjusters,3.09,1.6700714285714289,1.0442857142857145,1.6075000000000002,2.248,1.3008,1.1953428571428573,1.8801142857142856,1.0271428571428571,1.077942857142857,1.0535714285714286,1.9494571428571428,1.4524,1.5416285714285711,1.9912,1.7475428571428573,1.7036571428571428,1.8839285714285712,1.7142857142857144,1.1171428571428572,1.4020428571428571,1.2857142857142856,1.883314285714286
51-2092.00,Team Assemblers,2.56,1.9048857142857143,1.1785714285714286,2.1330857142857145,2.724457142857143,1.3571428571428572,1.2378857142857145,3.0223,1.0549142857142857,1.0336571428571428,1.1408,2.1671285714285715,1.762742857142857,1.8776857142857144,2.7976,1.6062142857142856,1.9085714285714288,1.9085714285714288,1.8571428571428568,1.2185714285714286,1.603814285714286,1.32,2.665942857142857
51-3011.00,Bakers,2.88,1.4452,1.197142857142857,1.3669714285714285,2.140085714285714,1.2857142857142856,1.2347714285714284,2.1372142857142853,1.0,1.268571428571429,1.0942857142857143,1.8398,1.2817142857142856,1.4108,2.406,1.2919999999999998,1.9257142857142855,1.604285714285714,1.7036571428571428,1.1034,1.2711428571428571,1.2857142857142856,2.0906
51-3021.00,Butchers and Meat Cutters,2.54,2.0842857142857145,1.3125,2.0351857142857144,2.3621714285714286,1.394285714285714,1.7661571428571428,2.176628571428572,1.0020571428571428,1.1071428571428572,1.32,2.115542857142857,1.51,1.9128571428571428,2.4722428571428567,1.6501428571428571,1.822857142857143,1.4628571428571429,1.4542857142857144,1.4098571428571427,1.6978857142857144,1.394285714285714,2.564
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",1.43,2.308757142857143,1.1257142857142857,2.1454,2.633285714285714,1.0992,1.5461857142857145,2.345,1.0,1.0020571428571428,1.0942857142857143,2.3577142857142857,1.2638285714285713,2.2670000000000003,3.0349000000000004,2.0698857142857143,1.7485714285714289,1.3392000000000002,1.51,1.3096,1.8120000000000005,1.0992,2.5507142857142853
51-3023.00,Slaughterers and Meat Packers,1.42,1.3715714285714284,1.0549142857142857,1.3694571428571427,2.163842857142857,1.1408,1.392,2.5252285714285714,1.0,1.0020571428571428,1.0357142857142856,1.4929428571428571,1.05,1.536714285714286,2.2137,1.2713857142857143,1.335714285714286,1.32,1.3571428571428572,1.1842857142857142,1.3594285714285714,1.1408,1.857271428571429
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2.14,2.3933714285714287,1.0271428571428571,1.845428571428572,2.4594714285714288,1.289285714285714,1.5866285714285713,2.7898,1.0089285714285714,1.1885714285714286,1.0089285714285714,1.703,2.0064,2.0582000000000003,2.5910714285714285,2.0845714285714285,2.071428571428572,1.872228571428572,2.354914285714286,1.63,2.353857142857143,1.2142857142857144,2.5876571428571427
51-3092.00,Food Batchmakers,1.65,2.334857142857143,1.0442857142857145,2.365,2.7380000000000004,1.2142857142857144,1.263285714285714,2.950971428571429,1.0020571428571428,1.22,1.0135714285714286,2.3455000000000004,2.013257142857143,2.387885714285714,2.857857142857142,2.168328571428572,1.8057142857142856,1.5300000000000002,1.9642857142857144,1.2076428571428572,2.8552857142857144,1.2142857142857144,2.3381857142857143
51-3093.00,Food Cooking Machine Operators and Tenders,2.02,2.352457142857143,1.1257142857142857,2.2496,2.829,1.197142857142857,1.5910571428571427,2.846342857142857,1.0089285714285714,1.0664285714285715,1.0664285714285715,2.319914285714286,1.517885714285714,2.468857142857143,2.9215,1.9018571428571431,1.872228571428572,1.5300000000000002,2.1142857142857143,1.180928571428571,2.5908571428571427,1.2592,2.557
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1.93,2.249757142857143,1.1339285714285714,2.057657142857143,2.6140714285714286,1.4435714285714285,1.178057142857143,2.735857142857143,1.0357142857142856,1.147857142857143,1.0803571428571428,1.9389571428571424,1.7965714285714285,2.2714428571428567,2.591157142857143,1.7975142857142856,1.9842857142857144,2.023657142857143,2.2928571428571427,1.5697,1.8365,1.4435714285714285,2.47
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1.97,1.7714285714285716,1.0357142857142856,1.4996285714285715,2.332742857142857,1.25,1.1656,2.5079857142857143,1.0089285714285714,1.1408,1.0206285714285714,1.9867285714285716,1.6788571428571428,1.9165,2.502628571428571,1.5689285714285712,1.9449142857142856,1.7734857142857143,1.9642857142857144,1.1982142857142857,1.7682142857142855,1.25,2.270857142857143
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2.12,2.551085714285714,1.157142857142857,2.1596,3.2474285714285718,1.6875,1.7475142857142858,2.9652,1.0549142857142857,1.12,1.0942857142857143,1.9032285714285715,1.9503,2.4356,2.705628571428571,2.2320714285714285,2.071428571428572,2.4522285714285714,2.7142857142857144,1.4883,2.494,1.595,2.8197857142857146
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1.07,1.6986571428571429,1.0206285714285714,1.2413571428571428,2.2558857142857143,1.2036571428571428,1.1249714285714283,2.5227142857142857,1.0,1.0942857142857143,1.0206285714285714,1.9395142857142853,1.388,1.806142857142857,2.252885714285714,1.653657142857143,1.8571428571428568,1.8914285714285717,2.25,1.188,1.9446142857142856,1.268571428571429,1.914285714285714
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.91,2.3944857142857146,1.1106285714285715,1.5798142857142858,2.4615142857142853,1.36,1.0577142857142856,2.452,1.0178571428571428,1.147857142857143,1.0549142857142857,1.8872714285714285,2.5944571428571432,2.231028571428572,2.1692,2.266371428571429,1.9449142857142856,1.7734857142857143,2.4035714285714285,1.1317428571428572,2.472914285714286,1.268571428571429,2.3809714285714287
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.4,2.1104000000000003,1.1792,1.9079714285714289,2.4495714285714287,1.4435714285714285,1.8490285714285712,2.738657142857143,1.0803571428571428,1.0885714285714283,1.0664285714285715,2.2444,1.8683714285714288,2.0509,2.324,1.3894000000000002,1.9085714285714288,2.25,2.551428571428572,1.43,2.8703,1.3785714285714286,2.096128571428572
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.17,2.4461714285714287,1.1428571428571428,1.9073714285714285,3.2759571428571426,1.2857142857142856,1.9632,3.418928571428572,1.1257142857142857,1.0942857142857143,1.1106285714285715,2.7145571428571427,2.7871428571428574,3.145342857142857,2.792585714285714,2.402014285714285,1.8571428571428568,1.9285714285714288,2.071428571428572,1.4882285714285717,2.174542857142857,1.2857142857142856,2.769628571428571
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1.67,2.6547142857142854,1.0549142857142857,1.8674571428571427,2.8777142857142857,1.3392000000000002,1.2584857142857142,3.0416000000000003,1.0357142857142856,1.157142857142857,1.0357142857142856,1.9716571428571428,2.072685714285714,2.426057142857143,2.0937142857142854,1.957028571428572,1.9449142857142856,1.8057142857142856,2.596342857142857,1.063257142857143,1.971085714285714,1.268571428571429,1.9538
51-4041.00,Machinists,2.51,2.4904,1.1071428571428572,1.8415,2.908214285714286,1.4542857142857144,1.553114285714286,2.6827428571428573,1.12,1.268571428571429,1.0664285714285715,2.230085714285714,2.1193142857142853,1.956642857142857,2.485257142857143,1.851314285714286,1.9449142857142856,1.8571428571428568,1.9842857142857144,1.2223,1.9782285714285717,1.4821428571428572,2.461128571428571
51-4051.00,Metal-Refining Furnace Operators and Tenders,2.02,1.983714285714285,1.25,2.099,2.807928571428572,1.4179428571428572,1.396342857142857,3.112428571428571,1.0,1.0803571428571428,1.0942857142857143,2.126714285714286,1.457542857142857,2.153028571428571,2.7990571428571425,1.9137142857142857,2.1677714285714287,1.8914285714285717,2.596342857142857,1.309257142857143,2.0215428571428573,1.4906285714285716,2.764642857142857
51-4052.00,"Pourers and Casters, Metal",1.73,2.0152,1.1792,1.5352,2.0902000000000003,1.197142857142857,1.526342857142857,2.348814285714285,1.0089285714285714,1.0942857142857143,1.0803571428571428,2.0474428571428573,1.5098571428571428,1.8033142857142856,2.410328571428572,1.5543,1.8571428571428568,1.7385714285714284,1.9449142857142856,1.2727428571428572,1.9073,1.1885714285714286,1.7872
51-4061.00,"Model Makers, Metal and Plastic",1.9,1.7524,1.1408,1.956142857142857,2.9649,1.2464285714285714,1.191857142857143,2.6383714285714284,1.1785714285714286,1.4691999999999998,1.077942857142857,2.5949,1.8685714285714283,1.924,2.396,1.8414857142857144,1.9085714285714288,2.086428571428572,2.2071428571428573,1.062142857142857,1.5921714285714286,1.2592,2.1643428571428576
51-4062.00,"Patternmakers, Metal and Plastic",3.78,2.251857142857143,1.0206285714285714,1.4907142857142857,2.5658857142857143,1.32,1.4457142857142855,2.2444,1.2000000000000002,1.4691999999999998,1.0089285714285714,1.9512142857142856,1.936785714285714,1.926742857142857,2.4695714285714283,1.5794285714285716,1.8914285714285717,1.9842857142857144,2.0608,1.2369,1.4907142857142857,1.3392000000000002,2.0632714285714284
51-4071.00,Foundry Mold and Coremakers,1.56,1.8527285714285715,1.0803571428571428,2.0520571428571426,2.4103571428571424,1.16,1.261857142857143,2.666028571428571,1.0,1.0664285714285715,1.0803571428571428,2.256785714285714,1.065,1.7882285714285713,2.3845,1.3910714285714283,1.7485714285714289,1.4179428571428572,1.68,1.1727285714285711,1.8976428571428567,1.1257142857142857,2.2441
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2.17,1.6908571428571428,1.0357142857142856,1.5433999999999997,2.355085714285714,1.0992,1.1098,2.4257,1.0271428571428571,1.2036571428571428,1.0442857142857145,1.9112428571428568,1.4020428571428571,1.9184,2.2246,1.5916,1.9085714285714288,1.8914285714285717,2.3192,1.1801428571428572,1.6526285714285716,1.28,2.071357142857143
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.32,3.0452285714285714,1.1428571428571428,2.6857285714285712,3.0784,1.4435714285714285,1.4010285714285713,3.100371428571428,1.1408,1.268571428571429,1.1428571428571428,2.9146857142857137,2.4972142857142856,3.0979,2.641714285714286,2.7279714285714287,1.9085714285714288,2.19,2.7142857142857144,2.1408,2.5275714285714286,1.3785714285714286,2.8174857142857146
51-4111.00,Tool and Die Makers,3.23,1.9107857142857143,1.0549142857142857,1.7405714285714284,2.237342857142857,1.625,1.4169142857142856,2.54,1.0549142857142857,1.837942857142857,1.0206285714285714,2.1269714285714283,2.0664,2.2285000000000004,2.1631857142857145,1.6487714285714286,1.9085714285714288,2.205357142857143,1.9642857142857144,1.2037142857142855,1.7558571428571428,1.4691999999999998,2.531757142857143
51-4121.00,"Welders, Cutters, Solderers, and Brazers",1.88,1.429971428571429,1.077942857142857,1.5148571428571431,2.124357142857143,1.3125,1.1603428571428571,2.165714285714285,1.0,1.12,1.077942857142857,1.4864285714285714,1.2573142857142858,1.6084,2.1051,1.4001714285714286,1.7857142857142856,1.9085714285714288,1.625,1.156,1.2247,1.24,2.0330285714285714
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2.48,1.9070285714285715,1.1428571428571428,1.7514285714285711,2.7214,1.24,1.5891142857142857,2.7077714285714287,1.0020571428571428,1.1408,1.0664285714285715,1.9696571428571428,1.5137714285714288,2.2103,2.4057142857142857,1.841,1.8571428571428568,1.4464285714285716,2.0608,1.4158,1.8442857142857143,1.3392000000000002,2.3772571428571427
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1.91,1.7196142857142855,1.147857142857143,1.956057142857143,2.3185714285714285,1.3392000000000002,1.0868,2.200228571428571,1.0942857142857143,1.2036571428571428,1.0549142857142857,2.017457142857143,2.028428571428571,1.9339,2.302685714285714,1.5181428571428572,2.023657142857143,1.9842857142857144,2.4732142857142856,1.2875,2.059657142857142,1.3008,2.113771428571429
51-4192.00,"Layout Workers, Metal and Plastic",2.32,2.5000857142857145,1.0357142857142856,2.2038857142857142,2.841828571428572,1.3008,1.6300571428571429,2.248,1.0020571428571428,1.3571428571428572,1.0357142857142856,2.3091,1.3219714285714286,2.4184,2.530857142857143,2.0881,1.8571428571428568,1.822857142857143,1.7857142857142856,1.5156571428571428,1.664,1.3008,2.645542857142857
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",1.65,1.8897428571428567,1.1106285714285715,1.6473142857142855,2.5456,1.231428571428571,1.198,2.7904714285714287,1.0,1.2036571428571428,1.0357142857142856,2.540328571428572,1.2045571428571429,1.9233714285714285,2.535885714285714,1.6964285714285716,1.9085714285714288,1.7857142857142856,2.0028571428571427,1.1206571428571428,1.8018,1.231428571428571,2.1982142857142857
51-4194.00,"Tool Grinders, Filers, and Sharpeners",1.97,1.855,1.28,1.9207428571428573,2.6825714285714284,1.4821428571428572,1.3778285714285714,2.4364,1.0357142857142856,1.1734857142857142,1.197142857142857,2.0797428571428576,1.8128285714285712,1.7489285714285714,2.070785714285714,1.5692285714285714,1.7857142857142856,2.1607142857142856,2.4893714285714283,1.2452857142857143,1.8767428571428573,1.4017857142857142,2.095985714285714
51-5111.00,Prepress Technicians and Workers,4.46,2.2428,1.0942857142857143,1.9774142857142856,2.1304857142857143,1.4435714285714285,1.5075000000000005,2.6089285714285717,1.0942857142857143,1.2142857142857144,1.0357142857142856,2.014857142857143,3.196,1.7233428571428568,2.047028571428571,1.7158857142857142,1.9085714285714288,1.595,1.8571428571428568,1.4542857142857144,1.7963428571428572,1.4435714285714285,2.888585714285714
51-5112.00,Printing Press Operators,2.34,2.588857142857143,1.3008,1.9905142857142857,2.5455999999999994,1.3785714285714286,2.4112,3.0034,1.0442857142857145,1.0664285714285715,1.0664285714285715,2.319357142857143,2.208571428571429,2.241142857142857,2.326714285714286,2.2030857142857143,2.044642857142857,2.337142857142857,2.354914285714286,1.5026142857142857,1.93,1.3785714285714286,2.740342857142857
51-5113.00,Print Binding and Finishing Workers,1.57,2.107285714285714,1.0664285714285715,1.8772857142857144,2.280571428571428,1.4542857142857144,1.2981142857142856,2.991471428571429,1.077942857142857,1.0178571428571428,1.0664285714285715,2.211785714285714,1.6012857142857142,2.0098000000000003,2.443085714285714,1.7851857142857144,1.9085714285714288,1.822857142857143,2.0608,1.4178857142857142,1.5673,1.4691999999999998,2.7379857142857142
51-6011.00,Laundry and Dry-Cleaning Workers,1.37,1.4495,1.0885714285714283,1.477942857142857,1.9438,1.231428571428571,1.5798857142857146,1.8246,1.0,1.077942857142857,1.0885714285714283,1.5493428571428574,1.2262857142857144,1.5269714285714286,1.736,1.1829142857142858,1.6428571428571428,1.3571428571428572,1.6714285714285717,1.1988,1.1085285714285713,1.2142857142857144,1.6319714285714286
51-6021.00,"Pressers, Textile, Garment, and Related Materials",1.47,1.5185714285714285,1.0357142857142856,1.4893571428571428,2.1024571428571424,1.077942857142857,1.351,1.8522571428571428,1.0,1.0357142857142856,1.0357142857142856,1.7200000000000002,1.1726285714285714,1.6462285714285714,1.5239428571428573,1.2833714285714286,1.4179428571428572,1.3008,1.4542857142857144,1.0138,1.279828571428571,1.157142857142857,1.9799285714285717
51-6031.00,Sewing Machine Operators,1.34,1.4843428571428572,1.0803571428571428,1.5704285714285713,1.929971428571429,1.2036571428571428,1.266142857142857,1.7773857142857143,1.0,1.0549142857142857,1.0942857142857143,1.4686,1.1695428571428572,1.577342857142857,1.9353571428571428,1.2584857142857142,1.7571428571428571,1.655,1.5300000000000002,1.2317714285714283,1.2865714285714287,1.1408,1.8832
51-6041.00,Shoe and Leather Workers and Repairers,2.21,1.5974285714285714,1.1408,2.105157142857143,2.361214285714285,1.157142857142857,1.6878000000000002,2.312,1.0,1.0664285714285715,1.0664285714285715,2.293814285714286,1.3205714285714285,2.1111,1.9213,1.5645142857142855,1.7485714285714289,1.4821428571428572,1.5693714285714286,1.4868571428571429,1.2701428571428572,1.062857142857143,2.0952
51-6042.00,Shoe Machine Operators and Tenders,2.02,1.547942857142857,1.1106285714285715,1.7677571428571426,1.993242857142857,1.3008,1.5068,1.953142857142857,1.0135714285714286,1.0942857142857143,1.1106285714285715,1.8744857142857143,1.523457142857143,1.513,1.682742857142857,1.3895285714285714,1.822857142857143,1.7385714285714284,1.8571428571428568,1.4068571428571428,1.557257142857143,1.32,1.5140571428571428
51-6051.00,"Sewers, Hand",2.47,2.1427428571428573,1.1885714285714286,1.4472,2.621028571428571,1.268571428571429,1.0610285714285714,2.0506,1.0020571428571428,1.1885714285714286,1.0357142857142856,1.8859142857142857,1.1573714285714285,1.5244,2.4176,1.424642857142857,1.5508,1.3571428571428572,1.335714285714286,1.0528,1.0533571428571429,1.1339285714285714,2.1285142857142856
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",2.65,1.5089142857142857,1.077942857142857,1.4630285714285716,1.9483,1.1785714285714286,1.3309714285714285,1.4098428571428572,1.0,1.4179428571428572,1.0803571428571428,2.123157142857143,1.024,1.565,1.866142857142857,1.4074285714285717,1.655,1.3392000000000002,1.4542857142857144,1.0816,1.2353142857142858,1.1785714285714286,1.7057857142857142
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.78,2.198928571428572,1.0803571428571428,1.743942857142857,3.0481571428571432,1.32,1.1675142857142855,2.8042,1.0271428571428571,1.0992,1.0549142857142857,1.98,1.801685714285714,2.2038857142857142,2.3357,2.037057142857143,1.7857142857142856,1.8057142857142856,2.4732142857142856,1.2437714285714287,1.5257142857142858,1.32,2.3288
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.73,1.7598857142857145,1.1408,1.8958285714285716,2.156285714285714,1.4435714285714285,1.471742857142857,2.2662142857142857,1.0803571428571428,1.1339285714285714,1.0803571428571428,1.6511428571428572,1.6940714285714285,1.799,2.168,1.5296285714285711,1.9842857142857144,1.9449142857142856,2.4732142857142856,1.451742857142857,1.5473714285714286,1.3392000000000002,2.070428571428572
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.73,2.0547142857142857,1.0442857142857145,1.8569,2.460285714285714,1.2000000000000002,1.1500285714285714,2.5539000000000005,1.0089285714285714,1.147857142857143,1.0357142857142856,2.395885714285714,1.4071,2.0240714285714287,2.1989714285714284,1.781485714285714,1.9085714285714288,1.7036571428571428,2.0608,1.1758857142857142,1.8019142857142856,1.1428571428571428,2.6347428571428573
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.28,1.605985714285714,1.1071428571428572,2.107,2.3200000000000003,1.3785714285714286,1.2314142857142856,2.136742857142857,1.0,1.147857142857143,1.0803571428571428,1.903457142857143,1.3901857142857144,1.848957142857143,1.8504571428571424,1.5896,1.8571428571428568,1.9085714285714288,2.4522285714285714,1.088,1.5342857142857145,1.3785714285714286,2.2
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.65,2.496785714285714,1.1428571428571428,2.0725,3.0946285714285717,1.25,1.2740571428571428,3.2359857142857145,1.0089285714285714,1.2142857142857144,1.0803571428571428,2.4768,1.594042857142857,2.268214285714286,2.819257142857143,2.2514857142857143,2.1142857142857143,1.7857142857142856,2.662857142857143,1.2258714285714285,2.241714285714285,1.2857142857142856,3.0959714285714286
51-6092.00,Fabric and Apparel Patternmakers,3.67,2.3728,1.268571428571429,2.1023571428571426,2.1868,1.6875,1.2422857142857144,3.0449714285714284,1.1785714285714286,1.7385714285714284,1.231428571428571,1.8804,2.2675,2.044,2.8963,2.121142857142857,1.9842857142857144,1.9449142857142856,1.822857142857143,1.442742857142857,2.186542857142857,1.595,2.978714285714285
51-6093.00,Upholsterers,1.05,1.8960142857142857,1.25,2.3060714285714283,2.5648285714285715,1.32,1.7896,2.274442857142857,1.0,1.28,1.24,2.2299285714285717,1.3722571428571428,1.9952,2.150314285714286,1.6656142857142855,1.8571428571428568,1.6875,1.7734857142857143,1.663,1.2825714285714285,1.3571428571428572,2.1805142857142856
51-7011.00,Cabinetmakers and Bench Carpenters,1.0,2.2243000000000004,1.1607142857142858,2.2577142857142856,2.4169714285714283,1.2857142857142856,1.4474285714285715,2.357671428571429,1.0664285714285715,1.822857142857143,1.1339285714285714,2.1698857142857144,1.1370285714285715,2.2425571428571427,2.444857142857143,2.201014285714286,1.9449142857142856,2.1492,2.1142857142857143,1.4641000000000002,1.3708,1.3571428571428572,2.3401428571428573
51-7021.00,Furniture Finishers,1.4,2.027542857142857,1.3008,1.9111142857142855,2.725742857142857,1.32,1.5617714285714286,2.786928571428572,1.0020571428571428,1.32,1.157142857142857,2.3577142857142857,1.5358571428571426,2.2702857142857145,2.6630857142857147,1.6229285714285715,1.872228571428572,1.7734857142857143,1.8571428571428568,1.2952,1.4694857142857145,1.32,2.717157142857143
51-7031.00,"Model Makers, Wood",3.02,1.872142857142857,1.0664285714285715,1.8778,2.3156,1.3392000000000002,1.018,2.2962857142857143,1.0,1.7734857142857143,1.0206285714285714,1.7181142857142857,1.2121428571428572,1.6664571428571429,1.783685714285714,1.612,1.9085714285714288,1.7385714285714284,1.9085714285714288,1.1275,1.8624,1.25,2.213857142857143
51-7032.00,"Patternmakers, Wood",3.68,2.2531428571428576,1.3571428571428572,1.869214285714286,2.5079857142857143,1.3785714285714286,1.736,2.5522,1.0549142857142857,1.8057142857142856,1.3706285714285715,2.610228571428572,1.949242857142857,1.6695714285714285,2.2,2.1455714285714285,1.9085714285714288,1.8914285714285717,1.9085714285714288,1.2085857142857144,1.4849714285714286,1.3571428571428572,2.667842857142857
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.68,1.4462285714285714,1.0803571428571428,1.713142857142857,2.154642857142857,1.25,1.2404285714285714,2.032742857142857,1.0020571428571428,1.1734857142857142,1.0357142857142856,1.7398000000000002,1.1624,1.4345714285714286,2.1515,1.2059285714285717,1.822857142857143,1.822857142857143,1.9449142857142856,1.1210714285714285,1.2703,1.2142857142857144,1.8432
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.57,1.8686,1.12,1.6804,2.279414285714286,1.0942857142857143,1.1645714285714286,2.0974,1.12,1.2036571428571428,1.0549142857142857,1.7964571428571428,1.202,1.6498428571428572,1.8874,1.4000857142857142,1.872228571428572,1.9642857142857144,2.31,1.0288,1.4578,1.231428571428571,2.0029857142857144
51-8011.00,Nuclear Power Reactor Operators,4.88,3.3688,1.1785714285714286,2.18,3.4624,1.9085714285714288,1.2617285714285713,3.810971428571428,1.1785714285714286,1.0271428571428571,1.1785714285714286,2.0863,2.2294857142857145,3.717571428571429,3.6425285714285702,2.9152,2.645714285714285,2.044642857142857,2.662857142857143,2.3781714285714286,3.4504857142857137,1.7734857142857143,3.3131428571428567
51-8012.00,Power Distributors and Dispatchers,4.55,3.3637428571428565,1.1071428571428572,2.2841285714285715,1.963,1.7734857142857143,2.225357142857143,3.6,1.0206285714285714,1.3392000000000002,1.0549142857142857,1.909771428571429,3.106785714285714,3.5056000000000003,3.574542857142857,3.307542857142857,2.31,1.7200000000000002,2.086428571428572,2.1433714285714287,3.212142857142857,1.7200000000000002,3.699657142857143
51-8013.00,Power Plant Operators,4.65,2.5872,1.1408,1.936,2.3877999999999995,1.6714285714285717,2.158514285714286,3.0131,1.0942857142857143,1.0942857142857143,1.1408,2.064571428571429,1.9557142857142855,2.2996857142857143,2.540628571428571,1.9976285714285715,2.0028571428571427,1.9449142857142856,2.7142857142857144,1.3318857142857143,2.4674,1.4017857142857142,2.5853714285714284
51-8013.03,Biomass Plant Technicians,3.24,2.377,1.231428571428571,2.0164,3.136414285714286,1.6875,1.6496285714285714,3.1594857142857142,1.0803571428571428,1.2000000000000002,1.1257142857142857,2.106828571428572,2.294014285714286,2.6540714285714286,2.813542857142857,2.5464571428571428,2.105,1.8571428571428568,2.662857142857143,1.7849285714285716,2.8231,1.5625,2.5953
51-8013.04,Hydroelectric Plant Technicians,4.86,2.5163,1.1785714285714286,1.6650142857142858,3.153142857142857,1.7200000000000002,1.415457142857143,3.112771428571428,1.1339285714285714,1.0357142857142856,1.1257142857142857,1.8794285714285717,2.047857142857143,2.353342857142857,2.999371428571429,2.175,2.4035714285714285,1.8914285714285717,2.596342857142857,1.4567142857142856,2.4089285714285715,1.7200000000000002,2.4945
51-8021.00,Stationary Engineers and Boiler Operators,4.57,2.894285714285714,1.1408,2.375228571428572,3.3607857142857145,1.722057142857143,1.897,3.188471428571429,1.0206285714285714,1.0992,1.0357142857142856,2.6298714285714286,2.2015,2.581085714285714,2.758857142857143,2.475914285714285,1.9449142857142856,1.9842857142857144,2.662857142857143,1.6467999999999998,2.620428571428572,1.837942857142857,2.633928571428571
