O*NET-SOC Code,Title,Alias
51-8091.00,Chemical Plant and System Operators,C.P.S.O.
51-8091.00,Chemical Plant and System Operators,CPSO
51-8091.00,Chemical Plant and System Operators,Chemical Plant and System Operator
51-8091.00,Chemical Plant and System Operators,Chemical Plant & System Operators
51-8091.00,Chemical Plant and System Operators,Chemical Plant / System Operators
51-8091.00,Chemical Plant and System Operators,Category: Engineering
51-8091.00,Chemical Plant and System Operators,Engineering
51-8092.00,Gas Plant Operators,G.P.O.
51-8092.00,Gas Plant Operators,GPO
51-8092.00,Gas Plant Operators,Category: Manufacturing
51-8092.00,Gas Plant Operators,Gas Plant Operator
51-8092.00,Gas Plant Operators,Manufacturing
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Petroleum Pump System Operators, Refinery Operators, and Gauger"
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Petroleum Pump System Operators Refinery Operators and Gaugers
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Petroleum Pump System Operators, Refinery Operators, & Gaugers"
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Petroleum Pump System Operators, Refinery Operators, / Gaugers"
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Category: Other
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Other
51-8099.00,"Plant and System Operators, All Other",P.S.O.A.O.
51-8099.00,"Plant and System Operators, All Other",PSOAO
51-8099.00,"Plant and System Operators, All Other","Plant and System Operators, All Others"
51-8099.00,"Plant and System Operators, All Other",Plant and System Operators All Other
51-8099.00,"Plant and System Operators, All Other","Plant & System Operators, All Other"
51-8099.00,"Plant and System Operators, All Other","Plant / System Operators, All Other"
51-8099.00,"Plant and System Operators, All Other",Category: Manufacturing
51-8099.00,"Plant and System Operators, All Other",Manufacturing
51-8099.01,Biofuels Processing Technicians,B.P.T.
51-8099.01,Biofuels Processing Technicians,BPT
51-8099.01,Biofuels Processing Technicians,Biofuels Processing Technician
51-8099.01,Biofuels Processing Technicians,Biofuels Processing Techs
51-8099.01,Biofuels Processing Technicians,Category: Manufacturing
51-8099.01,Biofuels Processing Technicians,Biofuels Processing
51-8099.01,Biofuels Processing Technicians,Manufacturing
51-9011.00,Chemical Equipment Operators and Tenders,C.E.O.T.
51-9011.00,Chemical Equipment Operators and Tenders,CEOT
51-9011.00,Chemical Equipment Operators and Tenders,Chemical Equipment Operators and Tender
51-9011.00,Chemical Equipment Operators and Tenders,Chemical Equipment Operators & Tenders
51-9011.00,Chemical Equipment Operators and Tenders,Chemical Equipment Operators / Tenders
51-9011.00,Chemical Equipment Operators and Tenders,Category: Engineering
51-9011.00,Chemical Equipment Operators and Tenders,Engineering
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tender"
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, & Still Machine Setters, Operators, & Tenders"
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, / Still Machine Setters, Operators, / Tenders"
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Separating Filtering Clarifying Precipitating and Still Machine Setters Operators and Tenders
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Category: Other
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Other
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tender"
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Crushing Grinding and Polishing Machine Setters Operators and Tenders
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Crushing, Grinding, & Polishing Machine Setters, Operators, & Tenders"
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Crushing, Grinding, / Polishing Machine Setters, Operators, / Tenders"
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Category: Hospitality & Food
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Hospitality and Food
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Hospitality & Food
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Hospitality&Food
51-9022.00,"Grinding and Polishing Workers, Hand",G.P.W.H.
51-9022.00,"Grinding and Polishing Workers, Hand",GPWH
51-9022.00,"Grinding and Polishing Workers, Hand","Grinding and Polishing Workers, Hands"
51-9022.00,"Grinding and Polishing Workers, Hand",Grinding and Polishing Workers Hand
51-9022.00,"Grinding and Polishing Workers, Hand","Grinding & Polishing Workers, Hand"
51-9022.00,"Grinding and Polishing Workers, Hand","Grinding / Polishing Workers, Hand"
51-9022.00,"Grinding and Polishing Workers, Hand",Category: Other
51-9022.00,"Grinding and Polishing Workers, Hand",Other
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders","Mixing and Blending Machine Setters, Operators, and Tender"
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Mixing and Blending Machine Setters Operators and Tenders
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders","Mixing & Blending Machine Setters, Operators, & Tenders"
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders","Mixing / Blending Machine Setters, Operators, / Tenders"
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Category: Engineering
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Engineering
51-9031.00,"Cutters and Trimmers, Hand",C.T.H.
51-9031.00,"Cutters and Trimmers, Hand",CTH
51-9031.00,"Cutters and Trimmers, Hand","Cutters and Trimmers, Hands"
51-9031.00,"Cutters and Trimmers, Hand",Cutters and Trimmers Hand
51-9031.00,"Cutters and Trimmers, Hand","Cutters & Trimmers, Hand"
51-9031.00,"Cutters and Trimmers, Hand","Cutters / Trimmers, Hand"
51-9031.00,"Cutters and Trimmers, Hand",Category: Manufacturing
51-9031.00,"Cutters and Trimmers, Hand",Manufacturing
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders","Cutting and Slicing Machine Setters, Operators, and Tender"
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Cutting and Slicing Machine Setters Operators and Tenders
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders","Cutting & Slicing Machine Setters, Operators, & Tenders"
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders","Cutting / Slicing Machine Setters, Operators, / Tenders"
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Category: Hospitality & Food
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Hospitality and Food
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Hospitality & Food
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Hospitality&Food
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tender"
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders"
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, / Compacting Machine Setters, Operators, / Tenders"
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Extruding Forming Pressing and Compacting Machine Setters Operators and Tenders
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Category: Hospitality & Food
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Hospitality and Food
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Hospitality & Food
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Hospitality&Food
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tender"
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Furnace Kiln Oven Drier and Kettle Operators and Tenders
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, & Kettle Operators & Tenders"
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, / Kettle Operators / Tenders"
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Category: Hospitality & Food
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Hospitality and Food
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Hospitality & Food
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Hospitality&Food
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",I.T.S.S.W.
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",ITSSW
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weigher"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, & Weighers"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, / Weighers"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Inspectors Testers Sorters Samplers and Weighers
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Category: Manufacturing
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Manufacturing
51-9071.00,Jewelers and Precious Stone and Metal Workers,J.P.S.M.W.
51-9071.00,Jewelers and Precious Stone and Metal Workers,JPSMW
51-9071.00,Jewelers and Precious Stone and Metal Workers,Jewelers and Precious Stone and Metal Worker
51-9071.00,Jewelers and Precious Stone and Metal Workers,Jewelers & Precious Stone & Metal Workers
51-9071.00,Jewelers and Precious Stone and Metal Workers,Jewelers / Precious Stone / Metal Workers
51-9071.00,Jewelers and Precious Stone and Metal Workers,Category: Manufacturing
51-9071.00,Jewelers and Precious Stone and Metal Workers,Manufacturing
51-9071.06,Gem and Diamond Workers,G.D.W.
51-9071.06,Gem and Diamond Workers,GDW
51-9071.06,Gem and Diamond Workers,Category: Manufacturing
51-9071.06,Gem and Diamond Workers,Gem and Diamond Worker
51-9071.06,Gem and Diamond Workers,Gem & Diamond Workers
51-9071.06,Gem and Diamond Workers,Gem / Diamond Workers
51-9071.06,Gem and Diamond Workers,Manufacturing
51-9081.00,Dental Laboratory Technicians,D.L.T.
51-9081.00,Dental Laboratory Technicians,DLT
51-9081.00,Dental Laboratory Technicians,Dental Laboratory Technician
51-9081.00,Dental Laboratory Technicians,Dental Laboratory Techs
51-9081.00,Dental Laboratory Technicians,Category: Healthcare
51-9081.00,Dental Laboratory Technicians,Dental Laboratory
51-9081.00,Dental Laboratory Technicians,Healthcare
51-9082.00,Medical Appliance Technicians,M.A.T.
51-9082.00,Medical Appliance Technicians,MAT
51-9082.00,Medical Appliance Technicians,Medical Appliance Technician
51-9082.00,Medical Appliance Technicians,Medical Appliance Techs
51-9082.00,Medical Appliance Technicians,Category: Healthcare
51-9082.00,Medical Appliance Technicians,Medical Appliance
51-9082.00,Medical Appliance Technicians,Healthcare
51-9083.00,Ophthalmic Laboratory Technicians,O.L.T.
51-9083.00,Ophthalmic Laboratory Technicians,OLT
51-9083.00,Ophthalmic Laboratory Technicians,Ophthalmic Laboratory Technician
51-9083.00,Ophthalmic Laboratory Technicians,Category: Science & Research
51-9083.00,Ophthalmic Laboratory Technicians,Ophthalmic Laboratory Techs
51-9083.00,Ophthalmic Laboratory Technicians,Ophthalmic Laboratory
51-9083.00,Ophthalmic Laboratory Technicians,Science and Research
51-9083.00,Ophthalmic Laboratory Technicians,Science & Research
51-9083.00,Ophthalmic Laboratory Technicians,Science&Research
51-9111.00,Packaging and Filling Machine Operators and Tenders,P.F.M.O.T.
51-9111.00,Packaging and Filling Machine Operators and Tenders,PFMOT
51-9111.00,Packaging and Filling Machine Operators and Tenders,Packaging and Filling Machine Operators and Tender
51-9111.00,Packaging and Filling Machine Operators and Tenders,Packaging & Filling Machine Operators & Tenders
51-9111.00,Packaging and Filling Machine Operators and Tenders,Packaging / Filling Machine Operators / Tenders
51-9111.00,Packaging and Filling Machine Operators and Tenders,Category: Manufacturing
51-9111.00,Packaging and Filling Machine Operators and Tenders,Manufacturing
51-9123.00,"Painting, Coating, and Decorating Workers",P.C.D.W.
51-9123.00,"Painting, Coating, and Decorating Workers",PCDW
51-9123.00,"Painting, Coating, and Decorating Workers","Painting, Coating, and Decorating Worker"
51-9123.00,"Painting, Coating, and Decorating Workers",Painting Coating and Decorating Workers
51-9123.00,"Painting, Coating, and Decorating Workers","Painting, Coating, & Decorating Workers"
51-9123.00,"Painting, Coating, and Decorating Workers","Painting, Coating, / Decorating Workers"
51-9123.00,"Painting, Coating, and Decorating Workers",Category: Other
51-9123.00,"Painting, Coating, and Decorating Workers",Other
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tender"
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Coating Painting and Spraying Machine Setters Operators and Tenders
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, & Spraying Machine Setters, Operators, & Tenders"
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, / Spraying Machine Setters, Operators, / Tenders"
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Category: Transportation
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Transportation
51-9141.00,Semiconductor Processing Technicians,S.P.T.
51-9141.00,Semiconductor Processing Technicians,SPT
51-9141.00,Semiconductor Processing Technicians,Semiconductor Processing Technician
51-9141.00,Semiconductor Processing Technicians,Semiconductor Processing Techs
51-9141.00,Semiconductor Processing Technicians,Semiconductor Processing
51-9141.00,Semiconductor Processing Technicians,Category: Engineering
51-9141.00,Semiconductor Processing Technicians,Engineering
51-9151.00,Photographic Process Workers and Processing Machine Operators,Photographic Process Workers and Processing Machine Operator
51-9151.00,Photographic Process Workers and Processing Machine Operators,Photographic Process Workers & Processing Machine Operators
51-9151.00,Photographic Process Workers and Processing Machine Operators,Photographic Process Workers / Processing Machine Operators
51-9151.00,Photographic Process Workers and Processing Machine Operators,Category: Manufacturing
51-9151.00,Photographic Process Workers and Processing Machine Operators,Manufacturing
51-9161.00,Computer Numerically Controlled Tool Operators,C.N.C.T.O.
51-9161.00,Computer Numerically Controlled Tool Operators,CNCTO
51-9161.00,Computer Numerically Controlled Tool Operators,Computer Numerically Controlled Tool Operator
51-9161.00,Computer Numerically Controlled Tool Operators,Category: Other
51-9161.00,Computer Numerically Controlled Tool Operators,Other
51-9162.00,Computer Numerically Controlled Tool Programmers,C.N.C.T.P.
51-9162.00,Computer Numerically Controlled Tool Programmers,CNCTP
51-9162.00,Computer Numerically Controlled Tool Programmers,Computer Numerically Controlled Tool Programmer
51-9162.00,Computer Numerically Controlled Tool Programmers,Category: Information Technology
51-9162.00,Computer Numerically Controlled Tool Programmers,Information Technology
51-9162.00,Computer Numerically Controlled Tool Programmers,InformationTechnology
51-9191.00,Adhesive Bonding Machine Operators and Tenders,A.B.M.O.T.
51-9191.00,Adhesive Bonding Machine Operators and Tenders,ABMOT
51-9191.00,Adhesive Bonding Machine Operators and Tenders,Adhesive Bonding Machine Operators and Tender
51-9191.00,Adhesive Bonding Machine Operators and Tenders,Adhesive Bonding Machine Operators & Tenders
51-9191.00,Adhesive Bonding Machine Operators and Tenders,Adhesive Bonding Machine Operators / Tenders
51-9191.00,Adhesive Bonding Machine Operators and Tenders,Category: Manufacturing
51-9191.00,Adhesive Bonding Machine Operators and Tenders,Manufacturing
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Cleaning, Washing, and Metal Pickling Equipment Operators and Tender"
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Cleaning Washing and Metal Pickling Equipment Operators and Tenders
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Cleaning, Washing, & Metal Pickling Equipment Operators & Tenders"
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Cleaning, Washing, / Metal Pickling Equipment Operators / Tenders"
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Category: Hospitality & Food
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Hospitality and Food
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Hospitality & Food
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Hospitality&Food
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,C.F.E.O.T.
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,CFEOT
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Cooling and Freezing Equipment Operators and Tender
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Cooling & Freezing Equipment Operators & Tenders
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Cooling / Freezing Equipment Operators / Tenders
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Category: Engineering
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Engineering
51-9194.00,Etchers and Engravers,E.E.
51-9194.00,Etchers and Engravers,EE
51-9194.00,Etchers and Engravers,Etchers and Engraver
51-9194.00,Etchers and Engravers,Etchers & Engravers
51-9194.00,Etchers and Engravers,Etchers / Engravers
51-9194.00,Etchers and Engravers,Category: Other
51-9194.00,Etchers and Engravers,Other
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastics"
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Molders Shapers and Casters Except Metal and Plastic
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, & Casters, Except Metal & Plastic"
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, / Casters, Except Metal / Plastic"
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Category: Hospitality & Food
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Hospitality and Food
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Hospitality & Food
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Hospitality&Food
51-9195.03,"Stone Cutters and Carvers, Manufacturing",S.C.C.M.
51-9195.03,"Stone Cutters and Carvers, Manufacturing",SCCM
51-9195.03,"Stone Cutters and Carvers, Manufacturing","Stone Cutters and Carvers, Manufacturings"
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Stone Cutters and Carvers Manufacturing
51-9195.03,"Stone Cutters and Carvers, Manufacturing","Stone Cutters & Carvers, Manufacturing"
51-9195.03,"Stone Cutters and Carvers, Manufacturing","Stone Cutters / Carvers, Manufacturing"
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Category: Manufacturing
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Manufacturing
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",G.B.M.B.F.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",GBMBF
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers","Glass Blowers, Molders, Benders, and Finisher"
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers","Glass Blowers, Molders, Benders, & Finishers"
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers","Glass Blowers, Molders, Benders, / Finishers"
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Glass Blowers Molders Benders and Finishers
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Category: Other
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Other
51-9195.05,"Potters, Manufacturing",P.M.
51-9195.05,"Potters, Manufacturing",PM
51-9195.05,"Potters, Manufacturing",Category: Manufacturing
51-9195.05,"Potters, Manufacturing","Potters, Manufacturings"
51-9195.05,"Potters, Manufacturing",Potters Manufacturing
51-9195.05,"Potters, Manufacturing",Manufacturing
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders","Paper Goods Machine Setters, Operators, and Tender"
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Paper Goods Machine Setters Operators and Tenders
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders","Paper Goods Machine Setters, Operators, & Tenders"
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders","Paper Goods Machine Setters, Operators, / Tenders"
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Category: Other
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Other
51-9197.00,Tire Builders,T.B.
51-9197.00,Tire Builders,TB
51-9197.00,Tire Builders,Category: Other
51-9197.00,Tire Builders,Tire Builder
51-9197.00,Tire Builders,Other
51-9198.00,Helpers--Production Workers,H.P.W.
51-9198.00,Helpers--Production Workers,HPW
51-9198.00,Helpers--Production Workers,Helpers--Production Worker
51-9198.00,Helpers--Production Workers,Category: Manufacturing
51-9198.00,Helpers--Production Workers,Manufacturing
51-9199.00,"Production Workers, All Other",P.W.A.O.
51-9199.00,"Production Workers, All Other",PWAO
51-9199.00,"Production Workers, All Other","Production Workers, All Others"
51-9199.00,"Production Workers, All Other",Production Workers All Other
51-9199.00,"Production Workers, All Other",Category: Manufacturing
51-9199.00,"Production Workers, All Other",Manufacturing
53-1041.00,Aircraft Cargo Handling Supervisors,A.C.H.S.
53-1041.00,Aircraft Cargo Handling Supervisors,ACHS
53-1041.00,Aircraft Cargo Handling Supervisors,Aircraft Cargo Handling Supervisor
53-1041.00,Aircraft Cargo Handling Supervisors,Aircraft Cargo Handling Sups
53-1041.00,Aircraft Cargo Handling Supervisors,Aircraft Cargo Handling
53-1041.00,Aircraft Cargo Handling Supervisors,Category: Public Safety
53-1041.00,Aircraft Cargo Handling Supervisors,Public Safety
53-1041.00,Aircraft Cargo Handling Supervisors,PublicSafety
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hands"
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, & Material Movers, Hand"
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, / Material Movers, Hand"
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",First-Line Supervisors of Helpers Laborers and Material Movers Hand
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Sups of Helpers, Laborers, and Material Movers, Hand"
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Category: Business & Management
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Business and Management
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Business & Management
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Business&Management
53-1042.01,Recycling Coordinators,R.C.
53-1042.01,Recycling Coordinators,RC
53-1042.01,Recycling Coordinators,Category: Legal & Government
53-1042.01,Recycling Coordinators,Recycling Coordinator
53-1042.01,Recycling Coordinators,Legal and Government
53-1042.01,Recycling Coordinators,Legal & Government
53-1042.01,Recycling Coordinators,Legal&Government
53-1042.01,Recycling Coordinators,Recycling Coords
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Material-Moving Machine and Vehicle Operator
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Material-Moving Machine & Vehicle Operators
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Material-Moving Machine / Vehicle Operators
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,First-Line Sups of Material-Moving Machine and Vehicle Operators
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Category: Business & Management
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Business and Management
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Business & Management
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Business&Management
53-1044.00,First-Line Supervisors of Passenger Attendants,F.L.S.P.A.
53-1044.00,First-Line Supervisors of Passenger Attendants,FLSPA
53-1044.00,First-Line Supervisors of Passenger Attendants,First-Line Supervisors of Passenger Attendant
53-1044.00,First-Line Supervisors of Passenger Attendants,First-Line Sups of Passenger Attendants
53-1044.00,First-Line Supervisors of Passenger Attendants,Category: Business & Management
53-1044.00,First-Line Supervisors of Passenger Attendants,Business and Management
53-1044.00,First-Line Supervisors of Passenger Attendants,Business & Management
53-1044.00,First-Line Supervisors of Passenger Attendants,Business&Management
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other","First-Line Supervisors of Transportation Workers, All Others"
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",First-Line Supervisors of Transportation Workers All Other
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other","First-Line Sups of Transportation Workers, All Other"
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",Category: Transportation
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",Transportation
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",A.P.C.F.E.
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",APCFE
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers","Airline Pilots, Copilots, and Flight Engineer"
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Airline Pilots Copilots and Flight Engineers
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers","Airline Pilots, Copilots, & Flight Engineers"
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers","Airline Pilots, Copilots, / Flight Engineers"
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers","Airline Pilots, Copilots, and Flight Engs"
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers","Airline Pilots, Copilots, and Flight"
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Category: Education
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Education
53-2012.00,Commercial Pilots,C.P.
53-2012.00,Commercial Pilots,CP
53-2012.00,Commercial Pilots,Category: Transportation
53-2012.00,Commercial Pilots,Commercial Pilot
53-2012.00,Commercial Pilots,Transportation
53-2021.00,Air Traffic Controllers,A.T.C.
53-2021.00,Air Traffic Controllers,ATC
53-2021.00,Air Traffic Controllers,Category: Legal & Government
53-2021.00,Air Traffic Controllers,Air Traffic Controller
53-2021.00,Air Traffic Controllers,Legal and Government
53-2021.00,Air Traffic Controllers,Legal & Government
53-2021.00,Air Traffic Controllers,Legal&Government
53-2022.00,Airfield Operations Specialists,A.O.S.
53-2022.00,Airfield Operations Specialists,AOS
53-2022.00,Airfield Operations Specialists,Category: Business & Management
53-2022.00,Airfield Operations Specialists,Airfield Operations Specialist
53-2022.00,Airfield Operations Specialists,Airfield Operations Specs
53-2022.00,Airfield Operations Specialists,Business and Management
53-2022.00,Airfield Operations Specialists,Business & Management
