Member ID,Country,Full Name,Given Names,Surnames,EU Political Group,National Political Group,Multi-Part Given Name,Multi-Part Surname
257163,Italy,Francesco TORSELLI,Francesco,TORSELLI,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
124795,Italy,Flavio TOSI,Flavio,TOSI,Group of the European People's Party (Christian Democrats),Forza Italia,0,0
97236,France,Marie TOUSSAINT,Marie,TOUSSAINT,Group of the Greens/European Free Alliance,Les Écologistes,0,0
197580,Italy,Isabella TOVAGLIERI,Isabella,TOVAGLIERI,Patriots for Europe Group,Lega,0,0
256804,Finland,Pekka TOVERI,Pekka,TOVERI,Group of the European People's Party (Christian Democrats),Kansallinen Kokoomus,0,0
257133,Italy,Pasquale TRIDICO,Pasquale,TRIDICO,The Left group in the European Parliament - GUE/NGL,Movimento 5 Stelle,0,0
256925,France,Laurence TROCHU,Laurence,TROCHU,European Conservatives and Reformists Group,Identité Libertés,0,0
256950,Greece,Dimitris TSIODRAS,Dimitris,TSIODRAS,Group of the European People's Party (Christian Democrats),Nea Demokratia,0,0
198183,Romania,Mihai TUDOSE,Mihai,TUDOSE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat,0,0
256806,Finland,Sebastian TYNKKYNEN,Sebastian,TYNKKYNEN,European Conservatives and Reformists Group,Perussuomalaiset,0,0
257062,Poland,Stanisław TYSZKA,Stanisław,TYSZKA,Europe of Sovereign Nations Group,Konfederacja Wolność i Niepodległość,0,0
197763,Slovakia,Milan UHRÍK,Milan,UHRÍK,Europe of Sovereign Nations Group,Hnutie Republika,0,0
197810,Latvia,Nils UŠAKOVS,Nils,UŠAKOVS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"""Saskaņa"" sociāldemokrātiskā partija",0,0
28617,Latvia,Inese VAIDERE,Inese,VAIDERE,Group of the European People's Party (Christian Democrats),Jaunā Vienotība,0,0
257258,Bulgaria,Ivaylo VALCHEV,Ivaylo,VALCHEV,European Conservatives and Reformists Group,There Is Such a People,0,0
37324,Romania,Adina VĂLEAN,Adina,VĂLEAN,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal,0,0
256875,France,Matthieu VALET,Matthieu,VALET,Patriots for Europe Group,Rassemblement national,0,0
5729,Belgium,Kathleen VAN BREMPT,Kathleen,VAN BREMPT,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vooruit,0,1
257438,Netherlands,Anouk VAN BRUG,Anouk,VAN BRUG,Renew Europe Group,Volkspartij voor Vrijheid en Democratie,0,1
256976,Netherlands,Brigitte VAN DEN BERG,Brigitte,VAN DEN BERG,Renew Europe Group,Democraten 66,0,1
185771,Belgium,Tom VANDENDRIESSCHE,Tom,VANDENDRIESSCHE,Patriots for Europe Group,Vlaams Belang,0,0
256884,Belgium,Kris VAN DIJCK,Kris,VAN DIJCK,European Conservatives and Reformists Group,Nieuw-Vlaamse Alliantie,0,1
256978,Netherlands,Reinier VAN LANSCHOT,Reinier,VAN LANSCHOT,Group of the Greens/European Free Alliance,Volt,0,1
256983,Netherlands,Jessika VAN LEEUWEN,Jessika,VAN LEEUWEN,Group of the European People's Party (Christian Democrats),BoerBurgerBeweging,0,1
257125,Italy,Roberto VANNACCI,Roberto,VANNACCI,Non-attached Members,Lega,0,0
125106,Belgium,Johan VAN OVERTVELDT,Johan,VAN OVERTVELDT,European Conservatives and Reformists Group,Nieuw-Vlaamse Alliantie,0,1
197870,Netherlands,Kim VAN SPARRENTAK,Kim,VAN SPARRENTAK,Group of the Greens/European Free Alliance,GroenLinks-PvdA,0,1
5736,France,Alexandre VARAUT,Alexandre,VARAUT,Patriots for Europe Group,Rassemblement national,0,0
257061,Portugal,Ana VASCONCELOS,Ana,VASCONCELOS,Renew Europe Group,Iniciativa Liberal,0,0
257112,Romania,Vlad VASILE-VOICULESCU,Vlad,VASILE-VOICULESCU,Renew Europe Group,Uniunea Salvați România,0,0
130100,Belgium,Hilde VAUTMANS,Hilde,VAUTMANS,Renew Europe Group,Anders,0,0
257099,Italy,Francesco VENTOLA,Francesco,VENTOLA,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
96756,Germany,Sabine VERHEYEN,Sabine,VERHEYEN,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
256879,Belgium,Yvan VEROUGSTRAETE,Yvan,VEROUGSTRAETE,Renew Europe Group,Les Engagés,0,0
256811,Lithuania,Aurelijus VERYGA,Aurelijus,VERYGA,European Conservatives and Reformists Group,Lietuvos valstiečių ir žaliųjų sąjunga,0,0
260035,Croatia,Marko VEŠLIGAJ,Marko,VEŠLIGAJ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socijaldemokratska partija Hrvatske,0,0
256859,Hungary,Annamária VICSEK,Annamária,VICSEK,Patriots for Europe Group,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,0,0
257437,Netherlands,Catarina VIEIRA,Catarina,VIEIRA,Group of the Greens/European Free Alliance,GroenLinks-PvdA,0,0
34232,Bulgaria,Kristian VIGENIN,Kristian,VIGENIN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party,0,0
125001,Austria,Harald VILIMSKY,Harald,VILIMSKY,Patriots for Europe Group,Freiheitliche Partei Österreichs,0,0
98582,Romania,Loránt VINCZE,Loránt,VINCZE,Group of the European People's Party (Christian Democrats),Uniunea Democrată Maghiară din România,0,0
199941,Denmark,Marianne VIND,Marianne,VIND,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialdemokratiet,0,0
124875,Denmark,Anders VISTISEN,Anders,VISTISEN,Patriots for Europe Group,Dansk Folkeparti,0,0
257143,Italy,Mariateresa VIVALDINI,Mariateresa,VIVALDINI,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
257260,Bulgaria,Petar VOLGIN,Petar,VOLGIN,Europe of Sovereign Nations Group,Revival,0,0
256966,Germany,Michael VON DER SCHULENBURG,Michael,VON DER SCHULENBURG,Non-attached Members,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,0,1
197537,Czechia,Alexandr VONDRA,Alexandr,VONDRA,European Conservatives and Reformists Group,Občanská demokratická strana,0,0
96761,Germany,Axel VOSS,Axel,VOSS,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
125065,Greece,Elissavet VOZEMBERG-VRIONIDI,Elissavet,VOZEMBERG-VRIONIDI,Group of the European People's Party (Christian Democrats),Nea Demokratia,0,0
197552,Czechia,Veronika VRECIONOVÁ,Veronika,VRECIONOVÁ,European Conservatives and Reformists Group,Občanská demokratická strana,0,0
204400,Spain,Adrián VÁZQUEZ LÁZARA,Adrián,VÁZQUEZ LÁZARA,Group of the European People's Party (Christian Democrats),Partido Popular,0,1
190464,Austria,Thomas WAITZ,Thomas,WAITZ,Group of the Greens/European Free Alliance,Die Grünen - Die Grüne Alternative,0,0
197863,Ireland,Maria WALSH,Maria,WALSH,Group of the European People's Party (Christian Democrats),Fine Gael Party,0,0
197429,Germany,Marion WALSMANN,Marion,WALSMANN,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
197405,Sweden,Jörgen WARBORN,Jörgen,WARBORN,Group of the European People's Party (Christian Democrats),Moderaterna,0,0
256967,Germany,Jan-Peter WARNKE,Jan-Peter,WARNKE,Non-attached Members,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,0,0
257052,Poland,Maciej WĄSIK,Maciej,WĄSIK,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
257045,Poland,Michał WAWRYKIEWICZ,Michał,WAWRYKIEWICZ,Group of the European People's Party (Christian Democrats),Independent,0,0
257046,Poland,Marta WCISŁO,Marta,WCISŁO,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
28229,Germany,Manfred WEBER,Manfred,WEBER,Group of the European People's Party (Christian Democrats),Christlich-Soziale Union in Bayern e.V.,0,0
256977,Germany,Andrea WECHSLER,Andrea,WECHSLER,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
123562,Sweden,Charlie WEIMERS,Charlie,WEIMERS,European Conservatives and Reformists Group,Sverigedemokraterna,0,0
261796,France,Séverine WERBROUCK,Séverine,WERBROUCK,Patriots for Europe Group,Rassemblement national,0,0
214839,Sweden,Emma WIESNER,Emma,WIESNER,Renew Europe Group,Centerpartiet,0,0
197769,Slovakia,Michal WIEZIK,Michal,WIEZIK,Renew Europe Group,Progresívne Slovensko,0,0
220801,Belgium,Sophie WILMÈS,Sophie,WILMÈS,Renew Europe Group,Mouvement Réformateur,0,0
39725,Romania,Iuliu WINKLER,Iuliu,WINKLER,Group of the European People's Party (Christian Democrats),Uniunea Democrată Maghiară din România,0,0
197652,Austria,Angelika WINZIG,Angelika,WINZIG,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei,0,0
197421,Luxembourg,Isabel WISELER-LIMA,Isabel,WISELER-LIMA,Group of the European People's Party (Christian Democrats),Parti chrétien social luxembourgeois,0,0
124877,Poland,Jadwiga WIŚNIEWSKA,Jadwiga,WIŚNIEWSKA,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
185619,Germany,Tiemo WÖLKEN,Tiemo,WÖLKEN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands,0,0
5392,Netherlands,Lara WOLTERS,Lara,WOLTERS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,GroenLinks-PvdA,0,0
257011,Slovakia,Lucia YAR,Lucia,YAR,Renew Europe Group,Progresívne Slovensko,0,0
197581,France,Stéphanie YON-COURTIN,Stéphanie,YON-COURTIN,Renew Europe Group,Renaissance,0,0
197842,Bulgaria,Elena YONCHEVA,Elena,YONCHEVA,Non-attached Members,Movement for Rights and Freedoms,0,0
256955,Greece,Maria ZACHARIA,Maria,ZACHARIA,Non-attached Members,Plefsi Eleftherias,0,0
257069,Poland,Ewa ZAJĄCZKOWSKA-HERNIK,Ewa,ZAJĄCZKOWSKA-HERNIK,Europe of Sovereign Nations Group,Konfederacja Wolność i Niepodległość,0,0
197572,Poland,Anna ZALEWSKA,Anna,ZALEWSKA,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
256807,Lithuania,Dainius ŽALIMAS,Dainius,ŽALIMAS,Renew Europe Group,Laisvės partija,0,0
257106,Italy,Alessandro ZAN,Alessandro,ZAN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
197606,Spain,Javier ZARZALEJOS,Javier,ZARZALEJOS,Group of the European People's Party (Christian Democrats),Partido Popular,0,0
124713,Czechia,Tomáš ZDECHOVSKÝ,Tomáš,ZDECHOVSKÝ,Group of the European People's Party (Christian Democrats),Křesťanská a demokratická unie - Československá strana lidová,0,0
124893,Poland,Bogdan Andrzej ZDROJEWSKI,Bogdan Andrzej,ZDROJEWSKI,Group of the European People's Party (Christian Democrats),Koalicja Obywatelska,1,0
103246,Netherlands,Auke ZIJLSTRA,Auke,ZIJLSTRA,Patriots for Europe Group,Partij voor de Vrijheid,0,0
28615,Latvia,Roberts ZĪLE,Roberts,ZĪLE,European Conservatives and Reformists Group,"Nacionālā apvienība ""Visu Latvijai!"" - ""Tēvzemei un Brīvībai/LNNK""",0,0
28419,Italy,Nicola ZINGARETTI,Nicola,ZINGARETTI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
124884,Poland,Kosma ZŁOTOWSKI,Kosma,ZŁOTOWSKI,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
197621,Spain,Juan Ignacio ZOIDO ÁLVAREZ,Juan Ignacio,ZOIDO ÁLVAREZ,Group of the European People's Party (Christian Democrats),Partido Popular,1,1
185341,Croatia,Željana ZOVKO,Željana,ZOVKO,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica,0,0
96933,Slovenia,Milan ZVER,Milan,ZVER,Group of the European People's Party (Christian Democrats),Slovenska demokratska stranka,0,0
