O*NET-SOC Code,Title,Conflict Situations,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Work With or Contribute to a Work Group or Team,"Communicating with Supervisors, Peers, or Subordinates Combined",Instructing Combined,Performing for or Working Directly with the Public Combined,Negotiation Combined,Coaching and Developing Others Combined,Training and Teaching Others Combined,Resolving Conflicts and Negotiating with Others Combined,Social Perceptiveness Combined,Developing and Building Teams Combined,Communicating with People Outside the Organization Combined,Service Orientation Combined,Persuasion Combined
47-3013.00,Helpers--Electricians,1.95,4.26,3.69,2.94,2.2,1.62,4.89,1.98,4.42,3.1396857142857137,1.335714285714286,2.4335142857142857,1.197142857142857,2.308114285714286,2.568,2.5891428571428574,1.4542857142857144,2.190114285714285,2.2622857142857145,1.3785714285714286,1.28
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2.32,4.43,3.21,2.5,2.19,1.18,4.76,2.0,4.51,2.491428571428571,1.3571428571428572,1.0865571428571428,1.3125,1.2928571428571427,1.6616285714285717,1.4821428571428572,1.5207142857142857,1.3111428571428572,1.2887428571428572,1.4821428571428572,1.3125
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2.29,4.14,3.36,3.39,3.0,1.28,4.22,1.08,3.92,2.26,1.302857142857143,2.1499428571428574,1.231428571428571,1.344,1.4104285714285716,1.547214285714286,1.4542857142857144,1.4125714285714284,1.5053,1.345,1.231428571428571
47-3016.00,Helpers--Roofers,2.39,3.5,3.6,3.01,2.93,1.81,4.35,2.3,4.14,2.569828571428572,1.4179428571428572,1.8946857142857143,1.28,2.026814285714286,2.1259571428571427,2.381114285714286,1.4906285714285716,1.946942857142857,2.2665714285714285,1.4906285714285716,1.25
47-4011.00,Construction and Building Inspectors,3.52,4.36,3.08,4.36,3.56,1.84,4.71,2.2,4.0,2.9629714285714286,1.8571428571428568,2.8102857142857145,1.8571428571428568,2.152914285714286,2.254857142857143,2.7046857142857146,1.8571428571428568,1.9328,3.2116571428571428,1.6364285714285711,1.9085714285714288
47-4011.01,Energy Auditors,2.62,4.03,3.24,3.76,2.48,1.48,4.43,2.07,3.93,2.5456714285714286,1.8057142857142856,1.993,1.7734857142857143,2.1222,2.1904000000000003,1.9065714285714288,1.7734857142857143,1.8085714285714287,2.8156857142857143,1.822857142857143,1.8571428571428568
47-4021.00,Elevator and Escalator Installers and Repairers,3.13,4.39,3.96,4.4,3.84,1.48,4.54,1.46,3.81,2.2491142857142856,1.3785714285714286,1.695357142857143,1.25,1.7854857142857146,2.159057142857143,1.4630285714285711,1.5508,1.6384714285714286,1.78,1.5357142857142858,1.4435714285714285
47-4031.00,Fence Erectors,3.22,4.34,3.75,3.66,2.27,1.87,4.71,1.91,4.03,2.397428571428572,1.3785714285714286,1.7493714285714288,1.25,2.0828571428571427,1.9068571428571424,2.0455428571428573,1.4906285714285716,1.7499428571428572,1.7582142857142855,1.4017857142857142,1.2857142857142856
47-4041.00,Hazardous Materials Removal Workers,3.18,3.97,3.56,3.37,2.54,1.97,4.78,2.25,4.09,2.9472571428571435,1.7734857142857143,1.6192,1.6875,1.7780571428571428,1.9154,1.8046,1.7857142857142856,2.209428571428572,2.1004857142857145,1.7385714285714284,1.7385714285714284
47-4051.00,Highway Maintenance Workers,3.67,4.25,3.52,3.73,3.39,2.12,4.8,1.91,4.64,3.6199857142857135,1.4179428571428572,3.1062857142857143,1.4179428571428572,1.7849285714285716,2.3055,2.3910857142857145,1.7036571428571428,2.9039714285714284,2.788828571428572,1.4435714285714285,1.51
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,2.71,4.56,4.03,2.59,2.42,1.56,4.89,2.3,4.34,2.6338857142857144,1.5165142857142857,1.7084857142857144,1.22,1.942857142857143,1.8307,1.7039428571428572,1.5,1.827171428571429,1.6310857142857142,1.335714285714286,1.3008
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,2.95,4.6,4.08,4.44,3.15,1.53,4.71,1.87,4.46,2.2155142857142858,1.51,2.156,1.394285714285714,1.4205714285714286,1.601057142857143,1.3081999999999998,1.655,1.0686,1.9698571428571428,1.5625,1.4691999999999998
47-4091.00,Segmental Pavers,3.91,4.63,4.33,4.73,3.22,1.96,4.96,2.21,4.39,2.763,1.7036571428571428,2.0504,1.6063428571428573,2.295,2.312414285714285,2.063657142857143,1.8328571428571427,2.351714285714285,2.1558571428571427,1.7857142857142856,1.7857142857142856
47-4099.03,Weatherization Installers and Technicians,2.95,4.57,3.83,3.74,2.59,1.57,4.73,1.83,4.26,2.8083571428571426,1.655,2.292342857142857,1.5625,2.476514285714286,2.5334000000000003,2.164742857142857,1.6391999999999998,2.397942857142857,2.127,1.8571428571428568,1.6875
47-5011.00,"Derrick Operators, Oil and Gas",3.38,4.56,3.53,3.0,2.9,1.97,4.32,1.76,4.54,2.422728571428572,1.7734857142857143,1.2899714285714283,1.4542857142857144,1.9429285714285716,2.015,1.499428571428571,1.7385714285714284,1.8988,1.8151,1.3706285714285715,1.4285714285714286
47-5012.00,"Rotary Drill Operators, Oil and Gas",3.29,4.36,3.86,3.26,3.16,1.53,4.94,2.55,4.86,3.0449714285714284,2.1492,1.3192,1.7385714285714284,2.2788571428571425,2.639042857142857,1.8086,1.7385714285714284,2.331542857142857,1.6683428571428571,1.4435714285714285,1.7734857142857143
47-5013.00,"Service Unit Operators, Oil and Gas",2.43,4.83,3.97,3.03,2.88,1.5,4.67,2.19,4.58,3.280985714285714,1.6714285714285717,1.3270285714285714,1.595,2.8612,3.0324857142857145,2.5286857142857144,1.7857142857142856,2.769657142857143,2.877142857142857,1.625,1.655
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",2.35,4.4,3.6,2.21,2.45,1.18,4.51,2.02,4.47,2.8727,1.4821428571428572,1.5235142857142856,1.4435714285714285,2.3615000000000004,2.3092571428571427,1.9793714285714288,1.7485714285714289,2.1066857142857143,1.6537428571428572,1.4821428571428572,1.7857142857142856
47-5023.00,"Earth Drillers, Except Oil and Gas",2.23,3.99,2.84,2.61,2.35,1.36,4.53,1.41,3.26,2.4491571428571426,1.6875,1.943285714285714,1.3785714285714286,1.6094285714285714,2.082842857142857,1.9073714285714285,1.4906285714285716,1.6911999999999998,1.5654142857142856,1.4435714285714285,1.4179428571428572
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",3.13,4.38,3.33,2.96,2.54,1.29,4.79,2.0,4.29,2.761685714285714,1.9657142857142855,2.0108,1.6063428571428573,2.496942857142857,2.919542857142857,2.057142857142857,1.7385714285714284,2.3535714285714286,2.3462,1.5508,1.5614285714285714
47-5041.00,Continuous Mining Machine Operators,2.94,4.44,3.71,1.22,3.11,1.59,4.84,1.66,4.61,2.6927142857142856,1.4691999999999998,1.0861,1.302857142857143,1.5721857142857143,2.386385714285714,1.405357142857143,1.5625,1.9495,1.1665571428571428,1.4179428571428572,1.36
47-5043.00,"Roof Bolters, Mining",3.42,4.51,3.55,1.09,3.53,2.05,4.95,1.58,4.61,3.0175714285714283,1.7036571428571428,1.0021714285714285,1.3392000000000002,1.7301428571428572,2.912,1.3118285714285711,1.604285714285714,1.6063428571428573,1.1397,1.4179428571428572,1.3785714285714286
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.65,3.67,3.27,1.65,3.35,1.39,4.55,2.04,4.45,2.2686571428571427,1.4017857142857142,1.077257142857143,1.3392000000000002,1.5665428571428572,1.7503571428571427,1.4626428571428571,1.6391999999999998,1.5975,1.1272857142857142,1.36,1.3785714285714286
47-5051.00,"Rock Splitters, Quarry",1.43,3.18,2.67,2.17,1.37,1.11,3.48,1.43,3.79,2.056,1.25,1.039,1.2036571428571428,1.3328,1.5931428571428572,1.2485714285714289,1.4821428571428572,1.2584,1.1110857142857142,1.3392000000000002,1.2857142857142856
47-5071.00,"Roustabouts, Oil and Gas",2.4,4.58,3.23,2.86,2.62,1.14,4.86,1.63,4.44,2.459714285714286,1.3571428571428572,1.5437714285714286,1.25,1.9936,2.068771428571429,1.9438285714285717,1.604285714285714,1.8814,1.9293714285714287,1.3008,1.2142857142857144
47-5081.00,Helpers--Extraction Workers,3.04,4.3,4.22,2.77,3.06,1.21,4.82,2.46,4.46,3.4516571428571425,1.4435714285714285,1.3798,1.268571428571429,2.773257142857142,2.0840571428571426,2.387314285714286,1.595,2.536671428571428,2.1185714285714283,1.394285714285714,1.32
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.87,4.81,4.24,3.38,2.73,1.51,4.53,2.35,4.35,3.0295,2.0,1.3265714285714283,1.9657142857142855,2.595485714285714,2.3989857142857143,2.221257142857143,2.1357142857142857,2.499271428571429,2.4714142857142862,1.8571428571428568,2.0
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",3.2,4.1,3.11,4.2,2.92,1.42,4.34,1.68,3.55,1.999685714285714,1.6665142857142858,1.8409285714285717,1.5300000000000002,1.346642857142857,1.6095,1.4896571428571428,1.8057142857142856,1.1381714285714286,2.9599,1.822857142857143,1.5892857142857142
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.31,4.11,3.7,3.66,2.3,1.27,4.77,1.46,4.29,3.1744000000000003,1.7200000000000002,1.990514285714286,1.4435714285714285,2.0560857142857145,2.332,2.110857142857143,1.7142857142857144,1.844957142857143,2.6792285714285717,1.51,1.5508
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.0,4.54,3.01,4.23,3.23,1.39,4.29,1.71,3.81,2.741128571428572,1.8057142857142856,2.456514285714285,1.4821428571428572,1.5464571428571428,2.1682,1.7817142857142856,1.7857142857142856,1.3725,2.3609285714285715,1.8057142857142856,1.6063428571428573
49-2091.00,Avionics Technicians,3.01,4.08,3.68,2.96,2.51,1.22,4.58,1.44,4.05,2.8742714285714284,1.7734857142857143,1.3257142857142856,1.4435714285714285,1.995,2.664028571428571,1.5507142857142855,1.8057142857142856,1.9358285714285717,1.9507714285714288,1.655,1.7385714285714284
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.88,3.93,3.91,3.16,2.86,1.22,4.68,1.55,4.03,2.855642857142857,1.6171428571428572,1.2622857142857145,1.3125,2.204,2.114028571428572,1.6942857142857144,1.6875,1.908,1.9985714285714289,1.6875,1.51
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.62,4.04,3.58,2.1,2.67,1.47,4.48,1.91,3.5,3.202828571428572,1.4,1.4599285714285717,1.3785714285714286,1.9751,2.3299000000000003,1.3931428571428572,1.8571428571428568,1.7134428571428573,1.473,1.4017857142857142,1.7385714285714284
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3.02,4.36,3.38,2.65,2.78,1.25,4.63,2.28,4.26,2.609057142857143,1.7734857142857143,1.07,1.467857142857143,2.0152857142857146,2.509857142857143,1.4658,1.8571428571428568,1.3900714285714286,1.5905714285714283,1.7734857142857143,1.7734857142857143
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.84,4.73,4.44,2.52,2.7,1.22,4.89,1.96,4.61,2.6373571428571427,1.7200000000000002,1.0928571428571427,1.4821428571428572,2.026,2.0960714285714284,1.5397,1.6364285714285711,1.2436571428571428,1.3977142857142857,1.7385714285714284,1.4179428571428572
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",3.12,3.69,3.38,3.42,3.38,1.49,4.34,2.04,4.24,2.24,1.5508,2.3200000000000003,1.625,2.266971428571429,2.4005714285714284,1.6737142857142857,1.7734857142857143,1.8161428571428573,1.9553000000000005,1.822857142857143,1.595
49-2097.00,Audiovisual Equipment Installers and Repairers,2.23,3.62,3.5,4.47,2.58,1.5,4.48,2.04,3.93,2.371085714285714,1.6875,2.2600857142857143,1.32,1.6316714285714284,1.824,2.2441,1.625,1.592457142857143,2.4402,1.8571428571428568,1.51
49-2098.00,Security and Fire Alarm Systems Installers,3.14,4.55,4.07,4.3,3.13,1.16,4.74,2.22,4.05,2.8054,1.6063428571428573,2.1066857142857143,1.268571428571429,1.48,1.8830285714285715,1.5912142857142857,1.7734857142857143,1.2800571428571428,2.788342857142857,1.7734857142857143,1.3008
49-3011.00,Aircraft Mechanics and Service Technicians,2.98,4.45,3.57,3.17,2.41,1.29,4.69,1.66,4.13,3.106814285714285,1.7734857142857143,1.387,1.32,2.130285714285714,2.197,1.9325714285714288,1.8057142857142856,1.8729142857142855,1.8955,1.655,1.7200000000000002
49-3021.00,Automotive Body and Related Repairers,2.66,3.56,2.7,2.32,2.07,1.12,4.43,1.53,3.11,2.558414285714286,1.467857142857143,1.6462285714285714,1.3785714285714286,1.8845,1.9032142857142855,1.6897142857142855,1.7734857142857143,1.4966857142857144,1.649142857142857,1.7385714285714284,1.5207142857142857
49-3022.00,Automotive Glass Installers and Repairers,2.47,4.52,2.46,3.79,2.52,1.35,4.86,1.07,3.6,1.9418857142857144,1.4435714285714285,2.330285714285714,1.394285714285714,1.1521428571428571,1.4389,1.6359999999999997,1.7036571428571428,1.2622857142857145,1.5704285714285713,1.7036571428571428,1.4179428571428572
49-3023.00,Automotive Service Technicians and Mechanics,3.1,4.42,3.26,3.65,3.21,1.5,4.59,1.66,3.65,2.254857142857143,1.5892857142857142,1.705857142857143,1.3785714285714286,1.7913,1.817457142857143,1.6826285714285716,1.7485714285714289,1.4532,1.7023428571428572,1.7734857142857143,1.5785714285714287
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.39,4.27,3.7,2.91,2.93,1.01,4.72,1.91,3.84,2.326857142857143,1.44,1.1421571428571429,1.2857142857142856,1.783,1.5993142857142857,1.1834285714285715,1.6875,1.258142857142857,1.3220714285714286,1.3392000000000002,1.3214285714285714
49-3041.00,Farm Equipment Mechanics and Service Technicians,1.91,4.38,3.29,3.52,2.55,1.25,4.45,1.47,3.98,2.4462571428571427,1.4017857142857142,2.470857142857143,1.2142857142857144,1.6788571428571428,1.737142857142857,1.7618857142857145,1.595,1.4546285714285714,2.343385714285714,1.4821428571428572,1.4435714285714285
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.39,4.27,3.62,3.4,2.76,1.4,4.66,1.78,4.3,2.5797142857142856,1.75,1.4515,1.4179428571428572,1.7057714285714285,1.9218285714285717,1.8306285714285715,1.7385714285714284,1.6058285714285714,1.758057142857143,1.6063428571428573,1.5357142857142858
49-3043.00,Rail Car Repairers,2.62,3.98,3.73,2.84,2.62,1.23,4.5,1.92,4.02,2.307428571428572,1.4821428571428572,1.1830571428571428,1.3392000000000002,1.8657428571428567,2.1914,1.369142857142857,1.5625,1.5492571428571429,1.5095428571428573,1.4179428571428572,1.3785714285714286
49-3051.00,Motorboat Mechanics and Service Technicians,3.03,4.3,3.12,3.83,3.04,1.51,4.72,1.25,3.75,2.2915,1.2363428571428572,2.056,1.1885714285714286,1.4073142857142855,1.5235142857142856,1.256457142857143,1.6063428571428573,1.3053714285714286,1.8563714285714283,1.4906285714285716,1.231428571428571
49-3052.00,Motorcycle Mechanics,3.02,4.6,3.39,3.63,3.6,1.87,4.37,1.86,4.37,2.804,1.6063428571428573,2.4203428571428574,1.32,1.4968571428571429,1.9488571428571428,1.7627857142857144,1.655,1.8683714285714288,2.3908428571428573,1.8057142857142856,1.5357142857142858
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.34,4.42,2.61,3.57,2.31,1.06,3.67,1.23,2.92,2.2985,1.36,1.6041714285714286,1.231428571428571,1.762142857142857,1.8576,1.4967142857142857,1.595,1.3021,1.614428571428571,1.4928571428571429,1.3392000000000002
49-3091.00,Bicycle Repairers,3.23,4.38,2.48,4.82,2.96,1.3,4.31,2.01,3.26,2.767,1.6875,3.1449142857142856,1.7036571428571428,1.5705142857142858,1.762,2.0116857142857145,2.0028571428571427,1.5347142857142857,1.7428571428571429,2.02,1.7036571428571428
49-3092.00,Recreational Vehicle Service Technicians,2.4,3.8,3.03,3.39,2.57,1.23,4.61,1.88,3.27,2.284185714285714,1.5357142857142858,1.7399714285714285,1.5357142857142858,1.351314285714286,1.5005000000000002,1.3041857142857145,1.7200000000000002,1.269542857142857,1.5333142857142856,1.8571428571428568,1.5357142857142858
49-3093.00,Tire Repairers and Changers,3.3,4.51,3.7,4.17,3.42,1.69,4.58,1.79,4.4,2.467314285714286,1.4017857142857142,2.2565,1.3785714285714286,1.9599,1.9629285714285716,1.512457142857143,1.5625,1.4199142857142857,1.7757142857142858,1.7485714285714289,1.3571428571428572
49-9011.00,Mechanical Door Repairers,1.93,4.38,3.08,3.88,2.65,1.54,4.49,2.03,3.91,2.228857142857142,1.7485714285714289,2.342857142857143,1.5207142857142857,1.4998857142857145,1.9257142857142855,1.8875714285714285,1.822857142857143,1.4486857142857144,2.1712,1.822857142857143,1.7385714285714284
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.83,4.51,3.49,3.7,3.31,1.84,4.94,1.66,4.4,3.154871428571429,1.4249999999999998,1.3894714285714285,1.3008,1.9956571428571428,2.2474285714285718,1.6279999999999997,1.7385714285714284,1.6688,2.032742857142857,1.51,1.25
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2.31,4.61,3.68,3.89,2.51,1.28,4.43,1.78,4.21,2.2294857142857145,1.7385714285714284,1.6749142857142858,1.4691999999999998,2.0318571428571426,2.0472,1.9088,1.7857142857142856,1.653142857142857,2.1913428571428573,1.7734857142857143,1.655
49-9031.00,Home Appliance Repairers,3.04,4.84,3.25,4.65,3.56,1.49,4.73,1.66,3.58,1.9608571428571429,1.4464285714285716,3.013042857142857,1.3785714285714286,1.6302285714285716,1.9672857142857143,1.598857142857143,1.6875,1.4876857142857145,2.4135,1.822857142857143,1.5300000000000002
49-9041.00,Industrial Machinery Mechanics,2.53,4.22,3.25,1.74,2.68,1.39,4.56,1.26,4.36,2.662,1.6364285714285711,1.0116285714285715,1.22,1.7532,1.9812142857142856,1.3837857142857142,1.5300000000000002,1.3919285714285714,1.3749,1.4017857142857142,1.28
49-9043.00,"Maintenance Workers, Machinery",2.68,4.27,3.47,2.42,2.42,1.33,4.25,1.83,4.14,2.708928571428572,1.3571428571428572,1.0630857142857142,1.32,1.749242857142857,2.1502857142857144,1.4954285714285716,1.4906285714285716,1.6513,1.2388571428571429,1.32,1.32
49-9044.00,Millwrights,3.05,4.41,3.73,2.77,2.73,1.77,4.91,2.45,4.64,3.3123571428571426,1.8057142857142856,1.407657142857143,1.7036571428571428,2.905514285714286,2.960714285714286,2.371728571428571,1.7857142857142856,2.449,1.9049285714285715,1.7485714285714289,1.7036571428571428
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2.5,4.23,3.1,1.64,3.47,2.14,3.69,1.28,4.16,2.3369285714285715,1.51,1.0238,1.268571428571429,1.6457285714285714,2.0771428571428574,1.382,1.595,1.5293142857142858,1.1895142857142855,1.394285714285714,1.25
49-9051.00,Electrical Power-Line Installers and Repairers,3.23,4.56,4.14,3.68,3.14,2.13,4.91,1.63,4.86,2.3455000000000004,1.5614285714285714,1.7971428571428572,1.302857142857143,2.128214285714286,2.321085714285714,1.5805714285714283,1.655,1.7039999999999995,1.6451714285714285,1.5785714285714287,1.6364285714285711
49-9052.00,Telecommunications Line Installers and Repairers,3.19,4.79,3.58,3.99,3.21,1.6,4.44,2.21,4.28,2.3794285714285714,1.3392000000000002,2.4377142857142857,1.3392000000000002,1.6475142857142857,2.0972285714285714,1.8073714285714289,1.7734857142857143,1.5571428571428572,2.3495714285714286,1.7200000000000002,1.4017857142857142
49-9061.00,Camera and Photographic Equipment Repairers,2.3,3.44,2.64,3.13,2.37,1.23,4.38,1.13,2.69,1.6908571428571428,1.077942857142857,1.6285714285714286,1.2857142857142856,1.2578571428571428,1.3918857142857144,1.2976,1.625,1.0384,1.5518285714285716,1.4435714285714285,1.3392000000000002
49-9062.00,Medical Equipment Repairers,1.96,4.44,3.76,3.83,2.34,1.13,4.66,1.98,4.33,2.6343,1.6665142857142858,1.305742857142857,1.3808,1.5369142857142857,1.5669714285714285,1.3472000000000002,1.7734857142857143,1.3102857142857145,2.023928571428572,1.7200000000000002,1.5892857142857142
49-9063.00,Musical Instrument Repairers and Tuners,2.0,3.19,1.67,3.81,2.24,1.09,4.55,1.48,2.15,1.5164285714285717,1.4435714285714285,2.3642857142857143,1.3008,1.5468571428571432,1.7712142857142856,1.4515000000000002,1.7036571428571428,1.1095,1.9228571428571428,1.8328571428571427,1.4928571428571429
49-9064.00,Watch and Clock Repairers,1.86,3.67,1.97,3.27,2.35,1.01,4.34,1.14,3.19,1.366857142857143,1.231428571428571,2.87,1.289285714285714,1.1001142857142856,1.165,1.6347285714285715,1.625,1.0282285714285715,1.871985714285714,1.6875,1.3392000000000002
49-9071.00,"Maintenance and Repair Workers, General",3.02,4.73,3.83,3.53,3.33,2.03,4.76,1.93,4.3,3.448,1.4691999999999998,1.8329285714285717,1.4691999999999998,1.828,2.032514285714285,2.1036,1.655,1.7851857142857144,2.181342857142857,1.4435714285714285,1.4017857142857142
49-9081.00,Wind Turbine Service Technicians,3.29,4.67,4.4,2.41,3.52,1.28,4.87,2.62,4.51,3.1645,1.822857142857143,1.0373285714285714,1.3008,2.234285714285714,2.6640999999999995,1.8522571428571428,1.6875,2.2350000000000003,1.4751142857142856,1.3785714285714286,1.25
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2.52,4.12,2.84,3.58,3.55,1.62,3.66,1.36,2.76,1.7792714285714284,1.2036571428571428,1.9226285714285716,1.1885714285714286,1.1978,1.2074714285714283,1.245142857142857,1.5785714285714287,1.1218,1.3891428571428572,1.7036571428571428,1.25
49-9092.00,Commercial Divers,2.91,4.59,3.86,2.98,2.52,1.38,4.55,1.98,4.52,2.9755000000000003,1.9449142857142856,1.758142857142857,1.7485714285714289,2.123942857142857,2.4781000000000004,1.7084285714285714,1.8571428571428568,2.016642857142857,2.1105714285714283,1.595,1.7036571428571428
49-9094.00,Locksmiths and Safe Repairers,2.54,4.54,3.15,4.31,2.88,1.81,4.46,2.08,3.6,2.518642857142857,1.394285714285714,3.1467714285714283,1.3392000000000002,2.201014285714286,2.258114285714286,2.252214285714285,1.5300000000000002,1.7504,2.6303428571428573,1.6814285714285715,1.4017857142857142
49-9095.00,Manufactured Building and Mobile Home Installers,3.79,3.75,2.56,2.46,3.3,1.99,3.76,1.02,3.81,3.913257142857143,2.0028571428571427,3.4428428571428578,1.8328571428571427,3.28,2.9923714285714285,3.028,1.7857142857142856,3.652114285714287,3.3414,1.8328571428571427,1.8571428571428568
49-9096.00,Riggers,3.51,4.59,4.06,3.08,3.51,1.82,4.77,3.07,4.41,3.085857142857143,1.3392000000000002,1.1705,1.3392000000000002,1.5757142857142856,1.8835142857142857,1.441257142857143,1.625,1.8654285714285717,1.4328857142857143,1.4435714285714285,1.3785714285714286
49-9097.00,Signal and Track Switch Repairers,1.98,4.02,3.51,2.97,2.76,1.41,4.55,1.96,4.57,2.4756,1.6364285714285711,1.1066714285714283,1.3785714285714286,1.6257142857142857,1.735428571428571,1.3582857142857143,1.5300000000000002,1.5086285714285714,1.426214285714286,1.3392000000000002,1.3392000000000002
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2.54,3.99,3.34,3.38,2.61,1.26,4.72,1.64,4.17,2.5853714285714284,1.32,1.2622857142857142,1.1885714285714286,1.6958285714285717,1.486514285714286,1.3710285714285717,1.4628571428571429,1.76,1.7799999999999998,1.394285714285714,1.22
49-9099.01,Geothermal Technicians,2.37,4.34,4.07,2.49,2.36,1.17,4.89,2.82,4.28,3.126442857142857,1.6063428571428573,1.0795,1.4179428571428572,2.309,2.196,1.6716,1.604285714285714,2.1583428571428573,1.5632,1.6391999999999998,1.4017857142857142
51-1011.00,First-Line Supervisors of Production and Operating Workers,3.7,4.83,4.11,2.92,3.64,1.75,4.76,3.4,4.52,3.171,1.8914285714285717,1.2535857142857143,1.8914285714285717,2.714114285714286,2.4014,2.5876,2.524285714285714,2.5086000000000004,1.7992,1.822857142857143,1.8914285714285717
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2.47,3.97,3.01,2.29,2.29,1.26,4.78,1.91,4.06,2.589257142857143,1.7734857142857143,1.1470285714285715,1.4017857142857142,1.7666285714285714,2.1450285714285715,1.4567714285714286,1.5625,1.7457142857142856,1.9057142857142857,1.4691999999999998,1.4017857142857142
51-2021.00,"Coil Winders, Tapers, and Finishers",2.45,3.65,2.78,2.04,2.66,1.36,4.33,1.92,3.86,2.0695428571428574,1.302857142857143,1.3016285714285714,1.12,2.0726,1.9042857142857144,1.4946428571428572,1.5207142857142857,1.837,1.2139,1.1885714285714286,1.157142857142857
51-2022.00,Electrical and Electronic Equipment Assemblers,3.04,3.39,3.67,2.28,2.5,1.06,3.98,1.43,3.7,2.5483,1.5357142857142858,1.4355999999999998,1.3008,1.8815285714285717,2.0042285714285715,1.571057142857143,1.5785714285714287,1.8907142857142856,1.2495142857142856,1.4249999999999998,1.3008
51-2023.00,Electromechanical Equipment Assemblers,2.28,4.02,3.24,2.35,2.2,1.17,4.94,1.49,4.19,1.9548,1.1885714285714286,1.0604571428571428,1.2036571428571428,1.4031714285714283,1.364,1.2093142857142858,1.375,1.506642857142857,1.2483428571428572,1.25,1.2036571428571428
51-2031.00,Engine and Other Machine Assemblers,2.43,4.15,2.98,2.79,2.81,1.32,4.73,1.82,4.21,2.1720571428571427,1.36,1.116642857142857,1.32,1.5341714285714283,1.6448571428571428,1.2841428571428573,1.5693714285714286,1.6009285714285717,1.1302857142857143,1.3571428571428572,1.3571428571428572
51-2041.00,Structural Metal Fabricators and Fitters,2.15,4.24,2.96,1.8,2.55,1.19,4.6,2.8,3.95,2.9563428571428574,1.3571428571428572,1.1395428571428572,1.2857142857142856,1.9171428571428573,2.505985714285714,1.4895714285714283,1.5508,1.8343,1.1460571428571429,1.32,1.32
51-2051.00,Fiberglass Laminators and Fabricators,2.22,4.19,3.27,2.4,2.69,1.83,4.59,1.96,4.36,2.307485714285714,1.7385714285714284,1.2265285714285714,1.4435714285714285,1.7822857142857145,2.1357142857142857,1.4237714285714285,1.595,1.8082285714285715,1.1349,1.4179428571428572,1.4928571428571429
51-2061.00,Timing Device Assemblers and Adjusters,1.88,4.18,3.08,1.45,2.39,1.04,4.63,1.24,3.63,2.124057142857143,1.36,1.5272428571428571,1.077942857142857,1.3387714285714285,1.4988,1.3633,1.595,1.155771428571429,1.5092714285714286,1.5508,1.268571428571429
51-2092.00,Team Assemblers,2.45,4.12,3.65,2.0,2.53,1.12,4.81,2.14,4.26,2.2591428571428573,1.822857142857143,1.1389857142857145,1.4017857142857142,2.0098714285714285,2.0902857142857143,1.4258285714285714,1.8571428571428568,1.5569714285714285,1.0997714285714286,1.4017857142857142,1.4691999999999998
51-3011.00,Bakers,2.41,4.42,3.54,3.41,2.23,1.22,4.25,1.76,3.89,1.8920571428571429,1.2857142857142856,1.376342857142857,1.3008,1.6776,1.8544,1.4905714285714289,1.655,1.2227714285714286,1.208457142857143,1.4821428571428572,1.25
51-3021.00,Butchers and Meat Cutters,2.87,4.52,3.78,4.48,3.85,1.58,4.33,1.58,4.4,2.3442142857142856,1.5207142857142857,2.9197714285714285,1.6875,2.0982,2.0255,2.0957142857142856,1.822857142857143,2.0004285714285714,1.7176,1.822857142857143,1.7200000000000002
