O*NET-SOC Code,Title,Consequence of Error,Freedom to Make Decisions,Frequency of Decision Making,Health and Safety of Other Workers,Impact of Decisions on Co-workers or Company Results,Importance of Being Exact or Accurate,Evaluating Information to Determine Compliance with Standards Combined,Judgment and Decision Making Combined
47-5071.00,"Roustabouts, Oil and Gas",3.62,3.94,4.51,4.05,3.85,3.74,2.086428571428572,1.605714285714286
47-5081.00,Helpers--Extraction Workers,3.84,4.12,4.13,4.06,4.05,3.94,3.0845857142857143,1.7485714285714289
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.49,4.36,4.09,4.25,4.0,4.43,2.5042,2.4732142857142856
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.56,4.54,4.04,2.45,3.69,4.01,1.43,1.7485714285714289
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.58,3.74,3.67,3.47,3.53,4.25,2.7204571428571427,1.8914285714285717
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.64,4.47,4.67,3.26,4.14,4.16,1.6032571428571427,1.9642857142857144
49-2091.00,Avionics Technicians,3.59,3.84,3.75,3.39,4.15,4.42,2.992342857142857,2.044642857142857
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",3.55,4.11,4.31,3.38,3.95,4.51,2.3677,1.9085714285714288
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3.68,3.71,3.37,4.13,3.36,4.18,2.475,1.822857142857143
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3.55,4.25,3.43,3.05,3.47,4.41,2.3674,1.9642857142857144
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",4.55,3.51,4.16,4.52,4.41,4.74,2.660285714285714,1.8571428571428568
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",3.39,4.14,4.04,3.16,3.76,4.71,2.0488,1.7734857142857143
49-2097.00,Audiovisual Equipment Installers and Repairers,2.28,4.12,2.79,3.18,2.88,3.76,2.0108714285714284,1.9257142857142855
49-2098.00,Security and Fire Alarm Systems Installers,3.61,4.49,4.75,3.8,4.61,4.33,2.278514285714286,1.9085714285714288
49-3011.00,Aircraft Mechanics and Service Technicians,2.94,3.97,4.51,4.05,4.24,4.69,3.5611428571428574,2.25
49-3021.00,Automotive Body and Related Repairers,3.39,4.14,3.97,3.62,3.87,4.39,2.3,1.7385714285714284
49-3022.00,Automotive Glass Installers and Repairers,3.02,3.43,3.59,2.88,3.36,4.12,1.7421714285714285,1.595
49-3023.00,Automotive Service Technicians and Mechanics,3.55,4.33,4.63,3.09,4.3,4.51,2.4336,2.0028571428571427
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,3.45,4.07,4.23,4.52,4.33,4.44,2.3033571428571427,1.9085714285714288
49-3041.00,Farm Equipment Mechanics and Service Technicians,3.4,4.41,4.17,3.8,4.28,4.41,1.7476285714285715,1.9085714285714288
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",3.58,4.2,4.5,4.01,4.13,4.34,2.0028571428571427,1.9449142857142856
49-3043.00,Rail Car Repairers,3.64,4.13,3.01,3.57,3.43,3.83,2.050614285714285,1.7385714285714284
49-3051.00,Motorboat Mechanics and Service Technicians,3.6,4.41,4.46,3.48,4.12,3.93,1.7747142857142857,1.8328571428571427
49-3052.00,Motorcycle Mechanics,4.61,4.19,4.88,4.19,4.66,4.71,2.3820571428571427,1.9085714285714288
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,3.3,4.38,3.43,2.79,4.13,3.76,1.969,1.7385714285714284
49-3091.00,Bicycle Repairers,3.8,4.63,4.97,2.27,4.79,4.48,1.338285714285714,1.7385714285714284
49-3092.00,Recreational Vehicle Service Technicians,2.86,4.1,3.81,2.19,3.54,3.62,1.7032428571428573,1.8571428571428568
49-3093.00,Tire Repairers and Changers,3.67,3.98,4.06,3.85,3.96,4.53,2.0569571428571427,1.4906285714285716
49-9011.00,Mechanical Door Repairers,2.99,4.27,4.17,2.87,4.03,3.9,2.0045714285714284,1.7036571428571428
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3.81,4.1,3.89,4.14,3.94,4.22,2.8352,1.9085714285714288
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.62,4.3,4.35,3.88,4.22,4.15,2.2402,2.023657142857143
49-9031.00,Home Appliance Repairers,2.59,4.54,4.43,2.63,4.01,4.22,1.7476285714285715,1.8571428571428568
49-9041.00,Industrial Machinery Mechanics,2.42,3.9,2.79,3.5,3.07,3.72,1.9487142857142856,1.9085714285714288
49-9043.00,"Maintenance Workers, Machinery",3.87,4.44,3.77,3.98,3.49,4.1,2.000857142857143,1.7142857142857144
49-9044.00,Millwrights,4.41,3.64,4.32,4.68,4.36,4.91,3.0813714285714284,1.9085714285714288
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2.89,3.79,3.29,4.34,3.66,3.73,1.9818714285714285,1.655
49-9051.00,Electrical Power-Line Installers and Repairers,4.06,4.27,4.75,4.86,4.52,4.56,1.858,1.9085714285714288
49-9052.00,Telecommunications Line Installers and Repairers,3.34,4.51,4.05,3.62,3.62,4.38,1.9399,1.8571428571428568
49-9061.00,Camera and Photographic Equipment Repairers,3.25,4.39,3.37,1.59,3.05,4.63,1.3087857142857142,1.9085714285714288
49-9062.00,Medical Equipment Repairers,3.53,4.35,3.94,3.39,4.05,4.72,2.6950857142857143,1.8571428571428568
49-9063.00,Musical Instrument Repairers and Tuners,2.57,4.73,3.76,2.45,3.33,4.9,1.8932142857142853,1.9449142857142856
49-9064.00,Watch and Clock Repairers,2.33,4.61,3.52,1.68,3.3,4.86,1.9807857142857144,1.8571428571428568
49-9071.00,"Maintenance and Repair Workers, General",3.18,4.07,4.18,4.58,3.93,3.97,2.627414285714286,1.822857142857143
49-9081.00,Wind Turbine Service Technicians,4.76,4.19,4.37,4.62,4.13,4.29,2.6216428571428576,1.9085714285714288
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2.28,4.81,3.65,2.08,3.65,4.05,1.7298285714285715,1.7036571428571428
49-9092.00,Commercial Divers,3.99,4.36,3.65,4.38,3.98,4.26,2.529,2.044642857142857
49-9094.00,Locksmiths and Safe Repairers,2.92,4.04,4.0,3.62,3.85,4.48,2.6588000000000003,1.6391999999999998
49-9095.00,Manufactured Building and Mobile Home Installers,3.2,4.23,4.49,3.83,4.3,4.33,3.981628571428571,2.071428571428572
49-9096.00,Riggers,3.9,3.9,4.09,4.53,4.11,4.42,2.3428,1.8571428571428568
49-9097.00,Signal and Track Switch Repairers,3.46,4.44,3.88,4.64,3.83,3.99,2.1105714285714283,1.822857142857143
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",3.64,3.85,3.96,3.9,4.06,3.89,2.1752571428571432,1.7036571428571428
49-9099.01,Geothermal Technicians,3.82,4.21,4.35,4.52,3.74,3.64,2.234114285714285,1.9085714285714288
51-1011.00,First-Line Supervisors of Production and Operating Workers,3.12,4.32,4.48,4.41,4.19,4.23,2.5204,2.216428571428572
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.48,3.59,3.24,3.43,3.61,4.45,2.5270857142857146,1.8571428571428568
51-2021.00,"Coil Winders, Tapers, and Finishers",3.75,4.08,3.41,3.82,3.36,4.92,2.0318571428571426,1.625
51-2022.00,Electrical and Electronic Equipment Assemblers,3.02,3.78,3.26,3.62,3.5,4.11,2.276542857142857,1.7934857142857146
51-2023.00,Electromechanical Equipment Assemblers,2.5,3.65,2.49,3.9,2.25,4.16,2.424428571428572,1.6391999999999998
51-2031.00,Engine and Other Machine Assemblers,3.42,3.67,3.84,3.98,3.47,4.49,1.9978571428571428,1.5785714285714287
51-2041.00,Structural Metal Fabricators and Fitters,2.97,3.66,3.23,3.6,2.98,4.34,2.363714285714286,1.4179428571428572
51-2051.00,Fiberglass Laminators and Fabricators,2.78,3.04,2.43,3.83,2.83,3.75,1.9528571428571428,1.7036571428571428
51-2061.00,Timing Device Assemblers and Adjusters,1.75,4.32,3.87,1.47,3.4,3.58,1.5416285714285711,1.655
51-2092.00,Team Assemblers,2.27,4.03,3.61,3.67,3.56,4.66,1.8776857142857144,1.6875
51-3011.00,Bakers,2.79,4.2,3.6,3.72,3.73,4.2,1.4108,1.7857142857142856
51-3021.00,Butchers and Meat Cutters,3.9,3.58,3.97,3.9,4.33,3.92,1.9128571428571428,1.6391999999999998
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",3.61,2.6,4.64,2.97,3.46,4.51,2.2670000000000003,1.605714285714286
51-3023.00,Slaughterers and Meat Packers,3.53,3.12,2.87,3.93,2.78,3.79,1.536714285714286,1.25
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",3.75,3.54,3.49,3.39,3.35,4.32,2.0582000000000003,1.7485714285714289
51-3092.00,Food Batchmakers,3.22,3.7,2.76,4.17,3.67,4.25,2.387885714285714,1.6391999999999998
51-3093.00,Food Cooking Machine Operators and Tenders,3.65,4.59,3.55,3.6,3.51,3.69,2.468857142857143,1.5625
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",4.17,3.71,4.58,2.91,4.37,3.99,2.2714428571428567,1.8328571428571427
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3.53,3.8,3.72,4.14,4.18,4.02,1.9165,1.655
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3.24,3.55,4.03,4.11,3.96,4.39,2.4356,1.822857142857143
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3.65,2.36,3.05,2.68,3.01,4.37,1.806142857142857,1.7036571428571428
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.65,4.06,3.74,3.55,3.89,4.7,2.231028571428572,1.822857142857143
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.02,3.87,3.48,3.5,3.84,4.62,2.0509,1.822857142857143
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.06,2.9,2.28,3.17,2.65,3.71,3.145342857142857,1.604285714285714
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2.94,3.49,2.44,3.26,2.72,4.63,2.426057142857143,1.5508
51-4041.00,Machinists,3.03,4.15,3.72,3.73,3.61,4.61,1.956642857142857,1.6875
51-4051.00,Metal-Refining Furnace Operators and Tenders,3.74,3.85,3.38,4.03,4.05,4.08,2.153028571428571,1.6875
51-4052.00,"Pourers and Casters, Metal",3.07,3.21,2.67,2.71,2.48,3.51,1.8033142857142856,1.8571428571428568
51-4061.00,"Model Makers, Metal and Plastic",2.39,3.9,3.2,2.68,3.14,4.78,1.924,1.7857142857142856
51-4062.00,"Patternmakers, Metal and Plastic",3.41,3.79,3.18,3.52,3.18,4.13,1.926742857142857,1.6714285714285717
51-4071.00,Foundry Mold and Coremakers,3.18,3.99,3.52,3.51,3.75,4.18,1.7882285714285713,1.5207142857142857
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3.24,3.94,2.88,3.73,3.11,4.14,1.9184,1.5625
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.18,3.9,2.78,3.51,2.98,4.69,3.0979,1.9085714285714288
51-4111.00,Tool and Die Makers,3.87,4.76,3.98,3.16,3.83,4.8,2.2285000000000004,1.9085714285714288
51-4121.00,"Welders, Cutters, Solderers, and Brazers",3.25,3.31,3.34,3.37,3.45,4.36,1.6084,1.7036571428571428
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3.88,3.47,3.76,4.21,3.86,4.38,2.2103,1.6875
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2.77,3.29,3.55,4.06,3.25,4.15,1.9339,1.7485714285714289
51-4192.00,"Layout Workers, Metal and Plastic",3.25,3.48,3.14,3.56,3.55,4.69,2.4184,1.7857142857142856
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",3.41,3.9,3.36,3.62,2.78,4.22,1.9233714285714285,1.5693714285714286
51-4194.00,"Tool Grinders, Filers, and Sharpeners",2.63,3.77,3.77,3.95,3.41,4.61,1.7489285714285714,1.7385714285714284
51-5111.00,Prepress Technicians and Workers,2.83,3.95,3.01,1.92,2.91,4.64,1.7233428571428568,1.822857142857143
51-5112.00,Printing Press Operators,3.1,4.14,4.21,3.86,3.74,4.7,2.241142857142857,1.872228571428572
51-5113.00,Print Binding and Finishing Workers,3.09,3.42,3.6,3.55,3.76,4.31,2.0098000000000003,1.8328571428571427
51-6011.00,Laundry and Dry-Cleaning Workers,1.92,2.92,2.83,4.26,3.49,3.93,1.5269714285714286,1.5300000000000002
51-6021.00,"Pressers, Textile, Garment, and Related Materials",2.31,2.69,1.47,3.31,2.08,4.07,1.6462285714285714,1.3392000000000002
51-6031.00,Sewing Machine Operators,1.89,3.0,2.68,2.47,2.96,3.98,1.577342857142857,1.5
51-6041.00,Shoe and Leather Workers and Repairers,2.67,4.33,3.56,2.46,3.35,4.19,2.1111,1.6391999999999998
51-6042.00,Shoe Machine Operators and Tenders,1.72,3.52,3.63,2.82,3.57,4.41,1.513,1.5207142857142857
51-6051.00,"Sewers, Hand",2.59,2.88,2.59,3.07,2.72,4.75,1.5244,1.604285714285714
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",3.01,4.4,3.83,3.16,4.14,4.53,1.565,1.6875
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,3.0,3.76,3.84,3.94,3.6,4.19,2.2038857142857142,1.604285714285714
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",3.26,3.07,2.68,2.3,2.82,4.36,1.799,1.7036571428571428
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2.27,3.79,2.91,3.6,3.06,3.98,2.0240714285714287,1.4542857142857144
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.83,3.07,2.34,3.06,2.68,3.87,1.848957142857143,1.5508
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.77,3.67,4.19,3.79,3.89,4.04,2.268214285714286,1.822857142857143
51-6092.00,Fabric and Apparel Patternmakers,3.29,4.27,4.19,2.27,3.81,4.72,2.044,1.9642857142857144
51-6093.00,Upholsterers,2.3,3.21,3.18,2.84,3.46,4.33,1.9952,1.822857142857143
51-7011.00,Cabinetmakers and Bench Carpenters,2.5,3.64,3.61,3.4,3.77,4.11,2.2425571428571427,1.822857142857143
51-7021.00,Furniture Finishers,2.33,3.81,3.58,3.22,3.57,4.22,2.2702857142857145,1.7857142857142856
51-7031.00,"Model Makers, Wood",2.49,3.32,3.81,3.47,3.35,4.24,1.6664571428571429,1.7857142857142856
51-7032.00,"Patternmakers, Wood",2.92,4.33,4.01,3.34,3.87,4.7,1.6695714285714285,1.7734857142857143
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2.64,4.21,3.22,3.59,3.44,4.6,1.4345714285714286,1.595
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.8,3.75,3.58,3.32,3.38,4.4,1.6498428571428572,1.5693714285714286
51-8011.00,Nuclear Power Reactor Operators,4.61,3.03,4.26,4.49,4.5,4.91,3.717571428571429,2.2071428571428573
51-8012.00,Power Distributors and Dispatchers,4.74,4.3,4.42,4.51,4.68,4.6,3.5056000000000003,2.044642857142857
51-8013.00,Power Plant Operators,4.54,4.13,3.64,4.16,4.19,4.07,2.2996857142857143,1.9449142857142856
51-8013.03,Biomass Plant Technicians,4.28,4.46,4.67,4.76,4.08,3.96,2.6540714285714286,1.9085714285714288
51-8013.04,Hydroelectric Plant Technicians,3.36,3.83,3.61,4.15,3.76,3.81,2.353342857142857,1.9085714285714288
51-8021.00,Stationary Engineers and Boiler Operators,4.07,4.21,3.94,4.66,3.85,4.25,2.581085714285714,1.9085714285714288
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.71,4.12,3.83,4.08,3.62,4.04,3.3280857142857143,1.8571428571428568
51-8091.00,Chemical Plant and System Operators,4.13,4.2,4.66,4.47,3.96,4.46,2.5677714285714286,1.9642857142857144
51-8092.00,Gas Plant Operators,4.27,4.2,4.08,4.26,4.27,4.52,2.7841000000000005,1.9642857142857144
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4.22,3.74,4.15,4.03,4.07,4.05,2.134857142857143,1.8571428571428568
51-8099.01,Biofuels Processing Technicians,4.06,4.27,4.24,4.33,4.34,4.39,2.249071428571429,1.8728571428571428
51-9011.00,Chemical Equipment Operators and Tenders,3.98,3.98,3.71,4.46,3.75,4.28,2.490571428571428,2.02
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4.13,4.27,3.59,3.61,3.99,3.66,2.2670000000000003,1.7857142857142856
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.97,4.07,3.28,4.04,3.62,3.7,1.8293714285714289,1.822857142857143
51-9022.00,"Grinding and Polishing Workers, Hand",3.43,3.78,2.23,3.1,2.9,4.21,3.0662714285714285,1.595
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",3.67,3.65,4.29,4.53,4.03,4.62,2.053514285714286,1.7485714285714289
51-9031.00,"Cutters and Trimmers, Hand",2.13,3.16,2.05,2.23,2.28,4.57,1.6314285714285717,1.625
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",3.23,3.59,3.69,4.0,3.99,4.53,2.149914285714286,1.655
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.2,3.54,3.78,3.59,3.62,4.2,2.0507857142857144,1.604285714285714
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",4.05,3.55,3.49,4.44,3.87,3.99,1.8228142857142855,1.4179428571428572
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",2.46,4.12,3.75,3.87,3.66,4.55,2.6447142857142856,1.8328571428571427
51-9071.00,Jewelers and Precious Stone and Metal Workers,2.52,4.71,4.37,3.23,4.34,4.78,1.8844285714285716,1.8057142857142856
51-9071.06,Gem and Diamond Workers,1.49,2.87,3.28,2.24,4.41,4.85,1.6300428571428571,1.8728571428571428
51-9081.00,Dental Laboratory Technicians,2.85,4.21,3.18,2.71,3.75,4.79,2.4864571428571427,1.8328571428571427
51-9082.00,Medical Appliance Technicians,3.17,3.86,4.39,3.75,3.89,4.39,2.120428571428572,2.0028571428571427
51-9083.00,Ophthalmic Laboratory Technicians,2.0,3.99,3.73,2.69,3.56,4.26,1.7792714285714284,1.7485714285714289
51-9111.00,Packaging and Filling Machine Operators and Tenders,3.38,3.59,4.15,4.38,3.92,4.41,2.3363571428571426,1.5300000000000002
51-9123.00,"Painting, Coating, and Decorating Workers",1.83,3.65,2.82,2.11,2.95,3.85,1.910285714285714,1.4821428571428572
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.32,3.79,4.19,3.69,3.26,3.96,2.0792,1.5207142857142857
51-9141.00,Semiconductor Processing Technicians,3.93,3.34,3.2,3.75,3.18,4.25,2.5190714285714284,1.7734857142857143
51-9151.00,Photographic Process Workers and Processing Machine Operators,2.54,3.51,3.23,3.19,3.03,3.73,1.544,1.7857142857142856
51-9161.00,Computer Numerically Controlled Tool Operators,3.4,4.04,3.52,2.59,3.93,4.79,2.313771428571428,1.822857142857143
51-9162.00,Computer Numerically Controlled Tool Programmers,3.2,3.9,4.23,3.07,4.09,4.43,2.212085714285714,1.8571428571428568
51-9191.00,Adhesive Bonding Machine Operators and Tenders,3.82,4.14,3.76,3.82,3.91,3.88,1.9350714285714288,1.5785714285714287
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",3.02,3.25,3.23,3.59,3.53,3.2,2.4382,1.4906285714285716
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,2.91,3.89,3.89,4.16,4.05,4.09,2.460814285714286,1.9085714285714288
51-9194.00,Etchers and Engravers,3.03,4.09,3.16,2.97,2.92,4.43,1.9662428571428572,1.7036571428571428
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",3.4,3.32,2.05,3.42,2.51,4.11,2.0937142857142854,1.4691999999999998
51-9195.03,"Stone Cutters and Carvers, Manufacturing",3.52,3.37,3.1,3.83,3.31,4.38,2.282057142857143,1.6428571428571428
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",3.57,4.05,4.21,3.04,3.84,4.36,1.7903142857142855,1.6875
51-9195.05,"Potters, Manufacturing",2.53,4.57,3.96,3.08,4.15,3.83,1.6562285714285716,1.6063428571428573
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2.94,3.43,4.42,4.33,4.13,4.12,1.9218857142857144,1.5625
51-9197.00,Tire Builders,3.29,2.68,3.37,2.89,3.65,3.53,2.2192,1.5
51-9198.00,Helpers--Production Workers,3.13,3.69,3.52,3.38,2.98,3.88,1.866142857142857,1.335714285714286
53-1041.00,Aircraft Cargo Handling Supervisors,3.65,4.47,4.67,4.56,4.61,4.57,3.1028571428571428,2.02
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2.75,4.63,4.91,4.71,4.1,4.59,2.446685714285714,1.9085714285714288
53-1042.01,Recycling Coordinators,3.03,4.58,4.41,4.0,4.5,3.82,2.717085714285714,2.0608
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3.86,4.16,4.59,4.02,4.82,4.64,2.744142857142857,2.216428571428572
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",4.37,4.33,4.12,4.44,4.43,4.84,4.015257142857143,2.821428571428571
53-2012.00,Commercial Pilots,3.81,4.81,4.36,4.68,4.67,4.63,4.2574000000000005,2.5428571428571427
53-2021.00,Air Traffic Controllers,4.18,4.29,4.93,2.63,4.82,4.83,3.003742857142857,2.8363428571428573
53-2022.00,Airfield Operations Specialists,4.79,4.79,4.38,4.23,4.64,4.67,3.5021714285714283,2.044642857142857
53-2031.00,Flight Attendants,4.46,4.53,4.57,4.96,4.47,4.14,2.9327428571428573,1.822857142857143
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3.99,4.08,4.31,4.77,4.38,4.4,2.2393857142857145,1.822857142857143
53-3031.00,Driver/Sales Workers,3.11,3.43,3.59,3.31,3.65,4.18,1.939,1.7385714285714284
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,4.03,4.26,4.64,3.74,4.49,3.99,2.3807714285714283,1.7385714285714284
53-3033.00,Light Truck Drivers,3.08,3.34,3.98,3.13,3.83,4.34,2.1430285714285717,1.4628571428571429
53-3051.00,"Bus Drivers, School",3.5,4.01,4.5,3.69,3.51,4.11,2.073828571428572,1.6714285714285717
53-3052.00,"Bus Drivers, Transit and Intercity",3.91,3.68,4.26,2.96,4.22,3.82,1.9389,1.595
53-3053.00,Shuttle Drivers and Chauffeurs,4.02,4.09,4.01,3.7,4.07,4.12,2.5293,1.625
53-4011.00,Locomotive Engineers,4.07,4.37,4.36,4.78,3.97,4.48,3.1133428571428574,2.02
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4.49,3.96,3.52,4.75,4.17,3.54,3.2378,1.872228571428572
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",4.43,4.3,4.15,4.39,4.29,4.05,2.9668,1.68
53-4031.00,Railroad Conductors and Yardmasters,4.3,3.84,4.32,4.17,4.0,4.06,2.301714285714286,2.071428571428572
53-4041.00,Subway and Streetcar Operators,4.16,2.78,4.32,4.19,4.18,4.42,2.533771428571429,1.872228571428572
53-5011.00,Sailors and Marine Oilers,4.22,3.07,3.64,4.46,3.64,4.32,1.849357142857143,1.8571428571428568
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",4.31,4.54,4.63,4.47,4.61,4.09,2.583414285714285,2.19
53-5022.00,Motorboat Operators,2.65,4.96,4.99,4.43,4.54,4.39,2.029,2.0028571428571427
53-5031.00,Ship Engineers,4.47,3.98,4.19,4.7,4.51,3.62,2.6751571428571426,2.0028571428571427
53-6011.00,Bridge and Lock Tenders,4.16,4.15,3.63,3.8,3.85,3.95,1.8394285714285716,1.7485714285714289
53-6021.00,Parking Attendants,3.46,2.91,3.24,3.21,3.59,3.95,1.5511285714285714,1.595
53-6031.00,Automotive and Watercraft Service Attendants,3.71,4.4,4.53,3.67,4.5,4.48,2.0831142857142857,1.605714285714286
53-6041.00,Traffic Technicians,2.15,4.0,3.89,2.94,3.82,4.39,2.2830714285714286,2.0028571428571427
53-6051.00,Transportation Inspectors,2.9,4.44,4.17,3.44,4.35,4.63,3.1919857142857144,2.044642857142857
53-6051.01,Aviation Inspectors,4.58,4.38,4.75,4.17,4.49,4.49,4.052785714285715,2.086428571428572
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",3.94,4.06,4.57,3.78,4.4,4.33,2.4265428571428576,1.625
53-6061.00,Passenger Attendants,2.4,2.84,3.7,3.24,2.87,3.42,1.1872,1.5207142857142857
53-7011.00,Conveyor Operators and Tenders,3.28,3.16,3.92,4.17,4.18,4.42,2.1952,1.7385714285714284
53-7021.00,Crane and Tower Operators,3.99,4.0,4.17,4.73,3.99,4.54,2.525714285714286,1.7485714285714289
53-7031.00,Dredge Operators,3.19,3.78,4.17,3.13,3.76,3.09,1.7021857142857142,1.7485714285714289
53-7041.00,Hoist and Winch Operators,4.51,4.71,4.59,4.81,4.61,4.79,1.5689285714285712,1.8035714285714288
53-7051.00,Industrial Truck and Tractor Operators,4.27,4.2,4.26,4.16,4.18,4.65,2.355,1.5300000000000002
53-7061.00,Cleaners of Vehicles and Equipment,3.04,4.24,3.14,3.66,3.35,3.82,1.7333714285714286,1.3125
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",3.66,3.77,3.85,3.58,3.6,4.31,1.7680000000000002,1.394285714285714
53-7062.04,Recycling and Reclamation Workers,2.97,3.51,3.17,3.61,3.28,3.12,1.6093857142857142,1.4906285714285716
53-7063.00,Machine Feeders and Offbearers,2.99,2.98,2.67,3.4,2.54,3.99,1.7000000000000002,1.4821428571428572
53-7064.00,"Packers and Packagers, Hand",2.58,3.24,3.63,3.65,3.3,4.32,1.9548,1.335714285714286
53-7065.00,Stockers and Order Fillers,2.21,3.85,3.42,2.81,3.37,3.96,1.4542857142857144,1.5207142857142857
53-7071.00,Gas Compressor and Gas Pumping Station Operators,4.41,4.3,3.91,4.76,4.01,4.17,3.013128571428571,1.7857142857142856
53-7072.00,"Pump Operators, Except Wellhead Pumpers",3.59,3.96,4.28,4.45,4.18,3.84,2.485314285714286,1.8571428571428568
53-7073.00,Wellhead Pumpers,3.67,4.51,4.37,3.09,3.97,3.74,2.3540714285714284,1.872228571428572
53-7081.00,Refuse and Recyclable Material Collectors,3.17,3.91,2.95,2.92,3.28,2.96,1.8355857142857144,1.4179428571428572
53-7121.00,"Tank Car, Truck, and Ship Loaders",4.74,3.92,4.4,4.52,4.15,4.46,2.9276,1.7734857142857143
