O*NET-SOC Code,Title,Degree of Automation,"Exposed to Cramped Work Space, Awkward Positions",Importance of Repeating Same Tasks,Pace Determined by Speed of Equipment,Spend Time Making Repetitive Motions,Time Pressure,Operations Monitoring Combined,Evaluating Information to Determine Compliance with Standards Combined,"Monitoring Processes, Materials, or Surroundings Combined",Controlling Machines and Processes Combined,Monitoring Combined,Monitoring and Controlling Resources Combined
31-9011.00,Massage Therapists,1.31,1.69,3.23,1.08,4.35,2.28,1.0271428571428571,2.3728857142857143,2.1456428571428567,1.082857142857143,1.8571428571428568,2.1277428571428567
31-9091.00,Dental Assistants,1.93,2.6,3.93,2.02,3.85,3.44,1.6063428571428573,2.589728571428571,3.114,1.8411428571428567,1.9085714285714288,1.7952714285714286
31-9092.00,Medical Assistants,2.06,1.33,4.04,1.05,3.31,3.8,1.4821428571428572,3.189314285714286,3.324785714285715,2.0220714285714285,2.25,2.023
31-9093.00,Medical Equipment Preparers,2.05,2.13,4.43,3.36,4.49,4.28,1.9642857142857144,4.074,4.144228571428572,2.8443571428571426,2.02,1.7140571428571427
31-9094.00,Medical Transcriptionists,2.73,2.11,4.48,1.94,2.97,4.11,1.0535714285714286,2.551,2.2096,1.1619428571428572,1.872228571428572,1.2982857142857145
31-9095.00,Pharmacy Aides,2.89,1.44,3.79,1.95,3.63,3.47,1.2036571428571428,2.1698857142857144,3.109700000000001,1.7526857142857142,1.655,1.4589285714285714
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,1.67,3.58,4.0,1.12,3.26,3.78,1.3392000000000002,1.9656,3.369714285714286,2.211785714285714,1.9449142857142856,1.6875
31-9097.00,Phlebotomists,2.33,2.77,4.23,2.5,4.45,4.45,1.345,3.044285714285714,2.9578857142857142,1.8971428571428568,1.9085714285714288,1.7732285714285714
31-9099.01,Speech-Language Pathology Assistants,1.87,1.15,2.83,1.0,2.13,3.46,1.28,2.2756857142857143,2.827,1.0486285714285717,2.2308,1.0713142857142857
31-9099.02,Endoscopy Technicians,2.58,2.42,3.92,3.12,3.88,3.73,1.9085714285714288,2.845714285714286,3.575,2.8544,1.9449142857142856,1.8685714285714283
33-1011.00,First-Line Supervisors of Correctional Officers,1.89,2.25,3.63,1.11,2.41,4.16,1.32,3.516114285714286,3.3077714285714284,1.6006857142857145,2.821428571428571,1.9192857142857145
33-1012.00,First-Line Supervisors of Police and Detectives,1.94,2.15,3.4,1.25,2.77,3.5,1.4821428571428572,2.9175571428571425,2.5421428571428573,1.884242857142857,2.7142857142857144,2.4297142857142857
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,1.66,3.35,3.13,1.62,2.62,3.53,1.7857142857142856,2.7639285714285715,3.877828571428571,2.904742857142857,2.354914285714286,2.9023142857142856
33-1091.00,First-Line Supervisors of Security Workers,3.24,2.11,3.68,1.17,2.92,3.41,1.3706285714285715,2.5944571428571432,3.14,1.3733142857142857,2.524285714285714,1.4338428571428572
33-2011.00,Firefighters,1.74,3.63,3.44,1.81,2.76,3.6,2.0028571428571427,2.3357,3.5280000000000005,3.1945857142857146,2.25,1.9984
33-2021.00,Fire Inspectors and Investigators,2.01,2.52,3.08,1.13,2.65,3.94,1.6063428571428573,3.677028571428572,2.8850714285714285,1.4935,2.086428571428572,1.7328571428571429
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.28,2.62,3.56,2.14,3.37,3.81,1.6063428571428573,2.3949714285714285,3.567785714285715,1.993,2.1492,2.1296285714285714
33-3011.00,Bailiffs,1.64,1.41,3.04,1.0,2.22,3.24,1.2142857142857144,2.295857142857143,3.592942857142857,1.621657142857143,2.105,1.416
33-3012.00,Correctional Officers and Jailers,2.17,2.38,4.25,1.63,2.59,4.45,1.5625,2.5985142857142858,2.955542857142857,1.7441285714285717,2.607142857142857,2.1953714285714283
33-3021.00,Detectives and Criminal Investigators,2.19,2.43,3.87,1.34,2.68,3.78,1.4542857142857144,2.628114285714286,2.7176,1.302857142857143,2.2308,1.4909142857142856
33-3021.02,Police Identification and Records Officers,1.92,2.4,3.25,1.24,2.67,3.17,1.5614285714285714,2.5276000000000005,2.7797,1.8272,1.8571428571428568,1.5442428571428573
33-3021.06,Intelligence Analysts,2.3,1.26,3.77,1.18,2.83,3.78,1.147857142857143,2.4198142857142857,2.6272,1.0507,2.086428571428572,1.1078857142857144
33-3031.00,Fish and Game Wardens,2.5,2.48,2.84,1.06,2.48,3.94,1.7485714285714289,3.492742857142857,3.3591571428571427,1.9777857142857145,2.19,1.585357142857143
33-3041.00,Parking Enforcement Workers,2.53,1.86,3.45,2.94,3.97,2.83,1.4179428571428572,2.69,2.5464571428571428,2.3093714285714286,1.9642857142857144,1.519342857142857
33-3051.00,Police and Sheriff's Patrol Officers,2.0,2.66,3.67,1.31,2.65,3.96,1.4906285714285716,3.1188571428571428,3.285142857142857,1.8490285714285712,2.25,1.5507142857142855
33-3051.04,Customs and Border Protection Officers,3.3,3.15,4.13,1.83,3.54,3.86,1.4435714285714285,3.599657142857144,3.2736285714285707,1.8513714285714284,2.4035714285714285,1.7705428571428572
33-3052.00,Transit and Railroad Police,1.92,2.6,3.28,1.78,2.97,3.8,1.5625,2.261628571428571,2.7782285714285715,1.3684571428571428,2.19,1.5394285714285716
33-9011.00,Animal Control Workers,1.35,3.5,3.54,1.15,2.81,3.96,1.25,2.864285714285714,2.588857142857143,1.3995,1.8571428571428568,1.9457142857142855
33-9021.00,Private Detectives and Investigators,2.01,1.63,3.43,1.41,2.74,4.32,1.1106285714285715,2.787785714285714,2.681971428571429,1.1757142857142855,2.19,1.7332
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.16,1.77,4.53,2.14,3.43,3.14,1.4179428571428572,3.3632142857142857,3.807742857142857,1.4411285714285715,2.729371428571429,1.4183285714285714
33-9032.00,Security Guards,2.2,1.35,4.42,2.53,2.17,3.05,1.4017857142857142,2.728,2.604914285714285,1.4485,2.0608,1.9384
33-9091.00,Crossing Guards and Flaggers,1.44,1.01,2.09,1.13,3.79,2.21,1.0549142857142857,1.6308571428571428,1.8930571428571428,1.2279714285714285,1.7036571428571428,1.1131428571428572
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.99,2.46,2.77,1.64,2.56,2.98,1.2000000000000002,1.576257142857143,2.575828571428572,1.6497714285714289,2.375,1.6878714285714287
33-9093.00,Transportation Security Screeners,2.63,2.56,3.7,2.88,4.07,3.41,1.7200000000000002,2.4052285714285717,2.198114285714285,1.9873142857142856,2.0608,1.4422857142857142
33-9099.02,Retail Loss Prevention Specialists,2.2,1.36,3.78,1.89,2.33,3.45,1.5508,3.474057142857144,3.2411000000000003,1.3821714285714284,2.25,1.6490714285714287
35-1011.00,Chefs and Head Cooks,1.78,3.04,3.79,1.96,4.38,4.75,1.7036571428571428,2.114028571428572,2.196871428571429,1.9419428571428567,2.765714285714286,2.7847285714285714
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.71,1.1,3.58,1.82,3.72,3.44,1.4435714285714285,2.569642857142857,2.467085714285714,1.8088571428571427,2.645714285714285,2.3035
35-2011.00,"Cooks, Fast Food",2.18,1.64,2.1,2.05,2.42,3.26,1.28,1.2035428571428572,1.4968,1.5459999999999998,1.5207142857142857,1.3773714285714287
35-2012.00,"Cooks, Institution and Cafeteria",2.0,1.81,2.61,2.23,3.72,4.4,1.7208,2.154642857142857,2.22,1.719557142857143,1.9085714285714288,1.6152142857142855
35-2013.00,"Cooks, Private Household",1.54,1.64,2.77,1.31,3.65,4.15,1.4691999999999998,1.863142857142857,2.045714285714286,1.5785714285714287,1.8571428571428568,2.2440571428571428
35-2014.00,"Cooks, Restaurant",2.3,1.81,3.26,2.42,4.06,3.03,1.4821428571428572,1.3355714285714286,1.5502857142857145,1.3844285714285711,1.8914285714285717,1.174
35-2015.00,"Cooks, Short Order",1.42,2.63,2.55,1.84,3.81,3.52,1.289285714285714,1.828,1.5950285714285712,1.6388285714285713,1.7036571428571428,1.1663428571428571
35-2021.00,Food Preparation Workers,2.5,1.22,3.27,2.17,3.25,3.91,1.268571428571429,1.9065000000000003,1.8728714285714283,1.3610857142857142,1.4028571428571428,1.407657142857143
35-3011.00,Bartenders,2.03,2.08,3.09,1.16,3.73,1.75,1.2857142857142856,1.7820999999999998,1.8251,1.2251714285714286,1.8571428571428568,2.245857142857143
35-3023.00,Fast Food and Counter Workers,2.43,2.22,3.83,2.06,4.1,2.4,1.231428571428571,1.24,1.5908571428571427,1.3435285714285714,1.604285714285714,1.0950857142857142
35-3023.01,Baristas,2.65,2.67,2.98,1.89,4.11,2.14,1.51,1.5391714285714286,1.9491714285714288,2.6167,1.7142857142857144,1.7559999999999998
35-3031.00,Waiters and Waitresses,2.64,1.32,3.05,1.24,3.63,2.79,1.16,1.7907142857142857,1.7094571428571428,1.2674285714285711,1.7485714285714289,1.2570285714285714
35-3041.00,"Food Servers, Nonrestaurant",2.09,1.59,3.67,2.55,3.59,4.43,1.2208,2.0227857142857144,2.2781714285714285,1.9746285714285716,1.5625,1.7872
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.69,1.31,2.25,1.66,4.15,2.87,1.24,1.4363571428571429,1.5978571428571429,1.447942857142857,1.5693714285714286,1.6369714285714283
35-9021.00,Dishwashers,1.6,1.98,1.89,2.68,3.38,3.35,1.4285714285714286,1.5206428571428572,1.6399,1.5588571428571427,1.4285714285714286,1.4067142857142856
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.08,1.42,2.71,1.23,4.2,2.18,1.0803571428571428,1.4929,1.7813714285714288,1.4374857142857145,1.6391999999999998,1.3996285714285714
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.13,2.12,3.43,2.44,3.33,4.36,1.3571428571428572,2.5235000000000003,2.7082,2.184,2.2471428571428573,2.524342857142857
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.37,2.55,2.95,2.67,2.76,4.29,1.8571428571428568,2.7706714285714287,2.9727428571428574,2.702,2.607142857142857,2.7527714285714286
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1.8,2.02,2.84,1.64,3.29,2.96,1.3571428571428572,1.7905000000000002,2.354971428571429,1.7806571428571427,1.5625,1.7458285714285715
37-2012.00,Maids and Housekeeping Cleaners,2.06,1.26,2.74,1.8,4.77,3.9,1.197142857142857,1.5022000000000002,1.715,1.285742857142857,1.5,1.3744
37-2021.00,Pest Control Workers,2.04,3.52,3.42,1.87,3.72,4.14,1.7857142857142856,1.9614,2.5265285714285715,1.6288857142857145,2.1228571428571428,1.5717142857142856
37-3011.00,Landscaping and Groundskeeping Workers,2.49,2.67,2.28,3.85,3.18,3.28,1.5625,2.0338857142857147,1.79,2.550442857142857,1.4028571428571428,1.1996142857142855
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",1.7,2.77,3.16,2.34,3.42,4.17,1.822857142857143,2.224,2.9897714285714283,2.275428571428572,1.7385714285714284,1.8386428571428568
37-3013.00,Tree Trimmers and Pruners,1.43,2.66,3.02,2.03,3.53,3.71,2.1228571428571428,2.262857142857144,2.902857142857143,2.703314285714286,1.9085714285714288,1.5659714285714286
39-1013.00,First-Line Supervisors of Gambling Services Workers,2.55,1.85,4.35,2.44,3.14,4.0,1.394285714285714,2.154785714285714,1.8614285714285717,1.2841142857142858,2.4893714285714283,1.1786
39-1022.00,First-Line Supervisors of Personal Service Workers,1.99,1.79,3.54,1.27,2.88,4.4,1.3785714285714286,2.609228571428571,2.752685714285714,1.4923285714285714,2.1635714285714283,1.710942857142857
39-2011.00,Animal Trainers,1.34,1.58,2.57,1.06,3.4,2.89,1.2142857142857144,1.8792,2.2222857142857144,1.1418285714285714,2.06,1.7435999999999998
39-2021.00,Animal Caretakers,1.12,2.93,3.15,1.08,3.1,3.32,1.1734857142857142,1.735085714285714,2.54,1.3240857142857143,1.872228571428572,1.5172428571428571
39-3011.00,Gambling Dealers,1.43,1.39,3.72,1.78,4.14,2.32,1.077942857142857,1.450214285714286,1.3326142857142855,1.184,1.8571428571428568,1.1769142857142858
39-3012.00,Gambling and Sports Book Writers and Runners,2.76,1.3,4.28,2.57,4.04,2.71,1.25,1.6058285714285714,1.938542857142857,1.363057142857143,1.9449142857142856,1.2943428571428572
39-3021.00,Motion Picture Projectionists,3.34,1.66,2.61,2.7,2.57,3.56,1.9085714285714288,1.3594285714285714,2.082228571428572,2.072542857142857,1.7734857142857143,1.2622857142857145
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2.19,1.22,2.91,1.88,3.31,2.46,1.25,1.3168,1.5335714285714286,1.5659714285714283,1.655,1.306857142857143
39-3091.00,Amusement and Recreation Attendants,1.79,1.58,3.09,1.78,3.39,1.98,1.4435714285714285,1.705657142857143,1.6325714285714286,1.2638285714285715,1.6391999999999998,1.2129142857142856
39-3092.00,Costume Attendants,1.51,2.58,3.18,1.72,3.67,4.21,1.157142857142857,1.3098857142857143,2.096457142857143,1.8014285714285712,1.9085714285714288,1.650857142857143
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",1.65,1.22,2.78,1.25,3.38,3.24,1.0549142857142857,1.3390857142857144,1.5766142857142855,1.186,1.595,1.2785714285714285
39-4011.00,Embalmers,1.73,2.1,3.54,1.58,2.59,4.74,1.5300000000000002,3.0541714285714288,3.004,2.0215,1.8914285714285717,1.6806285714285716
39-4021.00,Funeral Attendants,1.68,1.06,2.5,1.27,2.06,3.66,1.28,1.6037428571428571,2.021871428571429,1.5382857142857145,1.8571428571428568,1.3410857142857142
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",1.28,1.67,3.41,1.08,2.02,3.74,1.6875,2.2909,1.8583571428571428,1.8888,1.9657142857142855,2.1883142857142857
39-5011.00,Barbers,2.12,1.54,2.83,1.69,4.38,2.39,1.2142857142857144,1.9051428571428568,1.529,1.8299,1.7385714285714284,1.2886
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.6,1.07,3.61,1.49,4.71,3.41,1.231428571428571,1.5942142857142858,2.0782857142857143,1.4736,1.8571428571428568,1.5442857142857145
39-5091.00,"Makeup Artists, Theatrical and Performance",1.29,3.25,2.38,1.33,3.76,4.5,1.1785714285714286,1.5825,2.549428571428572,1.1115714285714289,1.9842857142857144,2.243142857142857
39-5092.00,Manicurists and Pedicurists,1.07,1.24,1.85,1.68,4.54,2.23,1.062857142857143,1.268457142857143,1.1099428571428571,1.3196428571428571,1.4906285714285716,1.3114428571428571
39-5093.00,Shampooers,1.8,1.78,2.54,1.79,4.42,3.33,1.2592,1.3370714285714285,2.3602857142857143,1.3668,1.595,1.32
39-5094.00,Skincare Specialists,1.42,2.22,3.14,2.18,3.49,2.59,1.2592,2.218,3.4182857142857146,2.2119714285714283,2.0028571428571427,1.7891714285714286
39-6011.00,Baggage Porters and Bellhops,1.91,1.6,3.12,1.99,2.54,2.38,1.4179428571428572,1.933428571428572,2.4490857142857143,2.498828571428571,1.604285714285714,1.6184571428571428
39-6012.00,Concierges,2.0,1.36,2.45,1.09,2.24,3.86,1.0206285714285714,2.0766285714285715,1.9763285714285712,1.1457142857142857,1.7857142857142856,1.4935
39-7011.00,Tour Guides and Escorts,1.42,1.75,2.09,1.59,1.96,3.41,1.0942857142857143,1.5091428571428571,1.640285714285714,1.0749428571428572,1.8571428571428568,1.1027714285714283
39-7012.00,Travel Guides,2.29,1.62,3.15,2.01,2.51,4.07,1.302857142857143,1.687542857142857,2.999371428571428,1.7054714285714287,1.8914285714285717,1.793657142857143
39-9011.00,Childcare Workers,1.79,1.75,2.33,1.18,2.96,3.49,1.1885714285714286,1.7723428571428572,2.0576428571428576,1.1537714285714284,2.1142857142857143,1.2638285714285713
39-9011.01,Nannies,1.2,1.83,2.8,1.08,2.84,2.88,1.157142857142857,1.4342857142857142,2.112285714285714,1.0369142857142857,2.44,1.8045714285714285
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.48,1.7,3.1,1.43,3.62,2.95,1.157142857142857,2.0435857142857143,2.060142857142857,1.4256000000000002,2.0342857142857143,1.3338571428571429
39-9032.00,Recreation Workers,1.77,2.04,3.44,1.08,2.24,3.3,1.25,2.4149285714285718,3.0479142857142856,1.3969,2.327857142857143,2.6757142857142853
39-9041.00,Residential Advisors,1.55,1.38,3.24,1.02,1.84,3.67,1.2857142857142856,2.3005,2.9802571428571425,1.1830571428571428,2.422142857142857,2.039642857142857
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.95,1.82,3.59,1.22,2.71,4.22,1.1885714285714286,2.1036,2.1615714285714285,1.384,2.3857142857142857,1.6746142857142858
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,2.11,1.86,3.69,1.78,3.23,4.64,1.1071428571428572,2.689285714285714,2.499428571428571,1.7498571428571428,2.821428571428571,2.0284142857142857
41-2011.00,Cashiers,1.82,1.74,3.34,1.86,3.22,3.06,1.157142857142857,1.471,1.5156571428571428,1.3895285714285714,1.5508,1.2457
41-2012.00,Gambling Change Persons and Booth Cashiers,2.03,1.61,4.46,1.99,4.56,3.38,1.4179428571428572,2.7278571428571428,2.086328571428571,1.5654142857142856,1.6714285714285717,1.5792000000000002
41-2021.00,Counter and Rental Clerks,2.12,1.52,3.68,1.45,2.82,3.27,1.4435714285714285,1.6331714285714285,1.8128285714285712,1.5146000000000002,1.822857142857143,1.7345285714285712
41-2022.00,Parts Salespersons,1.8,2.87,4.01,1.36,3.1,4.07,1.3785714285714286,1.9884285714285717,2.7783999999999995,1.950442857142857,1.9085714285714288,2.2336857142857145
41-2031.00,Retail Salespersons,2.16,1.43,3.53,1.14,2.76,3.42,1.2142857142857144,1.5,2.1184000000000003,1.7035714285714287,1.8914285714285717,1.1370285714285715
41-3011.00,Advertising Sales Agents,1.7,1.24,2.67,1.28,1.99,4.46,1.2857142857142856,1.9078571428571427,2.0791714285714287,1.0604285714285715,1.9657142857142855,1.3695428571428572
41-3021.00,Insurance Sales Agents,2.76,1.77,3.79,1.0,2.16,4.52,1.1339285714285714,2.319685714285715,1.9238285714285717,1.0446857142857142,1.8057142857142856,1.2607428571428572
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",2.59,1.0,3.17,1.24,2.2,3.86,1.077942857142857,2.809828571428572,2.095,1.0719285714285711,2.4035714285714285,1.4914
41-3041.00,Travel Agents,3.8,1.0,3.12,1.22,3.08,3.73,1.0803571428571428,1.5304285714285717,1.6549428571428573,1.055942857142857,1.822857142857143,1.4320857142857142
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2.16,1.68,2.8,1.72,2.1,3.93,1.2036571428571428,1.6144285714285715,1.5571428571428572,1.0672,1.9449142857142856,1.1480857142857144
41-4011.07,Solar Sales Representatives and Assessors,2.12,1.56,2.97,1.2,2.01,3.22,1.2142857142857144,2.356528571428571,2.062,1.231,1.8914285714285717,1.4285571428571429
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2.43,1.66,3.44,1.14,2.49,3.78,1.0664285714285715,1.7416285714285713,2.602514285714286,1.5184,1.9842857142857144,1.5973000000000002
41-9011.00,Demonstrators and Product Promoters,1.45,1.86,2.91,1.48,3.68,3.82,1.32,1.3604571428571428,1.528,1.4130571428571428,1.8914285714285717,1.22
41-9012.00,Models,1.33,2.3,2.57,1.09,1.93,1.67,1.0,1.062142857142857,1.1490571428571428,1.0159714285714283,1.22,1.0157714285714283
41-9021.00,Real Estate Brokers,2.7,1.16,3.04,1.37,1.92,3.92,1.0803571428571428,2.2201142857142857,1.933428571428572,1.1025142857142858,2.023657142857143,1.7808857142857144
41-9022.00,Real Estate Sales Agents,2.25,1.43,2.9,1.15,1.95,4.52,1.1607142857142858,2.2312857142857143,2.1894285714285715,1.102,1.8571428571428568,1.7971428571428572
41-9031.00,Sales Engineers,1.62,1.06,2.93,1.11,2.06,4.02,1.22,2.474685714285714,1.4252285714285713,1.141,1.94,1.2027571428571429
41-9041.00,Telemarketers,3.09,1.22,4.17,1.94,3.54,3.74,1.0089285714285714,2.378742857142857,2.1328,1.233942857142857,1.3785714285714286,1.134
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1.88,1.46,2.04,1.04,1.79,3.04,1.0206285714285714,1.2156142857142858,1.6059714285714286,1.0348,1.7200000000000002,1.3875000000000002
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,2.33,1.11,3.07,1.1,3.17,4.04,1.3571428571428572,2.6815,2.532142857142857,1.4313,2.7142857142857144,2.4795
43-2011.00,"Switchboard Operators, Including Answering Service",2.31,1.28,3.58,1.08,3.61,3.22,1.197142857142857,2.031771428571429,1.7549285714285716,1.0087428571428572,1.6714285714285717,1.2697142857142858
43-2021.00,Telephone Operators,2.63,1.06,3.86,2.69,4.11,3.69,1.0942857142857143,1.836,1.7880714285714288,1.2398,1.5625,1.1497142857142857
43-3011.00,Bill and Account Collectors,2.86,1.0,4.3,1.09,2.66,3.9,1.1257142857142857,1.8022,1.903142857142857,1.0239571428571428,1.822857142857143,1.3349857142857144
43-3021.00,Billing and Posting Clerks,2.19,1.06,4.34,1.65,3.45,3.93,1.1734857142857142,2.280142857142857,1.6642857142857144,1.0666,1.7934857142857146,1.062857142857143
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2.36,1.45,4.65,1.28,4.14,3.87,1.0549142857142857,2.1499428571428574,2.065142857142857,1.1754571428571428,1.822857142857143,1.7883857142857145
43-3041.00,Gambling Cage Workers,2.36,1.34,4.84,2.34,4.11,4.07,1.24,2.345285714285714,1.972214285714286,1.818914285714286,1.8571428571428568,1.6903857142857144
43-3051.00,Payroll and Timekeeping Clerks,2.79,1.1,4.57,1.32,3.0,4.25,1.1257142857142857,2.6575,1.846857142857143,1.1548,1.8571428571428568,1.1311
43-3061.00,Procurement Clerks,1.99,1.4,4.57,1.18,2.62,3.42,1.0089285714285714,1.8091714285714289,1.7357714285714287,1.3162857142857145,2.1228571428571428,2.047
43-3071.00,Tellers,2.45,1.55,4.72,1.86,4.57,3.53,1.2857142857142856,2.8508571428571425,2.180285714285714,1.8397,1.9449142857142856,1.5785999999999998
43-4011.00,Brokerage Clerks,3.28,1.28,4.51,1.71,3.44,4.61,1.1408,2.447914285714286,1.5901428571428573,1.018,1.9085714285714288,1.1097142857142857
43-4021.00,Correspondence Clerks,3.04,1.1,4.6,1.84,3.62,3.83,1.0206285714285714,1.644914285714286,2.036371428571429,1.2085714285714286,1.7385714285714284,1.429
43-4031.00,"Court, Municipal, and License Clerks",2.57,1.59,4.24,1.43,3.53,4.08,1.12,2.251128571428572,2.1283857142857143,1.2793857142857143,1.822857142857143,1.3236571428571429
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.97,1.58,4.33,1.33,3.88,4.67,1.0,2.0455428571428573,1.3685714285714283,1.0128142857142857,1.8571428571428568,1.7942857142857145
43-4051.00,Customer Service Representatives,2.26,1.08,4.45,1.4,4.2,4.55,1.1071428571428572,1.8605285714285715,2.446142857142857,1.2852571428571429,1.8571428571428568,1.5272428571428571
43-4061.00,"Eligibility Interviewers, Government Programs",1.96,1.0,4.36,1.16,3.54,4.28,1.0357142857142856,3.4696,1.9747,1.0056,1.9449142857142856,1.2990428571428572
43-4071.00,File Clerks,2.02,1.14,4.06,1.83,3.06,4.15,1.0942857142857143,2.2516,2.7645142857142853,1.5432142857142856,1.8328571428571427,1.461185714285714
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.64,1.15,3.88,1.45,3.79,3.2,1.24,1.7867285714285712,2.0028571428571427,1.1951714285714286,1.8571428571428568,1.580085714285714
43-4111.00,"Interviewers, Except Eligibility and Loan",2.63,2.5,4.63,1.93,3.91,4.2,1.16,3.632242857142856,2.0791142857142857,1.195,1.8914285714285717,1.8812857142857144
43-4121.00,"Library Assistants, Clerical",2.26,1.23,3.7,1.49,3.52,3.38,1.1071428571428572,1.699414285714286,2.686,1.1558857142857142,1.7385714285714284,1.7780571428571428
43-4131.00,Loan Interviewers and Clerks,2.96,1.12,4.31,1.51,3.15,4.53,1.2036571428571428,3.421571428571428,2.1188285714285717,1.1702571428571429,1.8571428571428568,1.312
43-4141.00,New Accounts Clerks,3.05,1.34,4.43,1.1,3.58,3.97,1.0664285714285715,2.304628571428572,2.3590714285714283,1.2863285714285717,1.9085714285714288,1.1303714285714286
43-4151.00,Order Clerks,2.48,1.42,3.47,1.61,3.14,4.16,1.077942857142857,2.610328571428572,2.971571428571429,1.6516,1.9085714285714288,1.5002142857142855
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.55,1.28,4.36,1.13,3.46,4.27,1.12,3.0017142857142853,2.806914285714286,1.2457285714285713,2.19,1.7479285714285715
43-4171.00,Receptionists and Information Clerks,2.32,1.08,3.74,1.47,3.79,2.71,1.077942857142857,1.8400857142857143,2.2887142857142857,1.4129285714285715,1.7385714285714284,1.2213714285714286
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,3.61,1.24,4.92,2.62,3.52,4.49,1.2592,3.071542857142857,2.809342857142857,1.7827857142857144,1.822857142857143,1.2437571428571428
43-5011.00,Cargo and Freight Agents,1.84,1.59,2.89,1.72,2.78,3.96,1.3193714285714284,2.1764,2.181657142857143,2.1433142857142853,1.8914285714285717,1.2757857142857143
43-5011.01,Freight Forwarders,2.22,1.0,4.27,2.25,2.4,4.95,1.3785714285714286,3.036571428571429,3.3737428571428567,2.0222285714285717,2.1142857142857143,2.748571428571428
43-5021.00,Couriers and Messengers,2.37,1.85,3.48,1.44,3.7,4.71,1.4542857142857144,1.92,2.108371428571428,1.7128,1.5300000000000002,1.3286285714285715
43-5031.00,Public Safety Telecommunicators,2.13,1.04,4.87,1.79,4.38,4.22,1.4542857142857144,2.4411428571428573,2.8029714285714284,1.4972,1.9842857142857144,1.6768
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.43,1.46,4.5,2.0,3.83,4.48,1.25,1.6571142857142855,2.3104142857142858,1.3124285714285715,2.337142857142857,1.2886
43-5041.00,"Meter Readers, Utilities",2.63,3.52,3.9,3.12,4.09,3.97,1.6391999999999998,1.82,2.1665142857142854,1.589,1.7734857142857143,1.119457142857143
43-5051.00,Postal Service Clerks,2.57,2.71,3.96,1.77,3.97,3.67,1.231428571428571,2.525485714285714,2.038542857142857,1.504857142857143,1.7142857142857144,1.3588
43-5052.00,Postal Service Mail Carriers,2.42,1.78,4.26,1.13,4.64,4.12,1.3785714285714286,1.3694571428571427,1.616857142857143,1.0553,1.5207142857142857,1.018
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",3.73,2.45,3.66,3.93,4.54,4.69,1.7036571428571428,1.4242857142857142,1.7085714285714286,1.9137571428571427,1.8328571428571427,1.0226285714285714
43-5061.00,"Production, Planning, and Expediting Clerks",1.91,1.12,3.48,3.39,3.19,4.55,1.3008,2.112042857142857,2.461428571428572,1.2600571428571428,2.06,1.802457142857143
43-5071.00,"Shipping, Receiving, and Inventory Clerks",2.74,1.74,4.37,3.08,2.7,4.57,1.3785714285714286,1.849628571428572,1.7148571428571429,1.9686857142857144,1.8571428571428568,1.749242857142857
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2.34,1.89,4.17,3.8,3.41,4.26,1.5207142857142857,2.4432,3.1855,2.494342857142857,1.9449142857142856,1.8382857142857143
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2.06,1.15,3.83,1.13,3.28,3.86,1.1339285714285714,2.1092,2.3413714285714287,1.2317714285714283,2.096342857142857,1.7809714285714286
