O*NET-SOC Code,Title,E-Mail,Written Letters and Memos,Quality Control Analysis ,Evaluating Information to Determine Compliance with Standards ,Documenting/Recording Information ,Processing Information ,Monitoring and Controlling Resources ,Operations Monitoring ,"Monitoring Processes, Materials, or Surroundings ",Monitoring ,"Estimating the Quantifiable Characteristics of Products, Events, or Information ",Number Facility ,Mathematics ,Equipment Maintenance ,Repairing and Maintaining Mechanical Equipment ,Repairing and Maintaining Electronic Equipment ,Repairing ,"Operating Vehicles, Mechanized Devices, or Equipment ",Controlling Machines and Processes ,Operation and Control ,Installation ,Equipment Selection ,"Inspecting Equipment, Structures, or Materials ",Getting Information ,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment ","Organizing, Planning, and Prioritizing Work ",Management of Material Resources ,Management of Financial Resources ,Time Management ,Coordination ,Writing ,Depth Perception ,Far Vision ,Near Vision ,Visual Color Discrimination ,Glare Sensitivity ,Night Vision ,Peripheral Vision ,Sound Localization ,Hearing Sensitivity ,Speech Clarity ,Speech Recognition ,Rate Control ,Response Orientation ,Spatial Orientation ,Staffing Organizational Units ,"Identifying Objects, Actions, and Events ","Judging the Qualities of Objects, Services, or People "
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1.11,1.92,1.51,2.0663714285714283,1.2792714285714286,1.9579,1.2085142857142857,1.625,3.002628571428572,1.7485714285714289,2.015214285714286,1.3008,1.3571428571428572,1.394285714285714,1.7753571428571429,1.2346,1.3571428571428572,2.4859285714285715,2.876,1.68,1.0089285714285714,1.3706285714285715,2.919542857142857,2.4856285714285717,1.9150857142857145,2.4877857142857147,1.1885714285714286,1.0549142857142857,1.7142857142857144,1.8914285714285717,1.25,1.8914285714285717,1.9642857142857144,2.02,1.78,1.4464285714285716,1.0885714285714283,1.22,1.147857142857143,1.4435714285714285,1.5207142857142857,1.604285714285714,1.7036571428571428,1.4179428571428572,1.4821428571428572,1.0994285714285714,2.604942857142857,2.2130714285714284
47-3012.00,Helpers--Carpenters,2.05,1.98,1.5165142857142857,2.1594571428571427,1.2651428571428571,1.6669,1.2172,1.5693714285714286,2.021428571428572,1.68,1.7000000000000002,1.4435714285714285,1.4435714285714285,1.4179428571428572,2.249328571428572,1.8510285714285717,1.4906285714285716,2.6408,2.6678,1.3785714285714286,1.2678571428571428,1.5693714285714286,2.4355,2.333,1.7158857142857142,2.3805,1.1428571428571428,1.1106285714285715,1.604285714285714,1.8914285714285717,1.4249999999999998,1.822857142857143,1.7734857142857143,2.0608,1.51,1.2857142857142856,1.268571428571429,1.2142857142857144,1.25,1.5300000000000002,1.68,1.7142857142857144,1.4906285714285716,1.4017857142857142,1.3008,1.0912,2.194171428571429,1.943285714285714
47-3013.00,Helpers--Electricians,2.29,2.07,1.822857142857143,2.9932,2.4168571428571424,3.189314285714286,2.151228571428572,1.7734857142857143,3.137342857142857,1.5625,2.5399,1.3571428571428572,1.28,1.655,2.6758,3.3141000000000003,1.7385714285714284,2.6794857142857147,2.945071428571428,1.6364285714285711,1.7036571428571428,1.5625,3.048285714285714,2.700571428571429,2.8361142857142854,3.170628571428572,1.16,1.0442857142857145,1.5300000000000002,1.822857142857143,1.4179428571428572,1.5357142857142858,1.8057142857142856,2.662857142857143,2.1635714285714283,1.2857142857142856,1.1408,1.16,1.0442857142857145,1.231428571428571,1.7857142857142856,1.872228571428572,1.197142857142857,1.3785714285714286,1.197142857142857,1.5772,2.8231,2.7629
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.08,1.58,1.5508,1.6623714285714284,1.1168285714285715,1.3974285714285712,1.1452,1.5508,1.5712000000000002,1.595,1.3424714285714283,1.0135714285714286,1.0042857142857142,1.4542857142857144,1.8078428571428573,1.030857142857143,1.4542857142857144,1.6248428571428573,1.3294,1.32,1.0020571428571428,1.289285714285714,1.9505571428571429,1.7643142857142855,1.1482,1.6284571428571428,1.0020571428571428,1.0,1.625,1.7485714285714289,1.25,1.4959857142857145,1.822857142857143,1.7857142857142856,1.6403571428571428,1.2825,1.1734857142857142,1.335714285714286,1.157142857142857,1.4564285714285714,1.604285714285714,1.7514285714285711,1.2142857142857144,1.3034857142857144,1.2328571428571429,1.1279142857142856,1.5433999999999997,1.4397714285714285
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.24,2.51,1.32,2.8096,1.3816000000000002,1.909257142857143,1.7869,1.335714285714286,2.498285714285714,1.604285714285714,2.055157142857143,1.2208,1.2464285714285714,1.28,2.2845,1.310857142857143,1.6063428571428573,1.9072285714285715,2.485,1.394285714285714,1.2142857142857144,1.394285714285714,3.2466000000000004,2.532285714285714,1.5525428571428572,2.2480285714285717,1.2000000000000002,1.0664285714285715,1.4542857142857144,1.75,1.2142857142857144,1.5625,1.4542857142857144,1.9642857142857144,1.25,1.2036571428571428,1.0942857142857143,1.1106285714285715,1.0803571428571428,1.2208,1.6391999999999998,1.7142857142857144,1.1785714285714286,1.3008,1.268571428571429,1.1992857142857145,2.820828571428572,2.509585714285714
47-3016.00,Helpers--Roofers,1.79,1.85,1.7036571428571428,1.8831857142857145,1.890285714285714,1.9023142857142856,1.9597714285714285,1.394285714285714,2.6739571428571427,1.7142857142857144,1.8086285714285717,1.3125,1.3125,1.595,2.2137,2.3404857142857143,1.3571428571428572,2.2806,2.0864000000000003,1.302857142857143,1.1071428571428572,1.5207142857142857,2.2787999999999995,2.216628571428571,2.151685714285714,2.289957142857143,1.197142857142857,1.0992,1.5785714285714287,2.205357142857143,1.3785714285714286,1.8328571428571427,1.822857142857143,1.7036571428571428,1.5300000000000002,1.5357142857142858,1.1734857142857142,1.2592,1.335714285714286,1.5207142857142857,1.6814285714285715,1.7934857142857146,1.3785714285714286,1.4821428571428572,1.5207142857142857,1.5881142857142858,2.4208857142857143,1.9269
47-4011.00,Construction and Building Inspectors,4.96,3.96,1.8914285714285717,3.1741714285714284,2.6793142857142858,2.632,1.5883428571428573,1.7200000000000002,2.1387428571428573,1.8571428571428568,1.6388571428571428,1.7734857142857143,1.9657142857142855,1.0,1.1282285714285714,1.1097142857142857,1.0,1.9801142857142853,1.290057142857143,1.22,1.0,1.0,3.1338,3.044342857142857,1.5259428571428573,2.9856,1.1257142857142857,1.0442857142857145,2.044642857142857,1.8057142857142856,1.9449142857142856,1.4285714285714286,2.1357142857142857,2.596342857142857,1.8571428571428568,1.268571428571429,1.16,1.16,1.1785714285714286,1.2857142857142856,1.9642857142857144,2.0028571428571427,1.1428571428571428,1.1106285714285715,1.32,1.5874,2.226971428571429,2.1024000000000003
47-4011.01,Energy Auditors,4.83,3.21,1.7734857142857143,2.8630857142857145,2.5570857142857144,3.0656714285714286,1.5906285714285713,1.8571428571428568,2.8612,2.105,2.5076285714285715,2.2928571428571427,2.1492,1.0442857142857145,1.6661285714285716,1.4776285714285715,1.0135714285714286,1.8547,1.9581142857142857,1.5785714285714287,1.0357142857142856,1.25,2.8414857142857146,3.1149142857142853,1.8414285714285712,2.5445714285714285,1.2363428571428572,1.1607142857142858,1.8571428571428568,1.8571428571428568,2.4522285714285714,1.302857142857143,1.8571428571428568,2.4035714285714285,1.6665142857142858,1.22,1.147857142857143,1.2036571428571428,1.2142857142857144,1.3785714285714286,2.0028571428571427,2.0028571428571427,1.1607142857142858,1.2036571428571428,1.32,1.2248285714285716,2.5640428571428573,2.351
47-4021.00,Elevator and Escalator Installers and Repairers,4.71,2.53,2.2928571428571427,3.068142857142857,2.1107142857142858,2.5812,1.8821714285714284,2.31,2.670014285714286,1.9085714285714288,1.5682285714285713,1.3392000000000002,1.3571428571428572,2.7142857142857144,3.5543142857142858,3.328771428571429,2.7142857142857144,2.1742,3.6847857142857143,2.044642857142857,2.2071428571428573,2.105,2.8216,2.5369,2.6705,2.5577571428571426,1.0942857142857143,1.0549142857142857,1.8571428571428568,1.8571428571428568,1.6875,1.6875,1.7734857142857143,2.2928571428571427,1.8728571428571428,1.22,1.077942857142857,1.0942857142857143,1.197142857142857,1.5508,1.5625,1.7857142857142856,1.4906285714285716,1.6875,1.32,1.0144,2.5305142857142857,1.700357142857143
47-4031.00,Fence Erectors,1.45,3.06,1.6364285714285711,1.6828857142857143,1.4588,1.9257142857142855,1.6604285714285716,1.7385714285714284,1.7352999999999998,1.822857142857143,1.6408,1.32,1.467857142857143,1.3008,1.935914285714286,1.4666428571428574,1.268571428571429,2.2265714285714284,2.7584714285714287,1.7734857142857143,1.0020571428571428,1.4628571428571429,2.149914285714286,1.7982571428571428,2.150057142857143,2.662257142857143,1.2142857142857144,1.12,1.822857142857143,1.8914285714285717,1.2857142857142856,1.822857142857143,1.6875,1.9085714285714288,1.268571428571429,1.3392000000000002,1.12,1.25,1.1885714285714286,1.32,1.5207142857142857,1.7142857142857144,1.5207142857142857,1.7200000000000002,1.3571428571428572,1.4109571428571428,1.8563714285714288,1.6474
47-4041.00,Hazardous Materials Removal Workers,2.79,3.16,1.7857142857142856,2.6,2.294442857142857,2.412185714285714,1.893,1.9642857142857144,2.6343,2.1677714285714287,2.0861142857142854,1.4285714285714286,1.302857142857143,1.6063428571428573,1.9270857142857143,1.6609714285714288,1.3785714285714286,1.9766285714285716,2.092342857142857,2.02,1.077942857142857,1.4906285714285716,2.7127428571428576,2.4202142857142857,1.8036571428571428,2.0406857142857144,1.25,1.1257142857142857,1.8571428571428568,1.8571428571428568,1.822857142857143,1.837942857142857,1.8571428571428568,2.216428571428572,1.7734857142857143,1.3392000000000002,1.25,1.231428571428571,1.1785714285714286,1.5693714285714286,2.0028571428571427,2.1142857142857143,1.655,1.655,1.3008,1.5151142857142856,2.4850000000000003,2.2635
47-4051.00,Highway Maintenance Workers,2.72,1.94,1.7734857142857143,2.161671428571429,2.056,2.0506,1.841685714285714,2.071428571428572,2.5565999999999995,1.8328571428571427,1.6810142857142858,1.32,1.3008,1.4821428571428572,1.5614285714285714,1.3196,1.4435714285714285,3.034428571428572,2.7917714285714283,2.1677714285714287,1.0271428571428571,1.1885714285714286,3.045828571428572,2.444500000000001,1.6786,3.584714285714285,1.0549142857142857,1.0549142857142857,1.625,2.06,1.3008,1.822857142857143,1.9449142857142856,1.9642857142857144,1.6063428571428573,1.3785714285714286,1.22,1.2857142857142856,1.3392000000000002,1.7734857142857143,1.7857142857142856,1.822857142857143,1.822857142857143,1.9449142857142856,1.625,1.6033857142857144,2.34,2.2368571428571427
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,2.15,3.33,1.9085714285714288,2.3463571428571424,1.8679,2.1839285714285714,1.682757142857143,2.2767857142857144,2.7241428571428568,1.872228571428572,2.3224857142857145,1.3008,1.3571428571428572,1.9642857142857144,2.6211857142857142,1.3026,1.9085714285714288,2.967257142857143,2.752,2.225714285714286,1.0357142857142856,1.5207142857142857,2.607914285714286,2.6015999999999995,1.6876,2.7268428571428576,1.1257142857142857,1.0803571428571428,1.7857142857142856,1.9449142857142856,1.3785714285714286,2.1492,2.4035714285714285,2.02,1.7036571428571428,1.7734857142857143,1.22,1.2857142857142856,1.1734857142857142,1.822857142857143,1.6391999999999998,1.604285714285714,2.0028571428571427,1.9842857142857144,1.595,1.3491428571428572,2.4033571428571427,1.9754714285714288
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,2.83,3.32,1.7485714285714289,1.6788571428571428,2.072542857142857,1.5359714285714283,1.2982857142857145,2.1228571428571428,2.103657142857143,1.7734857142857143,1.5709,1.4691999999999998,1.4691999999999998,1.822857142857143,1.8468285714285717,1.2148857142857143,1.8914285714285717,2.965228571428572,1.9894,2.2342857142857144,1.2142857142857144,1.4350857142857143,2.107142857142857,2.67,1.1082142857142858,1.9345285714285712,1.268571428571429,1.231428571428571,1.822857142857143,1.7385714285714284,1.5614285714285714,1.9792,1.9085714285714288,2.0028571428571427,1.7036571428571428,1.5785714285714287,1.268571428571429,1.3571428571428572,1.32,1.9642857142857144,1.6364285714285711,1.6875,1.7734857142857143,1.837942857142857,1.5207142857142857,1.054857142857143,2.112442857142857,1.611142857142857
47-4091.00,Segmental Pavers,2.56,3.75,1.5614285714285714,2.1601714285714286,1.2878571428571428,1.9874285714285715,1.6252285714285717,1.7485714285714289,2.2342,1.7734857142857143,2.1179428571428573,1.32,1.2857142857142856,1.3785714285714286,2.148142857142857,1.0141285714285715,1.3571428571428572,2.731785714285714,2.5812,1.872228571428572,1.0178571428571428,1.2857142857142856,2.5173142857142854,2.2430857142857143,1.4577857142857145,2.4892000000000003,1.0885714285714283,1.077942857142857,1.822857142857143,2.205357142857143,1.6063428571428573,1.7857142857142856,1.7734857142857143,2.105,1.51,1.32,1.1257142857142857,1.2592,1.1339285714285714,1.5614285714285714,1.9642857142857144,2.02,1.5625,1.7385714285714284,1.51,1.3681857142857143,2.0130285714285714,1.742457142857143
47-4099.03,Weatherization Installers and Technicians,3.65,3.41,1.822857142857143,2.580757142857143,2.283357142857142,2.4802142857142857,2.209714285714286,1.872228571428572,2.646285714285714,2.105,2.2060000000000004,1.5614285714285714,1.6875,1.5614285714285714,2.492714285714285,1.8876,1.7200000000000002,2.3105714285714285,2.221942857142857,1.8571428571428568,1.9257142857142855,1.4179428571428572,2.5298285714285718,2.6585714285714284,1.950057142857143,2.8112000000000004,1.3571428571428572,1.394285714285714,1.822857142857143,1.8571428571428568,1.8057142857142856,1.872228571428572,1.9449142857142856,2.4485714285714284,1.8571428571428568,1.3785714285714286,1.1785714285714286,1.1785714285714286,1.231428571428571,1.4691999999999998,1.8914285714285717,1.8571428571428568,1.32,1.4017857142857142,1.3392000000000002,1.7267714285714286,2.5867,1.9614
47-5011.00,"Derrick Operators, Oil and Gas",1.17,2.47,2.1635714285714283,1.4646,1.8687571428571423,1.636,1.5994000000000002,2.662857142857143,2.5085714285714285,2.19,1.6662285714285714,1.4657142857142855,1.4928571428571429,2.023657142857143,3.401614285714285,1.5478,2.2308,2.3374714285714284,3.2474285714285718,2.4893714285714283,1.0020571428571428,1.595,2.974857142857143,1.937657142857143,1.3076285714285714,1.7041428571428572,1.289285714285714,1.1408,1.7385714285714284,1.9657142857142855,1.655,2.4285714285714284,2.0642,2.044642857142857,1.836785714285714,1.706342857142857,1.25,1.394285714285714,1.4199142857142857,2.2071428571428573,2.0642,1.8035714285714288,2.028485714285714,2.086428571428572,1.5239285714285713,1.377142857142857,2.303714285714286,1.7567999999999997
47-5012.00,"Rotary Drill Operators, Oil and Gas",1.56,3.05,1.9285714285714288,2.638257142857143,2.3624,2.542057142857143,1.8237142857142856,2.31,2.9337142857142857,2.1607142857142856,2.2384,1.5239285714285713,1.3706285714285715,1.8914285714285717,3.166171428571429,1.8894857142857144,1.9285714285714288,2.9500571428571423,3.4938571428571428,2.354914285714286,1.0065142857142857,1.5207142857142857,3.512342857142857,2.8585000000000003,1.6765714285714286,2.147,1.0992,1.0135714285714286,1.9077714285714285,2.086428571428572,1.8571428571428568,1.7734857142857143,1.75,2.3906285714285715,1.7385714285714284,1.3438428571428571,1.3438428571428571,1.1885714285714286,1.1607142857142858,1.6875,1.8002714285714283,1.876342857142857,2.105,1.6706285714285714,1.3571428571428572,1.809742857142857,3.021571428571429,2.5829285714285715
47-5013.00,"Service Unit Operators, Oil and Gas",2.71,3.03,1.8914285714285717,2.5762285714285715,1.9879428571428568,2.6687,1.5816571428571429,2.551428571428572,3.4615428571428573,2.265085714285714,2.6165,1.655,1.595,1.9842857142857144,3.2157714285714283,1.9204,1.8914285714285717,2.6419,3.7613,2.375,1.3392000000000002,1.5785714285714287,3.402142857142857,2.8483,2.136,3.031257142857143,1.28,1.1408,1.7200000000000002,1.8057142857142856,1.8571428571428568,2.023657142857143,2.0028571428571427,2.216428571428572,1.9449142857142856,1.4435714285714285,1.32,1.3008,1.595,2.1142857142857143,2.0028571428571427,2.0028571428571427,1.8571428571428568,1.837942857142857,1.5300000000000002,1.7592,3.0115000000000003,2.980842857142857
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",1.62,2.31,1.6875,2.5305142857142857,1.8824285714285716,2.258285714285714,1.5576857142857143,2.216428571428572,3.0217142857142854,1.9085714285714288,2.2491142857142856,1.32,1.4017857142857142,1.8914285714285717,2.9032,1.637914285714286,1.8914285714285717,3.8701428571428567,3.7604285714285712,2.613485714285714,1.0442857142857145,1.822857142857143,3.2404571428571427,2.4036,1.8624,2.586671428571428,1.1106285714285715,1.0803571428571428,1.822857142857143,1.8914285714285717,1.51,2.662857142857143,2.4732142857142856,2.216428571428572,1.8571428571428568,1.7734857142857143,1.5207142857142857,2.0608,1.7734857142857143,2.0028571428571427,1.8571428571428568,1.9085714285714288,2.4732142857142856,2.571428571428571,2.1228571428571428,1.0765142857142858,2.498671428571429,2.312642857142857
47-5023.00,"Earth Drillers, Except Oil and Gas",1.71,2.51,1.8571428571428568,2.369814285714286,1.6785714285714288,1.9007714285714288,1.960942857142857,2.7142857142857144,2.835457142857143,1.9449142857142856,2.1232,1.302857142857143,1.3125,2.044642857142857,3.3883428571428573,1.7556571428571428,1.8057142857142856,3.000585714285714,3.4740571428571427,2.645714285714285,1.1257142857142857,1.7142857142857144,3.546914285714286,2.4173714285714287,1.6058285714285714,1.9702,1.157142857142857,1.1071428571428572,1.604285714285714,1.8571428571428568,1.4691999999999998,2.354914285714286,2.0028571428571427,2.1607142857142856,1.7934857142857146,1.394285714285714,1.2857142857142856,1.268571428571429,1.268571428571429,1.9642857142857144,1.822857142857143,1.7734857142857143,2.1142857142857143,1.7734857142857143,1.5508,1.0969428571428572,2.8352,2.2546
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2.86,3.42,1.5357142857142858,3.3876,2.9411,2.7992857142857144,2.4278,2.1607142857142856,3.3412714285714284,2.422142857142857,2.702042857142857,1.5541999999999998,1.6171428571428572,1.4435714285714285,2.2628571428571425,1.4859714285714285,1.36,2.6185142857142854,2.9872,2.1142857142857143,1.0477714285714286,1.51,3.1782142857142857,3.240614285714285,1.6575,3.0736,1.3008,1.0885714285714283,2.105,2.06,1.7734857142857143,2.0642,2.065,2.77,2.3392857142857144,1.4691999999999998,1.2142857142857144,1.2142857142857144,1.3034857142857144,1.8571428571428568,1.9257142857142855,1.876342857142857,1.7385714285714284,1.6706285714285714,1.3034857142857144,1.5440857142857145,3.2280571428571427,2.8772714285714285
47-5041.00,Continuous Mining Machine Operators,1.35,1.96,1.6714285714285717,2.411057142857143,1.3713714285714285,1.7386285714285714,1.4172857142857145,2.596342857142857,2.4541000000000004,1.8571428571428568,1.7293857142857143,1.1734857142857142,1.197142857142857,2.1492,2.8877571428571427,2.1847,1.9085714285714288,3.1105000000000005,3.6465,2.4893714285714283,1.1408,1.4435714285714285,2.876714285714285,2.270157142857143,1.444,2.222557142857143,1.0206285714285714,1.0206285714285714,1.7857142857142856,1.75,1.32,2.25,2.19,2.216428571428572,1.8571428571428568,1.6063428571428573,1.6063428571428573,1.3571428571428572,1.6063428571428573,2.2071428571428573,1.6391999999999998,1.604285714285714,2.31,2.06,1.655,1.0969428571428572,2.4116285714285715,1.9004285714285716
47-5043.00,"Roof Bolters, Mining",1.03,1.44,1.8571428571428568,2.5322285714285715,1.7482857142857142,2.2978571428571426,1.6972,2.044642857142857,3.613,2.0028571428571427,1.8621714285714288,1.268571428571429,1.28,1.9085714285714288,3.3736,2.5418571428571424,1.822857142857143,3.413542857142857,3.627714285714286,2.1677714285714287,1.2142857142857144,1.604285714285714,3.2692857142857146,2.4722285714285714,1.4802142857142857,2.091871428571429,1.16,1.1408,1.8571428571428568,2.0,1.36,2.327857142857143,1.9449142857142856,2.225714285714286,1.595,1.6875,1.5357142857142858,1.4906285714285716,1.5785714285714287,1.8571428571428568,1.8571428571428568,1.9085714285714288,2.0028571428571427,2.1492,1.7385714285714284,1.030857142857143,3.1712,2.0630714285714284
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",1.27,1.95,1.4192,2.0213714285714284,1.3931428571428572,1.5393142857142856,1.3139714285714286,2.044642857142857,2.420842857142857,1.7036571428571428,1.5519571428571428,1.1785714285714286,1.1785714285714286,1.8914285714285717,2.420414285714286,1.4972571428571428,1.75,3.200285714285714,2.9899000000000004,2.105,1.0135714285714286,1.51,2.7472142857142856,2.290928571428571,1.2070857142857143,1.5624,1.1106285714285715,1.0549142857142857,1.4179428571428572,1.8571428571428568,1.2857142857142856,2.1357142857142857,1.8571428571428568,2.044642857142857,1.7036571428571428,1.4017857142857142,1.4017857142857142,1.4691999999999998,1.231428571428571,1.8057142857142856,1.8571428571428568,1.822857142857143,2.0028571428571427,1.78,1.595,1.1242857142857143,2.4914285714285715,1.6301285714285711
47-5051.00,"Rock Splitters, Quarry",1.31,1.09,1.4464285714285716,1.6696,1.2507142857142857,1.5447142857142857,1.075,1.872228571428572,2.3214428571428574,1.6714285714285717,1.5937857142857144,1.2142857142857144,1.1885714285714286,1.3571428571428572,2.025828571428572,1.0895714285714286,1.28,2.0765714285714285,2.4653285714285715,1.9642857142857144,1.0,1.25,2.3,1.9,1.2316857142857145,1.576,1.0442857142857145,1.0442857142857145,1.595,1.6875,1.3392000000000002,1.7734857142857143,1.4821428571428572,2.044642857142857,1.7734857142857143,1.1734857142857142,1.1734857142857142,1.157142857142857,1.0664285714285715,1.4691999999999998,1.6714285714285717,1.7036571428571428,1.7734857142857143,1.6875,1.335714285714286,1.059257142857143,1.8050857142857144,1.8555
47-5071.00,"Roustabouts, Oil and Gas",2.67,1.63,1.7857142857142856,2.086428571428572,2.1655,2.1740142857142857,1.7967142857142857,1.822857142857143,2.908128571428572,1.7142857142857144,1.9542857142857144,1.25,1.2142857142857144,1.7385714285714284,2.5530285714285714,1.619414285714286,1.7385714285714284,3.7181,3.563085714285714,1.7857142857142856,1.0020571428571428,1.4179428571428572,3.416114285714286,2.415442857142857,1.6514285714285717,3.089885714285714,1.1257142857142857,1.0664285714285715,1.604285714285714,1.75,1.3008,1.8571428571428568,1.9642857142857144,2.071428571428572,1.6063428571428573,1.36,1.268571428571429,1.3392000000000002,1.3392000000000002,1.8571428571428568,1.6391999999999998,1.7857142857142856,1.7142857142857144,1.6875,1.302857142857143,1.0749142857142855,2.4934857142857143,2.2257285714285717
47-5081.00,Helpers--Extraction Workers,1.94,2.82,1.7934857142857146,3.0845857142857143,2.5792857142857137,2.754785714285714,3.0987714285714287,2.265085714285714,3.1165714285714285,2.225714285714286,2.8925714285714283,1.32,1.4821428571428572,2.1142857142857143,3.743642857142857,2.4091428571428573,2.0608,4.023428571428571,4.259142857142857,2.071428571428572,1.0135714285714286,1.8328571428571427,3.423714285714286,2.4705857142857144,2.147,2.6378,1.2142857142857144,1.0942857142857143,1.5207142857142857,1.9842857142857144,1.4435714285714285,2.1492,2.265085714285714,2.1677714285714287,1.655,1.6875,1.1885714285714286,1.4435714285714285,1.3571428571428572,1.9449142857142856,1.6391999999999998,1.7857142857142856,2.0608,1.9842857142857144,1.822857142857143,1.3799285714285714,2.5076285714285715,2.368
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",4.41,2.89,2.354914285714286,2.5042,2.6711714285714283,2.4875714285714285,2.417342857142857,2.1492,3.211,2.7142857142857144,2.176685714285714,1.8571428571428568,1.837942857142857,1.837942857142857,2.451028571428572,2.365571428571428,1.837942857142857,2.6842857142857146,2.4821714285714287,1.8571428571428568,1.0942857142857143,1.6875,2.460828571428572,2.7618,2.1351571428571425,3.3717428571428574,2.007142857142857,1.9722285714285717,2.524285714285714,2.4732142857142856,2.0,1.7734857142857143,2.044642857142857,2.596342857142857,1.75,1.268571428571429,1.16,1.1785714285714286,1.4542857142857144,1.8571428571428568,2.4732142857142856,2.422142857142857,1.3785714285714286,1.4,1.1885714285714286,2.2116,2.5048857142857144,2.359142857142857
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",4.52,2.33,1.9642857142857144,1.43,1.666285714285714,1.6111,1.6255428571428572,1.9085714285714288,2.2622285714285715,1.8571428571428568,1.4173285714285715,1.268571428571429,1.22,1.9257142857142855,2.732342857142857,3.530628571428572,2.1677714285714287,1.6630428571428573,1.839142857142857,1.7200000000000002,1.7142857142857144,1.9642857142857144,2.5942857142857143,2.650385714285714,1.361042857142857,2.0237,1.2000000000000002,1.0942857142857143,1.9642857142857144,1.822857142857143,1.8571428571428568,1.32,1.595,2.596342857142857,1.8571428571428568,1.16,1.1071428571428572,1.1408,1.197142857142857,1.3808,2.0285714285714285,1.935714285714286,1.2857142857142856,1.268571428571429,1.24,1.0185142857142857,2.286057142857143,1.3422285714285715
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",4.23,2.98,2.096342857142857,2.7204571428571427,2.639357142857143,3.1465428571428573,1.5581714285714288,1.9085714285714288,3.2805714285714287,1.9449142857142856,2.0457142857142854,1.4691999999999998,1.7200000000000002,1.9792,2.3192,3.494628571428571,2.2071428571428573,2.568314285714285,2.408128571428572,1.8057142857142856,2.3192,1.7734857142857143,3.136528571428571,2.652857142857143,2.641714285714286,3.273142857142857,1.1408,1.1106285714285715,1.9449142857142856,1.9285714285714288,1.8571428571428568,1.6364285714285711,1.8914285714285717,2.3906285714285715,1.8057142857142856,1.2857142857142856,1.2142857142857144,1.2142857142857144,1.197142857142857,1.51,1.9085714285714288,1.9642857142857144,1.32,1.4691999999999998,1.3785714285714286,1.288,3.252057142857143,2.4854857142857143
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",4.77,2.79,2.354914285714286,1.6032571428571427,2.1125714285714285,2.2117571428571425,1.187342857142857,2.216428571428572,2.5830571428571427,2.105,1.5406857142857142,1.4435714285714285,1.4017857142857142,2.1607142857142856,1.645042857142857,2.6244,2.337142857142857,2.354842857142857,1.7649142857142857,2.044642857142857,2.044642857142857,1.9449142857142856,2.229714285714285,2.695257142857143,1.5096142857142858,2.592914285714285,1.0942857142857143,1.0803571428571428,1.8571428571428568,1.8571428571428568,1.8914285714285717,1.822857142857143,2.086428571428572,2.645714285714285,2.596342857142857,1.4179428571428572,1.3008,1.22,1.268571428571429,1.7734857142857143,2.0608,2.0608,1.3125,1.7200000000000002,1.4821428571428572,1.0315,2.319314285714285,2.085
49-2091.00,Avionics Technicians,3.92,2.31,2.422142857142857,2.992342857142857,3.321714285714286,2.687057142857143,1.6098142857142856,2.422142857142857,2.716428571428572,1.9842857142857144,1.811357142857143,1.3785714285714286,1.3392000000000002,2.645714285714285,2.681514285714285,3.549828571428572,2.645714285714285,1.7855714285714286,2.767714285714286,1.5357142857142858,1.7200000000000002,1.8571428571428568,2.9540285714285712,2.847285714285714,2.3025714285714285,2.6606571428571426,1.12,1.0442857142857145,1.9842857142857144,1.8914285714285717,2.0028571428571427,1.3214285714285714,1.8057142857142856,2.6185714285714288,2.0,1.0535714285714286,1.0442857142857145,1.0442857142857145,1.062857142857143,1.7734857142857143,1.872228571428572,1.9085714285714288,1.2142857142857144,1.2208,1.077942857142857,1.169557142857143,2.349,2.3577142857142857
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.74,2.64,2.422142857142857,2.3677,2.506428571428572,2.547485714285714,1.755,2.2071428571428573,2.9215,1.837942857142857,2.4047857142857145,1.4821428571428572,1.6364285714285711,2.5428571428571427,3.4531428571428573,3.272628571428572,2.782857142857143,2.360085714285714,3.2203857142857144,1.9642857142857144,1.822857142857143,2.178571428571429,2.7917714285714283,2.891428571428571,2.2012,2.988885714285714,1.28,1.22,1.7734857142857143,1.7734857142857143,1.7385714285714284,1.9285714285714288,1.7734857142857143,2.5428571428571427,2.1635714285714283,1.3008,1.1071428571428572,1.157142857142857,1.3392000000000002,2.044642857142857,1.7385714285714284,1.7385714285714284,1.822857142857143,1.75,1.1785714285714286,1.3516714285714284,3.055085714285714,2.0539285714285715
