O*NET-SOC Code,Title,Freedom to Make Decisions,Frequency of Decision Making,Impact of Decisions on Co-workers or Company Results,Health and Safety of Other Workers,Work Outcomes and Results of Other Workers,Consequence of Error,Conflict Situations,Time Pressure,Level of Competition,Developing Objectives and Strategies 
47-2121.00,Glaziers,4.0,4.05,3.93,3.9,3.94,3.83,3.06,3.93,3.43,1.7855714285714286
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",3.94,3.66,3.55,3.59,3.49,2.63,2.95,4.04,2.54,1.2464
47-2132.00,"Insulation Workers, Mechanical",4.23,3.85,3.26,3.93,3.67,2.15,2.88,4.27,3.25,1.5908571428571427
47-2141.00,"Painters, Construction and Maintenance",4.29,3.33,3.48,3.95,3.78,2.48,3.0,4.6,3.32,3.021814285714286
47-2142.00,Paperhangers,4.11,3.99,3.94,3.12,3.38,2.55,2.06,4.03,3.09,1.3722142857142856
47-2151.00,Pipelayers,3.67,4.37,4.19,4.36,3.69,3.27,2.88,3.65,2.34,1.6482142857142854
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",4.38,4.45,4.39,4.12,3.77,3.01,2.69,4.27,3.68,1.6376285714285714
47-2152.04,Solar Thermal Installers and Technicians,4.71,4.25,4.14,4.02,3.87,3.41,2.85,4.38,3.32,1.7262285714285714
47-2161.00,Plasterers and Stucco Masons,3.23,4.12,3.44,3.75,3.29,2.79,2.23,3.24,3.17,1.8878
47-2171.00,Reinforcing Iron and Rebar Workers,3.14,3.29,3.52,4.56,4.2,3.14,2.61,4.43,3.89,1.66
47-2181.00,Roofers,3.79,3.88,3.7,4.23,3.72,3.11,2.97,4.18,3.95,1.8458571428571429
47-2211.00,Sheet Metal Workers,3.4,3.2,3.21,3.98,3.79,3.86,2.62,3.98,3.35,1.7582
47-2221.00,Structural Iron and Steel Workers,3.68,3.83,3.79,4.33,4.03,3.57,3.37,4.24,3.58,1.7230714285714286
47-2231.00,Solar Photovoltaic Installers,4.2,4.15,3.95,4.34,4.16,4.02,3.75,3.89,2.82,1.5192
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",3.07,3.08,3.5,4.04,3.98,3.42,2.61,4.44,3.6,1.7981714285714283
47-3012.00,Helpers--Carpenters,4.12,3.54,3.58,4.18,3.68,3.65,3.27,4.0,3.52,1.5734285714285714
47-3013.00,Helpers--Electricians,3.56,3.73,3.48,3.67,2.4,3.03,1.95,3.91,2.7,2.3392857142857144
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",3.36,3.86,3.5,3.59,3.41,2.65,2.32,3.64,2.96,1.3667285714285713
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3.06,3.78,3.41,3.0,3.0,3.37,2.29,3.84,2.67,2.2723285714285715
47-3016.00,Helpers--Roofers,3.21,2.85,3.76,4.33,3.17,3.53,2.39,3.1,3.25,2.128
47-4011.00,Construction and Building Inspectors,4.68,4.08,3.88,3.04,2.52,3.32,3.52,4.08,2.92,1.6336000000000002
47-4011.01,Energy Auditors,4.28,4.17,3.86,3.38,3.31,2.72,2.62,4.1,2.93,2.0816
47-4021.00,Elevator and Escalator Installers and Repairers,3.99,4.97,4.68,4.71,4.12,4.33,3.13,4.08,3.73,1.615
47-4031.00,Fence Erectors,4.23,2.74,3.32,4.76,4.54,4.11,3.22,4.52,3.75,1.4234
47-4041.00,Hazardous Materials Removal Workers,3.32,3.35,3.44,4.35,3.7,3.25,3.18,3.88,2.86,1.9283571428571429
47-4051.00,Highway Maintenance Workers,3.51,4.23,3.76,4.0,3.89,4.15,3.67,3.72,3.11,1.9343428571428567
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,4.0,3.57,3.79,4.39,4.01,3.84,2.71,3.9,2.87,1.7733
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,4.06,4.31,3.79,3.85,3.62,2.67,2.95,3.82,2.41,1.4873142857142858
47-4091.00,Segmental Pavers,4.09,4.0,3.71,3.45,4.05,2.9,3.91,4.06,3.12,1.63
47-4099.03,Weatherization Installers and Technicians,3.43,3.22,3.35,4.3,3.83,3.22,2.95,3.83,2.26,2.0770285714285714
47-5011.00,"Derrick Operators, Oil and Gas",3.94,3.98,4.18,4.77,4.08,2.72,3.38,3.21,2.86,1.3491428571428572
47-5012.00,"Rotary Drill Operators, Oil and Gas",4.21,4.51,4.64,4.84,4.58,4.46,3.29,4.1,4.37,1.8627142857142855
47-5013.00,"Service Unit Operators, Oil and Gas",4.16,4.88,4.69,4.66,4.15,4.25,2.43,4.35,3.71,2.0504
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",4.06,4.13,3.63,4.01,3.25,3.77,2.35,3.58,3.4,2.1380714285714286
47-5023.00,"Earth Drillers, Except Oil and Gas",4.51,3.76,3.85,3.72,3.36,3.95,2.23,3.0,2.54,1.8928
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",3.75,4.29,4.29,4.67,4.33,4.17,3.13,4.35,3.35,1.947142857142857
47-5041.00,Continuous Mining Machine Operators,4.02,4.71,3.84,4.5,3.37,4.27,2.94,3.4,3.62,1.7225714285714284
47-5043.00,"Roof Bolters, Mining",2.93,3.56,3.62,4.86,3.81,3.85,3.42,4.79,3.33,1.5593714285714286
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",3.14,3.47,3.18,4.15,3.4,3.58,2.65,3.68,2.6,1.396342857142857
47-5051.00,"Rock Splitters, Quarry",3.41,2.43,2.66,3.56,2.15,3.28,1.43,2.61,2.33,1.5207142857142857
47-5071.00,"Roustabouts, Oil and Gas",3.94,4.51,3.85,4.05,3.98,3.62,2.4,4.28,3.05,1.7399714285714287
47-5081.00,Helpers--Extraction Workers,4.12,4.13,4.05,4.06,3.83,3.84,3.04,3.47,3.23,2.888071428571429
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",4.36,4.09,4.0,4.25,4.41,2.49,2.87,3.93,2.91,2.3494
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",4.54,4.04,3.69,2.45,2.95,2.56,3.2,4.24,2.87,1.3418857142857143
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.74,3.67,3.53,3.47,3.39,3.58,2.31,3.48,2.79,2.0074
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",4.47,4.67,4.14,3.26,2.61,2.64,3.0,4.12,2.74,1.5823428571428573
49-2091.00,Avionics Technicians,3.84,3.75,4.15,3.39,3.2,3.59,3.01,4.54,3.39,1.7206428571428574
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",4.11,4.31,3.95,3.38,3.34,3.55,2.88,4.04,3.29,1.77
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3.71,3.37,3.36,4.13,3.58,3.68,2.62,4.48,2.63,1.9221142857142857
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",4.25,3.43,3.47,3.05,3.18,3.55,3.02,3.16,2.27,1.8224285714285715
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",3.51,4.16,4.41,4.52,3.69,4.55,2.84,4.17,3.43,1.4918285714285713
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",4.14,4.04,3.76,3.16,2.82,3.39,3.12,4.53,3.06,1.7409
49-2097.00,Audiovisual Equipment Installers and Repairers,4.12,2.79,2.88,3.18,3.56,2.28,2.23,3.82,2.92,1.7613571428571428
49-2098.00,Security and Fire Alarm Systems Installers,4.49,4.75,4.61,3.8,3.9,3.61,3.14,4.08,3.38,1.6695142857142855
49-3011.00,Aircraft Mechanics and Service Technicians,3.97,4.51,4.24,4.05,3.69,2.94,2.98,4.24,2.48,2.2036
49-3021.00,Automotive Body and Related Repairers,4.14,3.97,3.87,3.62,3.06,3.39,2.66,4.53,3.78,2.0428
49-3022.00,Automotive Glass Installers and Repairers,3.43,3.59,3.36,2.88,2.71,3.02,2.47,4.41,2.58,1.1044714285714283
49-3023.00,Automotive Service Technicians and Mechanics,4.33,4.63,4.3,3.09,2.81,3.55,3.1,4.48,3.22,1.629742857142857
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,4.07,4.23,4.33,4.52,3.89,3.45,2.39,4.07,2.99,1.9505428571428567
49-3041.00,Farm Equipment Mechanics and Service Technicians,4.41,4.17,4.28,3.8,2.99,3.4,1.91,4.08,3.16,1.4431
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",4.2,4.5,4.13,4.01,3.07,3.58,2.39,3.93,2.65,1.8813428571428568
49-3043.00,Rail Car Repairers,4.13,3.01,3.43,3.57,2.86,3.64,2.62,3.99,2.4,1.6501
49-3051.00,Motorboat Mechanics and Service Technicians,4.41,4.46,4.12,3.48,3.39,3.6,3.03,4.17,3.22,1.4147
49-3052.00,Motorcycle Mechanics,4.19,4.88,4.66,4.19,2.84,4.61,3.02,4.54,3.66,2.2863571428571428
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,4.38,3.43,4.13,2.79,2.29,3.3,2.34,3.66,1.75,1.6633714285714287
49-3091.00,Bicycle Repairers,4.63,4.97,4.79,2.27,3.23,3.8,3.23,4.53,2.85,1.5239428571428573
49-3092.00,Recreational Vehicle Service Technicians,4.1,3.81,3.54,2.19,2.2,2.86,2.4,3.46,2.28,1.4959285714285715
49-3093.00,Tire Repairers and Changers,3.98,4.06,3.96,3.85,3.62,3.67,3.3,4.15,3.3,1.628085714285714
49-9011.00,Mechanical Door Repairers,4.27,4.17,4.03,2.87,3.1,2.99,1.93,4.0,3.2,1.2601285714285717
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",4.1,3.89,3.94,4.14,3.56,3.81,2.83,4.03,2.1,1.8804571428571428
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",4.3,4.35,4.22,3.88,3.91,3.62,2.31,3.8,3.08,1.681285714285714
49-9031.00,Home Appliance Repairers,4.54,4.43,4.01,2.63,2.97,2.59,3.04,3.74,3.14,1.5349428571428572
49-9041.00,Industrial Machinery Mechanics,3.9,2.79,3.07,3.5,2.9,2.42,2.53,3.69,2.82,1.7326428571428572
49-9043.00,"Maintenance Workers, Machinery",4.44,3.77,3.49,3.98,3.56,3.87,2.68,3.7,2.42,1.8014285714285716
49-9044.00,Millwrights,3.64,4.32,4.36,4.68,3.91,4.41,3.05,4.59,3.36,1.7971428571428572
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",3.79,3.29,3.66,4.34,3.22,2.89,2.5,4.67,2.76,1.440357142857143
49-9051.00,Electrical Power-Line Installers and Repairers,4.27,4.75,4.52,4.86,4.41,4.06,3.23,4.11,3.34,1.7029
49-9052.00,Telecommunications Line Installers and Repairers,4.51,4.05,3.62,3.62,2.8,3.34,3.19,4.54,3.37,1.6937714285714285
49-9061.00,Camera and Photographic Equipment Repairers,4.39,3.37,3.05,1.59,1.86,3.25,2.3,3.67,1.83,1.4115714285714285
49-9062.00,Medical Equipment Repairers,4.35,3.94,4.05,3.39,2.71,3.53,1.96,3.82,3.01,1.3565285714285715
49-9063.00,Musical Instrument Repairers and Tuners,4.73,3.76,3.33,2.45,1.86,2.57,2.0,3.86,2.57,1.423542857142857
49-9064.00,Watch and Clock Repairers,4.61,3.52,3.3,1.68,1.36,2.33,1.86,3.81,2.25,1.6929857142857143
49-9071.00,"Maintenance and Repair Workers, General",4.07,4.18,3.93,4.58,4.11,3.18,3.02,3.72,2.46,1.6574285714285717
49-9081.00,Wind Turbine Service Technicians,4.19,4.37,4.13,4.62,4.02,4.76,3.29,4.21,3.57,1.8885428571428573
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",4.81,3.65,3.65,2.08,2.11,2.28,2.52,3.03,2.58,1.2085857142857144
49-9092.00,Commercial Divers,4.36,3.65,3.98,4.38,4.19,3.99,2.91,3.85,3.24,1.9159
49-9094.00,Locksmiths and Safe Repairers,4.04,4.0,3.85,3.62,2.92,2.92,2.54,3.92,3.69,2.035557142857143
49-9095.00,Manufactured Building and Mobile Home Installers,4.23,4.49,4.3,3.83,3.93,3.2,3.79,4.24,3.35,1.990642857142857
49-9096.00,Riggers,3.9,4.09,4.11,4.53,4.07,3.9,3.51,4.61,3.67,1.7466857142857144
49-9097.00,Signal and Track Switch Repairers,4.44,3.88,3.83,4.64,3.47,3.46,1.98,3.86,2.65,1.589271428571429
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",3.85,3.96,4.06,3.9,3.55,3.64,2.54,3.44,2.34,1.8374857142857144
49-9099.01,Geothermal Technicians,4.21,4.35,3.74,4.52,3.3,3.82,2.37,3.58,2.65,1.8742857142857143
51-1011.00,First-Line Supervisors of Production and Operating Workers,4.32,4.48,4.19,4.41,4.41,3.12,3.7,4.5,3.08,1.8713714285714285
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.59,3.24,3.61,3.43,3.18,3.48,2.47,3.53,2.56,1.889314285714286
51-2021.00,"Coil Winders, Tapers, and Finishers",4.08,3.41,3.36,3.82,2.51,3.75,2.45,4.14,2.82,1.6942
51-2022.00,Electrical and Electronic Equipment Assemblers,3.78,3.26,3.5,3.62,3.69,3.02,3.04,4.48,3.1,2.0054857142857143
51-2023.00,Electromechanical Equipment Assemblers,3.65,2.49,2.25,3.9,3.34,2.5,2.28,3.78,2.78,1.4620000000000002
51-2031.00,Engine and Other Machine Assemblers,3.67,3.84,3.47,3.98,2.84,3.42,2.43,4.31,2.67,1.409771428571429
51-2041.00,Structural Metal Fabricators and Fitters,3.66,3.23,2.98,3.6,3.17,2.97,2.15,4.33,2.75,1.6587428571428573
51-2051.00,Fiberglass Laminators and Fabricators,3.04,2.43,2.83,3.83,3.84,2.78,2.22,4.59,2.08,1.6916
51-2061.00,Timing Device Assemblers and Adjusters,4.32,3.87,3.4,1.47,2.3,1.75,1.88,2.91,2.06,1.7453285714285711
51-2092.00,Team Assemblers,4.03,3.61,3.56,3.67,3.22,2.27,2.45,4.5,3.28,1.5580571428571428
51-3011.00,Bakers,4.2,3.6,3.73,3.72,3.11,2.79,2.41,4.32,2.8,1.36
51-3021.00,Butchers and Meat Cutters,3.58,3.97,4.33,3.9,3.79,3.9,2.87,4.12,2.88,1.5349857142857144
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",2.6,4.64,3.46,2.97,3.69,3.61,3.03,4.59,3.42,1.3949714285714283
51-3023.00,Slaughterers and Meat Packers,3.12,2.87,2.78,3.93,3.4,3.53,1.71,2.97,3.0,1.3428285714285717
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",3.54,3.49,3.35,3.39,2.93,3.75,2.72,4.03,2.33,1.8614285714285717
51-3092.00,Food Batchmakers,3.7,2.76,3.67,4.17,3.88,3.22,1.73,4.19,2.78,1.5670000000000002
51-3093.00,Food Cooking Machine Operators and Tenders,4.59,3.55,3.51,3.6,3.39,3.65,2.42,4.14,2.29,1.3695714285714284
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",3.71,4.58,4.37,2.91,2.77,4.17,2.48,4.41,2.4,1.441142857142857
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3.8,3.72,4.18,4.14,3.76,3.53,3.01,4.47,2.95,1.4610571428571428
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3.55,4.03,3.96,4.11,3.63,3.24,2.24,4.36,2.89,1.6509714285714283
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2.36,3.05,3.01,2.68,1.68,3.65,3.03,4.14,2.27,1.1717
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4.06,3.74,3.89,3.55,3.4,3.65,2.38,4.32,2.42,1.648
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.87,3.48,3.84,3.5,3.08,3.02,2.65,4.31,2.9,1.5394285714285716
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.9,2.28,2.65,3.17,3.08,2.06,1.78,3.26,3.29,2.175
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",3.49,2.44,2.72,3.26,3.14,2.94,2.83,4.1,2.5,1.3824571428571428
51-4041.00,Machinists,4.15,3.72,3.61,3.73,3.28,3.03,2.17,4.22,3.14,1.5479142857142856
51-4051.00,Metal-Refining Furnace Operators and Tenders,3.85,3.38,4.05,4.03,3.58,3.74,2.47,3.39,2.29,1.591642857142857
51-4052.00,"Pourers and Casters, Metal",3.21,2.67,2.48,2.71,2.76,3.07,2.22,3.48,2.29,1.3996285714285714
51-4061.00,"Model Makers, Metal and Plastic",3.9,3.2,3.14,2.68,2.18,2.39,1.92,4.24,2.38,1.5424
51-4062.00,"Patternmakers, Metal and Plastic",3.79,3.18,3.18,3.52,3.55,3.41,3.09,4.51,3.39,1.891
51-4071.00,Foundry Mold and Coremakers,3.99,3.52,3.75,3.51,3.83,3.18,2.32,4.2,3.24,1.414642857142857
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3.94,2.88,3.11,3.73,3.15,3.24,2.57,3.96,3.16,1.3292571428571427
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.9,2.78,2.98,3.51,3.02,3.18,2.75,4.46,2.62,2.289285714285714
51-4111.00,Tool and Die Makers,4.76,3.98,3.83,3.16,3.22,3.87,2.31,4.29,2.56,1.6675
51-4121.00,"Welders, Cutters, Solderers, and Brazers",3.31,3.34,3.45,3.37,3.08,3.25,2.4,4.51,2.78,1.429
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3.47,3.76,3.86,4.21,3.55,3.88,2.58,4.28,3.42,1.9799714285714287
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",3.29,3.55,3.25,4.06,3.68,2.77,2.79,4.6,2.69,1.3522285714285711
51-4192.00,"Layout Workers, Metal and Plastic",3.48,3.14,3.55,3.56,3.06,3.25,2.91,4.64,2.98,1.9552
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",3.9,3.36,2.78,3.62,4.07,3.41,2.2,4.94,2.54,1.4070857142857145
51-4194.00,"Tool Grinders, Filers, and Sharpeners",3.77,3.77,3.41,3.95,3.36,2.63,2.45,4.05,3.26,1.4530999999999998
51-5111.00,Prepress Technicians and Workers,3.95,3.01,2.91,1.92,2.91,2.83,2.56,4.92,2.45,1.643571428571429
51-5112.00,Printing Press Operators,4.14,4.21,3.74,3.86,3.22,3.1,2.4,4.8,2.67,1.7272571428571428
51-5113.00,Print Binding and Finishing Workers,3.42,3.6,3.76,3.55,3.41,3.09,2.28,3.87,2.68,1.5248285714285714
51-6011.00,Laundry and Dry-Cleaning Workers,2.92,2.83,3.49,4.26,3.74,1.92,2.09,3.91,3.43,1.2195571428571428
51-6021.00,"Pressers, Textile, Garment, and Related Materials",2.69,1.47,2.08,3.31,2.9,2.31,2.05,3.94,3.38,1.4830285714285716
51-6031.00,Sewing Machine Operators,3.0,2.68,2.96,2.47,2.63,1.89,2.05,3.76,2.59,1.3556
51-6041.00,Shoe and Leather Workers and Repairers,4.33,3.56,3.35,2.46,2.58,2.67,2.21,4.03,3.04,1.3431571428571427
51-6042.00,Shoe Machine Operators and Tenders,3.52,3.63,3.57,2.82,3.46,1.72,2.61,3.89,2.57,1.581142857142857
51-6051.00,"Sewers, Hand",2.88,2.59,2.72,3.07,2.61,2.59,2.08,3.21,3.12,1.3559285714285716
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",4.4,3.83,4.14,3.16,3.53,3.01,2.0,4.53,2.74,1.7695
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,3.76,3.84,3.6,3.94,3.22,3.0,1.97,3.82,3.04,1.5057142857142858
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",3.07,2.68,2.82,2.3,2.58,3.26,2.48,3.88,2.09,1.2338285714285715
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",3.79,2.91,3.06,3.6,3.38,2.27,2.19,4.06,2.68,1.3279999999999998
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",3.07,2.34,2.68,3.06,2.75,2.83,1.98,3.27,2.42,1.457242857142857
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.67,4.19,3.89,3.79,3.74,3.77,3.08,3.88,3.1,1.5258
51-6092.00,Fabric and Apparel Patternmakers,4.27,4.19,3.81,2.27,3.51,3.29,2.88,4.07,2.13,1.8439714285714288
51-6093.00,Upholsterers,3.21,3.18,3.46,2.84,3.17,2.3,2.38,3.86,3.71,1.7668
51-7011.00,Cabinetmakers and Bench Carpenters,3.64,3.61,3.77,3.4,2.49,2.5,2.27,4.11,3.01,1.6044999999999998
51-7021.00,Furniture Finishers,3.81,3.58,3.57,3.22,3.82,2.33,2.83,3.82,2.45,1.7030714285714286
51-7031.00,"Model Makers, Wood",3.32,3.81,3.35,3.47,3.55,2.49,2.47,4.16,2.41,1.6464857142857143
51-7032.00,"Patternmakers, Wood",4.33,4.01,3.87,3.34,3.52,2.92,3.0,4.14,3.43,2.028528571428572
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",4.21,3.22,3.44,3.59,3.55,2.64,2.03,4.18,2.78,1.246914285714286
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",3.75,3.58,3.38,3.32,3.41,2.8,2.58,3.96,2.64,1.207
51-8011.00,Nuclear Power Reactor Operators,3.03,4.26,4.5,4.49,4.04,4.61,3.48,4.28,2.5,1.4779428571428572
51-8012.00,Power Distributors and Dispatchers,4.3,4.42,4.68,4.51,4.15,4.74,2.9,3.94,3.54,1.6861714285714284
51-8013.00,Power Plant Operators,4.13,3.64,4.19,4.16,3.35,4.54,3.01,3.6,2.7,1.5655857142857144
51-8013.03,Biomass Plant Technicians,4.46,4.67,4.08,4.76,4.23,4.28,2.66,3.46,2.76,1.8254285714285716
51-8013.04,Hydroelectric Plant Technicians,3.83,3.61,3.76,4.15,3.6,3.36,3.01,3.23,2.86,1.5970857142857144
51-8021.00,Stationary Engineers and Boiler Operators,4.21,3.94,3.85,4.66,4.02,4.07,3.26,3.74,3.01,2.1921142857142857
51-8031.00,Water and Wastewater Treatment Plant and System Operators,4.12,3.83,3.62,4.08,3.48,3.71,2.54,4.0,2.5,2.1842571428571427
51-8091.00,Chemical Plant and System Operators,4.2,4.66,3.96,4.47,3.59,4.13,2.41,4.11,2.7,1.0571714285714289
51-8092.00,Gas Plant Operators,4.2,4.08,4.27,4.26,3.79,4.27,2.75,3.6,2.62,1.8628285714285715
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.74,4.15,4.07,4.03,3.65,4.22,2.52,3.75,2.67,1.2832
51-8099.01,Biofuels Processing Technicians,4.27,4.24,4.34,4.33,3.17,4.06,2.54,3.93,2.93,1.6321428571428571
51-9011.00,Chemical Equipment Operators and Tenders,3.98,3.71,3.75,4.46,3.95,3.98,2.82,4.02,3.08,1.5401142857142858
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4.27,3.59,3.99,3.61,3.12,4.13,3.52,2.95,2.2,1.4355999999999998
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",4.07,3.28,3.62,4.04,3.7,3.97,2.07,3.72,2.97,1.230457142857143
51-9022.00,"Grinding and Polishing Workers, Hand",3.78,2.23,2.9,3.1,2.04,3.43,2.49,4.05,2.07,3.093185714285714
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",3.65,4.29,4.03,4.53,4.26,3.67,2.77,4.68,2.87,1.3722142857142856
51-9031.00,"Cutters and Trimmers, Hand",3.16,2.05,2.28,2.23,3.22,2.13,1.42,3.75,1.86,1.5078857142857145
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",3.59,3.69,3.99,4.0,3.66,3.23,2.59,3.93,2.62,1.5537999999999998
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.54,3.78,3.62,3.59,3.35,3.2,2.73,3.92,2.64,1.3647142857142855
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3.55,3.49,3.87,4.44,3.99,4.05,1.93,2.84,2.83,1.5367857142857142
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",4.12,3.75,3.66,3.87,3.94,2.46,2.84,3.72,2.52,1.5754
51-9071.00,Jewelers and Precious Stone and Metal Workers,4.71,4.37,4.34,3.23,3.5,2.52,3.08,4.64,3.37,1.9122857142857144
51-9071.06,Gem and Diamond Workers,2.87,3.28,4.41,2.24,2.22,1.49,2.92,3.7,1.78,1.3429
51-9081.00,Dental Laboratory Technicians,4.21,3.18,3.75,2.71,3.51,2.85,2.12,4.81,3.22,2.2980285714285715
51-9082.00,Medical Appliance Technicians,3.86,4.39,3.89,3.75,3.85,3.17,2.74,4.39,3.34,1.7390142857142856
51-9083.00,Ophthalmic Laboratory Technicians,3.99,3.73,3.56,2.69,3.03,2.0,2.82,4.58,2.64,1.3101714285714283
51-9111.00,Packaging and Filling Machine Operators and Tenders,3.59,4.15,3.92,4.38,3.69,3.38,2.51,4.44,3.42,1.7228
51-9123.00,"Painting, Coating, and Decorating Workers",3.65,2.82,2.95,2.11,2.45,1.83,2.02,2.86,2.49,1.6485142857142856
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3.79,4.19,3.26,3.69,3.29,2.32,2.37,4.23,2.64,1.9306
51-9141.00,Semiconductor Processing Technicians,3.34,3.2,3.18,3.75,3.39,3.93,2.77,3.86,3.05,1.5023428571428572
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.51,3.23,3.03,3.19,3.34,2.54,2.84,4.01,3.3,1.5056714285714283
51-9161.00,Computer Numerically Controlled Tool Operators,4.04,3.52,3.93,2.59,2.51,3.4,2.6,4.41,2.8,1.5335571428571428
51-9162.00,Computer Numerically Controlled Tool Programmers,3.9,4.23,4.09,3.07,3.25,3.2,2.62,4.2,3.21,1.8619
51-9191.00,Adhesive Bonding Machine Operators and Tenders,4.14,3.76,3.91,3.82,3.98,3.82,2.82,4.11,2.59,1.3826857142857143
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",3.25,3.23,3.53,3.59,2.76,3.02,2.5,4.09,2.11,1.3748571428571428
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,3.89,3.89,4.05,4.16,3.67,2.91,2.27,4.06,3.2,1.678942857142857
51-9194.00,Etchers and Engravers,4.09,3.16,2.92,2.97,2.81,3.03,1.98,4.25,2.6,1.512
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",3.32,2.05,2.51,3.42,3.43,3.4,2.22,4.11,3.1,1.3749714285714283
51-9195.03,"Stone Cutters and Carvers, Manufacturing",3.37,3.1,3.31,3.83,3.37,3.52,2.36,4.23,3.2,1.882085714285714
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.05,4.21,3.84,3.04,3.04,3.57,2.03,3.37,2.49,1.365371428571429
51-9195.05,"Potters, Manufacturing",4.57,3.96,4.15,3.08,3.19,2.53,2.15,3.0,2.36,1.9542857142857144
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",3.43,4.42,4.13,4.33,3.48,2.94,2.91,4.27,3.53,1.7647142857142857
