O*NET-SOC Code,Title,Importance of Repeating Same Tasks,Spend Time Making Repetitive Motions,Pace Determined by Speed of Equipment,Degree of Automation,Memorization ,Time Sharing ,Perceptual Speed ,Speed of Closure ,Speed of Limb Movement ,Wrist-Finger Speed ,Reaction Time ,Scheduling Work and Activities ,Performing Administrative Activities ,Importance of Being Exact or Accurate,Selective Attention ,Auditory Attention ,Problem Sensitivity ,Information Ordering 
47-4011.00,Construction and Building Inspectors,2.84,2.28,1.68,2.04,1.5207142857142857,1.7734857142857143,1.8571428571428568,1.7734857142857143,1.0206285714285714,1.0357142857142856,1.197142857142857,2.456,2.282742857142857,4.12,1.9449142857142856,1.3392000000000002,2.782857142857143,1.9842857142857144
47-4011.01,Energy Auditors,2.59,2.0,1.5,1.75,1.6875,1.7734857142857143,1.8571428571428568,1.822857142857143,1.0089285714285714,1.268571428571429,1.1607142857142858,2.176685714285714,2.1152,3.83,1.8057142857142856,1.3785714285714286,2.4522285714285714,2.2308
47-4021.00,Elevator and Escalator Installers and Repairers,3.64,3.55,2.54,2.0,1.4435714285714285,1.5508,1.837942857142857,1.4017857142857142,1.16,1.3571428571428572,1.9085714285714288,2.1018428571428576,1.4512,4.54,1.8571428571428568,1.4179428571428572,2.375,2.02
47-4031.00,Fence Erectors,3.45,4.14,2.35,2.39,1.25,1.3008,1.4542857142857144,1.25,1.655,1.4179428571428572,1.822857142857143,2.127214285714285,1.4494285714285715,4.07,1.595,1.4910714285714284,1.822857142857143,1.872228571428572
47-4041.00,Hazardous Materials Removal Workers,3.16,3.49,2.79,2.1,1.6063428571428573,1.8057142857142856,1.8914285714285717,1.625,1.1339285714285714,1.231428571428571,1.837942857142857,2.04,1.8020714285714288,3.75,1.9085714285714288,1.6714285714285717,2.7142857142857144,2.105
47-4051.00,Highway Maintenance Workers,3.51,4.22,3.35,2.29,1.268571428571429,1.8571428571428568,1.822857142857143,1.335714285714286,1.7200000000000002,1.3392000000000002,1.9449142857142856,1.8376714285714288,2.1351857142857145,4.1,1.9085714285714288,2.044642857142857,2.02,1.872228571428572
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,3.3,3.91,3.64,2.15,1.268571428571429,1.7734857142857143,2.0028571428571427,1.595,1.6875,1.4691999999999998,2.354914285714286,2.0638428571428573,1.5006428571428572,3.92,1.9449142857142856,1.9449142857142856,2.1228571428571428,1.872228571428572
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,2.97,3.54,2.87,1.56,1.4179428571428572,1.7734857142857143,1.8571428571428568,1.51,1.3571428571428572,1.5508,2.125,1.563685714285714,1.104142857142857,3.39,1.8571428571428568,1.8571428571428568,2.071428571428572,1.7734857142857143
47-4091.00,Segmental Pavers,3.23,3.35,1.86,2.61,1.268571428571429,1.6665142857142858,1.625,1.4017857142857142,1.4906285714285716,1.28,1.8571428571428568,1.947942857142857,1.4512,3.75,1.8728571428571428,1.7200000000000002,1.9792,2.0028571428571427
47-4099.03,Weatherization Installers and Technicians,3.09,2.77,2.48,1.68,1.3392000000000002,1.7734857142857143,1.7734857142857143,1.4435714285714285,1.22,1.3392000000000002,1.822857142857143,2.4796,1.894285714285714,3.59,1.822857142857143,1.6171428571428572,2.337142857142857,2.0028571428571427
47-5011.00,"Derrick Operators, Oil and Gas",4.17,4.28,3.08,1.66,1.4691999999999998,1.8406285714285715,2.086428571428572,1.7857142857142856,1.9889285714285716,1.6575,2.571428571428571,1.431542857142857,1.507085714285714,3.93,2.19,2.4285714285714284,2.269914285714286,1.9524142857142857
47-5012.00,"Rotary Drill Operators, Oil and Gas",4.39,3.72,3.79,1.83,1.4464285714285716,1.8057142857142856,1.9128571428571428,1.51,1.25,1.1734857142857142,1.9524142857142857,2.039028571428571,1.9640285714285717,4.61,2.36,2.065,2.5,2.4089285714285715
47-5013.00,"Service Unit Operators, Oil and Gas",4.09,3.88,4.07,2.11,1.4179428571428572,1.822857142857143,2.1492,1.7385714285714284,1.604285714285714,1.6391999999999998,2.1607142857142856,2.6090285714285715,2.3335,4.35,2.0608,2.044642857142857,2.5,1.8571428571428568
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",3.27,4.1,3.9,1.73,1.2857142857142856,1.8571428571428568,1.8571428571428568,1.7385714285714284,1.8571428571428568,1.7734857142857143,2.6950857142857143,2.117085714285714,1.1679,3.8,1.8914285714285717,2.4714285714285715,1.9449142857142856,1.7734857142857143
47-5023.00,"Earth Drillers, Except Oil and Gas",2.64,4.21,2.95,1.87,1.3392000000000002,1.7734857142857143,2.19,1.595,1.147857142857143,1.335714285714286,2.596342857142857,1.9781714285714287,1.3504,3.62,1.8571428571428568,1.8571428571428568,2.1635714285714283,2.0028571428571427
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",3.38,3.48,3.3,2.18,1.3228571428571427,1.8571428571428568,2.166785714285714,1.5184857142857142,1.4928571428571429,1.2363428571428572,2.5028571428571427,2.7660142857142853,2.3535714285714286,4.5,2.19,1.8057142857142856,2.662857142857143,2.645714285714285
47-5041.00,Continuous Mining Machine Operators,3.2,4.14,3.86,1.65,1.3392000000000002,1.822857142857143,1.9842857142857144,1.6063428571428573,1.4017857142857142,1.3125,2.571428571428571,1.7190857142857143,1.0380571428571428,4.11,2.071428571428572,2.1085714285714285,2.422142857142857,1.8571428571428568
47-5043.00,"Roof Bolters, Mining",3.76,4.96,4.6,1.64,1.3392000000000002,1.822857142857143,1.625,1.2857142857142856,1.4928571428571429,1.7385714285714284,2.524285714285714,1.581942857142857,1.0135714285714286,3.88,2.1607142857142856,1.9657142857142855,2.327857142857143,2.216428571428572
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.53,4.04,3.79,2.16,1.231428571428571,1.872228571428572,1.9085714285714288,1.3392000000000002,1.3785714285714286,1.1885714285714286,2.3192,1.235428571428571,1.1566,3.46,1.9085714285714288,1.8571428571428568,1.9642857142857144,1.8571428571428568
47-5051.00,"Rock Splitters, Quarry",2.4,3.04,3.04,1.83,1.2142857142857144,1.5614285714285714,1.625,1.197142857142857,1.5892857142857142,1.3125,1.9077714285714285,1.3520571428571428,1.0792,3.74,1.7385714285714284,1.542142857142857,1.7857142857142856,1.7734857142857143
47-5071.00,"Roustabouts, Oil and Gas",3.31,3.7,2.81,1.92,1.2857142857142856,1.6391999999999998,1.8057142857142856,1.335714285714286,1.3706285714285715,1.3008,1.822857142857143,2.78,1.2679285714285715,3.74,1.8571428571428568,1.822857142857143,2.0285714285714285,1.872228571428572
47-5081.00,Helpers--Extraction Workers,3.13,4.08,3.91,1.52,1.4542857142857144,1.6875,1.8328571428571427,1.4542857142857144,1.6063428571428573,1.4435714285714285,2.524285714285714,2.378285714285714,1.509285714285714,3.94,1.9642857142857144,1.9842857142857144,2.1228571428571428,1.9257142857142855
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",3.87,2.91,1.64,1.46,1.8057142857142856,1.75,1.9449142857142856,1.8057142857142856,1.1339285714285714,1.32,1.75,2.5375,2.057457142857143,4.43,2.0028571428571427,1.8571428571428568,2.524285714285714,2.571428571428571
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",3.65,2.78,1.91,2.46,1.4435714285714285,1.7385714285714284,1.7734857142857143,1.394285714285714,1.0803571428571428,1.268571428571429,1.2857142857142856,1.6522428571428571,1.4813714285714286,4.01,1.8571428571428568,1.3392000000000002,2.1228571428571428,2.0608
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.88,2.8,1.54,1.48,1.604285714285714,1.51,1.9085714285714288,1.4691999999999998,1.147857142857143,1.4821428571428572,1.4928571428571429,2.7043,1.8618,4.25,1.8571428571428568,1.4906285714285716,2.44,2.1492
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.89,3.21,1.11,1.67,1.822857142857143,1.7734857142857143,2.044642857142857,1.7485714285714289,1.25,1.3392000000000002,1.7200000000000002,1.471485714285714,1.361,4.16,1.9085714285714288,1.8571428571428568,2.337142857142857,2.25
49-2091.00,Avionics Technicians,2.88,2.85,1.59,1.75,1.4691999999999998,1.6063428571428573,1.822857142857143,1.4017857142857142,1.0,1.231428571428571,1.3008,1.9821857142857144,1.7194571428571428,4.42,1.9285714285714288,1.542142857142857,2.524285714285714,2.524285714285714
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",3.25,3.68,2.94,1.51,1.5625,1.7200000000000002,1.9085714285714288,1.9449142857142856,1.3706285714285715,1.6875,1.9449142857142856,2.307314285714286,1.7197714285714287,4.51,2.0,2.0342857142857143,2.283657142857143,2.2071428571428573
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3.13,4.03,2.32,1.86,1.25,1.51,1.6428571428571428,1.3392000000000002,1.0206285714285714,1.197142857142857,1.3571428571428572,1.7580857142857145,1.473142857142857,4.18,1.822857142857143,1.4179428571428572,2.2767857142857144,2.0028571428571427
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3.29,3.18,2.27,2.36,1.75,1.3785714285714286,2.205357142857143,1.6364285714285711,1.1107142857142858,1.4285714285714286,1.6364285714285711,1.598085714285714,1.3553571428571427,4.41,1.8571428571428568,1.6665142857142858,2.645714285714285,2.645714285714285
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",4.19,2.83,2.12,2.37,1.6875,1.5892857142857142,1.9449142857142856,1.4542857142857144,1.1071428571428572,1.3571428571428572,1.4249999999999998,1.8830714285714287,1.6454285714285717,4.74,1.8571428571428568,1.625,2.2767857142857144,2.1142857142857143
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",3.46,3.99,2.18,1.6,1.302857142857143,1.7857142857142856,1.7734857142857143,1.5207142857142857,1.147857142857143,1.268571428571429,1.6364285714285711,1.9285428571428571,1.4333714285714283,4.71,2.1142857142857143,1.8571428571428568,2.1677714285714287,2.044642857142857
49-2097.00,Audiovisual Equipment Installers and Repairers,2.69,2.94,1.68,2.2,1.5357142857142858,1.4435714285714285,1.8057142857142856,1.5357142857142858,1.147857142857143,1.1885714285714286,1.22,1.9628,1.6762857142857142,3.76,1.7485714285714289,1.655,2.071428571428572,2.044642857142857
49-2098.00,Security and Fire Alarm Systems Installers,3.05,2.39,1.14,1.43,1.32,1.6364285714285711,1.822857142857143,1.3392000000000002,1.0535714285714286,1.2142857142857144,1.3008,1.810857142857143,1.4209714285714288,4.33,1.7385714285714284,1.6364285714285711,2.2767857142857144,2.02
49-3011.00,Aircraft Mechanics and Service Technicians,3.71,3.51,1.99,1.27,1.7385714285714284,1.6875,2.1492,1.8914285714285717,1.3392000000000002,1.5357142857142858,1.9657142857142855,2.390257142857143,1.7518571428571428,4.69,2.044642857142857,2.023657142857143,3.19,2.765714285714286
49-3021.00,Automotive Body and Related Repairers,2.87,4.04,2.26,1.65,1.302857142857143,1.4017857142857142,1.7734857142857143,1.3008,1.4435714285714285,1.51,1.6875,2.2145,1.4435285714285713,4.39,1.9085714285714288,1.822857142857143,2.0028571428571427,2.0028571428571427
49-3022.00,Automotive Glass Installers and Repairers,3.17,3.51,1.44,1.07,1.22,1.51,1.4542857142857144,1.268571428571429,1.3571428571428572,1.2857142857142856,1.302857142857143,1.4086857142857143,1.3394285714285716,4.12,1.6875,1.394285714285714,1.7857142857142856,1.822857142857143
49-3023.00,Automotive Service Technicians and Mechanics,3.42,3.56,1.81,1.53,1.7734857142857143,1.8328571428571427,2.086428571428572,1.8057142857142856,1.0442857142857145,1.655,1.6875,1.4979142857142858,1.3321428571428573,4.51,1.9257142857142855,1.8914285714285717,2.375,2.19
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,3.2,4.14,2.36,1.55,1.3392000000000002,1.8057142857142856,1.8571428571428568,1.36,1.3125,1.4017857142857142,1.8571428571428568,1.5952285714285714,1.5099428571428573,4.44,1.8571428571428568,1.9449142857142856,2.216428571428572,2.1492
49-3041.00,Farm Equipment Mechanics and Service Technicians,3.37,3.88,2.35,1.37,1.7385714285714284,1.6063428571428573,1.9085714285714288,1.8571428571428568,1.25,1.7857142857142856,1.8914285714285717,1.5059999999999998,1.6059714285714286,4.41,2.044642857142857,2.086428571428572,2.3906285714285715,2.2071428571428573
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",3.52,3.83,2.51,1.49,1.6364285714285711,1.7734857142857143,2.086428571428572,1.7734857142857143,1.4691999999999998,1.8057142857142856,2.19,1.9977285714285715,1.4349571428571428,4.34,2.06,1.8571428571428568,2.422142857142857,2.3192
49-3043.00,Rail Car Repairers,2.8,3.37,2.23,1.44,1.3785714285714286,1.5357142857142858,2.0608,1.6063428571428573,1.4017857142857142,1.467857142857143,2.3392857142857144,1.7242857142857144,1.268457142857143,3.83,1.8914285714285717,1.8728571428571428,2.1607142857142856,1.9085714285714288
49-3051.00,Motorboat Mechanics and Service Technicians,2.4,2.86,1.72,1.56,1.32,1.4928571428571429,1.7734857142857143,1.3785714285714286,1.147857142857143,1.32,1.7200000000000002,1.666,1.447085714285714,3.93,1.8571428571428568,1.837942857142857,2.3906285714285715,2.086428571428572
49-3052.00,Motorcycle Mechanics,3.78,3.96,1.83,1.06,1.394285714285714,1.7734857142857143,1.4691999999999998,1.32,1.2036571428571428,1.302857142857143,1.4691999999999998,2.3886000000000003,1.2542857142857142,4.71,1.9085714285714288,2.023657142857143,2.1677714285714287,1.9085714285714288
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,3.07,3.1,1.32,1.36,1.3785714285714286,1.5785714285714287,1.7200000000000002,1.4017857142857142,1.22,1.5785714285714287,1.7734857142857143,1.4885142857142857,1.6298285714285714,3.76,1.8914285714285717,1.822857142857143,1.9642857142857144,2.0028571428571427
49-3091.00,Bicycle Repairers,2.22,3.67,1.27,1.12,1.4179428571428572,1.5300000000000002,1.5625,1.4542857142857144,1.197142857142857,1.4628571428571429,1.3125,2.3428571428571425,1.4415999999999998,4.48,1.822857142857143,1.3392000000000002,2.1228571428571428,2.1677714285714287
49-3092.00,Recreational Vehicle Service Technicians,2.33,2.77,1.28,1.71,1.2857142857142856,1.3214285714285714,1.8571428571428568,1.5614285714285714,1.0357142857142856,1.3392000000000002,1.4542857142857144,1.4391142857142856,1.5180142857142855,3.62,1.7734857142857143,1.8057142857142856,2.422142857142857,2.1357142857142857
49-3093.00,Tire Repairers and Changers,3.46,3.97,2.8,2.08,1.2857142857142856,1.4179428571428572,1.394285714285714,1.2857142857142856,1.4542857142857144,1.3571428571428572,1.8057142857142856,1.4994,1.361,4.53,1.7036571428571428,1.3785714285714286,1.872228571428572,1.822857142857143
49-9011.00,Mechanical Door Repairers,3.18,3.41,1.65,1.68,1.3785714285714286,1.51,1.655,1.6875,1.3571428571428572,1.32,1.7200000000000002,1.7722857142857142,1.4429714285714286,3.9,1.7385714285714284,1.4542857142857144,2.1228571428571428,1.872228571428572
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3.28,3.67,2.28,2.23,1.2857142857142856,1.6364285714285711,1.8571428571428568,1.28,1.2363428571428572,1.24,1.51,2.0990714285714285,1.3474285714285712,4.22,1.8571428571428568,1.655,2.1677714285714287,2.1492
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.49,3.1,2.12,1.97,1.655,1.7200000000000002,1.8571428571428568,1.6063428571428573,1.147857142857143,1.51,1.6063428571428573,1.9052,1.2586285714285714,4.15,1.7385714285714284,1.655,2.596342857142857,2.125
49-9031.00,Home Appliance Repairers,3.04,3.08,1.83,1.81,1.302857142857143,1.7734857142857143,1.7734857142857143,1.4179428571428572,1.0664285714285715,1.32,1.3392000000000002,1.8564285714285715,1.4657714285714285,4.22,1.8571428571428568,1.7385714285714284,2.225714285714286,1.9642857142857144
49-9041.00,Industrial Machinery Mechanics,2.94,2.65,3.33,2.19,1.51,1.7200000000000002,1.822857142857143,1.7734857142857143,1.5614285714285714,1.8057142857142856,2.524285714285714,1.6852428571428573,1.354242857142857,3.72,1.9642857142857144,2.06,2.283657142857143,2.3857142857142857
49-9043.00,"Maintenance Workers, Machinery",3.58,3.25,3.36,2.35,1.302857142857143,1.625,1.8571428571428568,1.2857142857142856,1.1339285714285714,1.3571428571428572,1.8057142857142856,1.9807857142857144,1.4841714285714287,4.1,1.8571428571428568,1.6665142857142858,2.1228571428571428,1.8571428571428568
49-9044.00,Millwrights,3.91,3.55,3.09,1.86,1.4542857142857144,1.8057142857142856,1.9449142857142856,1.6063428571428573,1.22,1.5207142857142857,2.023657142857143,2.875342857142857,1.6278857142857144,4.91,1.8571428571428568,1.8571428571428568,2.354914285714286,2.524285714285714
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",3.06,3.98,3.47,1.72,1.1210714285714285,1.51,1.7385714285714284,1.3571428571428572,1.3034857142857144,1.2363428571428572,1.8406285714285715,1.7150285714285711,1.2032714285714283,3.73,2.028485714285714,1.8057142857142856,1.876342857142857,1.8406285714285715
49-9051.00,Electrical Power-Line Installers and Repairers,2.79,3.37,2.77,1.48,1.32,1.7200000000000002,1.7857142857142856,1.51,1.22,1.2857142857142856,2.023657142857143,1.6382571428571429,1.1554285714285717,4.56,1.8571428571428568,1.625,2.7142857142857144,2.4522285714285714
49-9052.00,Telecommunications Line Installers and Repairers,3.56,3.7,2.39,1.8,1.2857142857142856,1.7036571428571428,1.8571428571428568,1.3571428571428572,1.2036571428571428,1.268571428571429,1.5508,1.7722857142857142,1.3921142857142856,4.38,1.822857142857143,1.5508,2.02,1.872228571428572
49-9061.00,Camera and Photographic Equipment Repairers,2.96,3.34,1.04,1.21,1.51,1.394285714285714,1.7734857142857143,1.51,1.0,1.0407142857142857,1.0535714285714286,1.5645714285714285,1.3752571428571427,4.63,1.8328571428571427,1.302857142857143,2.1492,2.023657142857143
49-9062.00,Medical Equipment Repairers,3.33,2.5,1.76,1.79,1.7385714285714284,1.4017857142857142,1.8571428571428568,1.8057142857142856,1.0992,1.335714285714286,1.3785714285714286,1.790814285714286,1.6425,4.72,1.8571428571428568,1.4435714285714285,2.2767857142857144,2.2857142857142856
49-9063.00,Musical Instrument Repairers and Tuners,3.6,4.0,1.11,1.14,1.5508,1.5785714285714287,1.7734857142857143,1.8571428571428568,1.0664285714285715,1.4435714285714285,1.3785714285714286,2.162,1.81,4.9,2.044642857142857,2.4732142857142856,2.31,1.9449142857142856
49-9064.00,Watch and Clock Repairers,2.52,2.72,1.13,1.05,1.3392000000000002,1.4249999999999998,1.595,1.2857142857142856,1.0,1.268571428571429,1.231428571428571,1.8983428571428576,1.5857714285714286,4.86,1.8571428571428568,1.268571428571429,2.0028571428571427,2.0608
49-9071.00,"Maintenance and Repair Workers, General",3.09,3.43,3.23,2.48,1.36,1.4821428571428572,1.8571428571428568,1.7036571428571428,1.22,1.2857142857142856,1.5508,2.2775,1.6456000000000002,3.97,1.9085714285714288,1.8057142857142856,2.2767857142857144,2.5428571428571427
49-9081.00,Wind Turbine Service Technicians,4.18,4.44,2.71,2.12,1.7200000000000002,1.837942857142857,1.9449142857142856,1.6875,1.22,1.3785714285714286,1.8571428571428568,1.983542857142857,1.8682285714285716,4.29,1.9449142857142856,1.8571428571428568,2.551428571428572,2.044642857142857
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",4.05,3.49,2.0,1.88,1.2857142857142856,1.6063428571428573,1.6665142857142858,1.2208,1.1885714285714286,1.268571428571429,1.22,1.4716714285714287,1.0455,4.05,1.822857142857143,1.3392000000000002,1.9085714285714288,1.9257142857142855
49-9092.00,Commercial Divers,3.39,3.17,2.36,1.54,1.36,1.9085714285714288,2.2308,1.6875,1.268571428571429,1.2857142857142856,1.9449142857142856,2.164185714285714,1.5964285714285715,4.26,1.9842857142857144,1.7036571428571428,2.607142857142857,2.216428571428572
49-9094.00,Locksmiths and Safe Repairers,3.0,2.69,1.81,1.58,1.3571428571428572,1.32,1.7485714285714289,1.5357142857142858,1.0664285714285715,1.5785714285714287,1.4691999999999998,2.681985714285714,2.3244285714285717,4.48,1.822857142857143,1.4435714285714285,2.02,2.0608
49-9095.00,Manufactured Building and Mobile Home Installers,2.65,4.25,2.64,1.05,1.8057142857142856,1.9524142857142857,1.9128571428571428,1.6575,1.9524142857142857,2.1492,2.645714285714285,3.8077,2.960228571428572,4.33,2.044642857142857,1.8571428571428568,2.337142857142857,2.19
49-9096.00,Riggers,3.55,3.86,3.7,1.96,1.2857142857142856,1.655,1.8571428571428568,1.302857142857143,1.22,1.3785714285714286,1.9449142857142856,1.637714285714286,1.1068571428571428,4.42,1.8571428571428568,1.822857142857143,2.2767857142857144,2.0028571428571427
49-9097.00,Signal and Track Switch Repairers,3.07,3.07,2.07,2.0,1.6875,1.8057142857142856,1.9842857142857144,1.6875,1.3706285714285715,1.4285714285714286,2.044642857142857,1.886285714285714,1.410057142857143,3.99,1.8914285714285717,1.8571428571428568,2.327857142857143,1.9085714285714288
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",3.12,2.94,2.36,2.1,1.32,1.5508,1.7734857142857143,1.2857142857142856,1.394285714285714,1.32,1.7734857142857143,1.8231142857142857,1.2139428571428572,3.89,1.8571428571428568,1.8057142857142856,1.7485714285714289,1.872228571428572
49-9099.01,Geothermal Technicians,3.73,3.17,2.59,3.06,1.5508,1.8571428571428568,2.4522285714285714,1.7200000000000002,1.25,1.32,1.9285714285714288,2.3186142857142857,1.4129285714285715,3.64,2.205357142857143,1.9077714285714285,2.4732142857142856,2.0028571428571427
51-1011.00,First-Line Supervisors of Production and Operating Workers,3.34,2.77,3.83,2.3,1.3808,1.8057142857142856,1.9085714285714288,1.595,1.1107142857142858,1.2857142857142856,1.6171428571428572,2.5968571428571425,2.0518857142857145,4.23,1.8914285714285717,1.5892857142857142,2.662857142857143,2.1635714285714283
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.65,3.96,2.39,2.17,1.2857142857142856,1.5785714285714287,1.8571428571428568,1.4249999999999998,1.231428571428571,1.3392000000000002,1.5892857142857142,2.0965,1.6552857142857142,4.45,1.9657142857142855,1.8571428571428568,2.327857142857143,2.2308
51-2021.00,"Coil Winders, Tapers, and Finishers",3.63,4.65,2.41,1.64,1.1428571428571428,1.302857142857143,1.7200000000000002,1.1785714285714286,1.0549142857142857,1.12,1.6875,1.9058857142857144,1.2808000000000002,4.92,1.9085714285714288,1.231428571428571,1.9085714285714288,1.7036571428571428
51-2022.00,Electrical and Electronic Equipment Assemblers,2.94,3.78,2.75,1.75,1.2142857142857144,1.32,1.7734857142857143,1.32,1.0549142857142857,1.32,1.4249999999999998,1.5292428571428571,1.6077428571428571,4.11,1.7734857142857143,1.51,1.8571428571428568,2.0028571428571427
51-2023.00,Electromechanical Equipment Assemblers,3.55,3.5,2.31,2.29,1.28,1.335714285714286,1.7734857142857143,1.335714285714286,1.0020571428571428,1.197142857142857,1.3125,1.4536000000000002,1.3134571428571429,4.16,1.7734857142857143,1.4435714285714285,2.044642857142857,2.1635714285714283
51-2031.00,Engine and Other Machine Assemblers,3.01,3.72,2.66,1.87,1.32,1.7385714285714284,1.8571428571428568,1.2857142857142856,1.32,1.2857142857142856,1.75,1.4888857142857144,1.0882857142857143,4.49,1.8571428571428568,1.6942857142857144,1.9085714285714288,1.9085714285714288
51-2041.00,Structural Metal Fabricators and Fitters,2.93,3.59,2.77,2.08,1.1785714285714286,1.595,1.4435714285714285,1.1785714285714286,1.147857142857143,1.2036571428571428,1.6875,1.6190285714285713,1.3762,4.34,1.8571428571428568,1.4691999999999998,1.8571428571428568,1.8914285714285717
51-2051.00,Fiberglass Laminators and Fabricators,3.59,4.2,2.92,1.76,1.2857142857142856,1.467857142857143,1.8571428571428568,1.268571428571429,1.3125,1.4028571428571428,1.8057142857142856,1.7587285714285716,1.3825714285714286,3.75,1.872228571428572,1.7734857142857143,2.0779428571428573,2.0028571428571427
51-2061.00,Timing Device Assemblers and Adjusters,2.23,1.88,1.07,1.91,1.2363428571428572,1.5614285714285714,1.4821428571428572,1.3008,1.1785714285714286,1.335714285714286,1.3785714285714286,1.5572857142857144,1.1171428571428572,3.58,1.7200000000000002,1.4435714285714285,2.02,1.9842857142857144
51-2092.00,Team Assemblers,2.81,3.88,2.86,2.09,1.32,1.7734857142857143,1.7036571428571428,1.2857142857142856,1.1885714285714286,1.25,1.7385714285714284,1.7981428571428573,1.2185714285714286,4.66,1.8571428571428568,1.4542857142857144,1.872228571428572,2.044642857142857
51-3011.00,Bakers,3.08,3.66,3.27,2.5,1.268571428571429,1.51,1.8571428571428568,1.3008,1.1885714285714286,1.25,1.2000000000000002,1.5225857142857142,1.1034,4.2,1.8571428571428568,1.4435714285714285,1.8328571428571427,1.8571428571428568
51-3021.00,Butchers and Meat Cutters,3.0,4.26,3.58,2.44,1.2857142857142856,1.6391999999999998,1.595,1.4017857142857142,1.2957142857142858,1.5625,1.6391999999999998,2.0410000000000004,1.4098571428571427,3.92,1.7142857142857144,1.5693714285714286,1.872228571428572,1.9085714285714288
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",3.52,4.76,4.22,2.89,1.32,1.302857142857143,1.4542857142857144,1.2592,1.1607142857142858,1.4821428571428572,1.6391999999999998,1.719242857142857,1.3096,4.51,1.6814285714285715,1.4435714285714285,1.7857142857142856,1.7857142857142856
51-3023.00,Slaughterers and Meat Packers,3.07,4.28,4.2,1.9,1.1106285714285715,1.25,1.3571428571428572,1.1106285714285715,1.1785714285714286,1.4691999999999998,1.75,1.2916285714285711,1.1842857142857142,3.79,1.5785714285714287,1.467857142857143,1.6391999999999998,1.625
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",3.58,3.41,3.83,3.22,1.302857142857143,1.3392000000000002,1.9449142857142856,1.32,1.22,1.3008,1.5625,1.9174285714285717,1.63,4.32,1.9449142857142856,1.9285714285714288,2.0028571428571427,1.9085714285714288
51-3092.00,Food Batchmakers,4.09,3.86,4.29,2.77,1.32,1.3392000000000002,1.8914285714285717,1.28,1.147857142857143,1.268571428571429,1.6171428571428572,1.573314285714286,1.2076428571428572,4.25,1.8571428571428568,1.822857142857143,1.9085714285714288,2.1677714285714287
51-3093.00,Food Cooking Machine Operators and Tenders,3.03,3.61,3.49,2.89,1.268571428571429,1.3785714285714286,1.6875,1.2857142857142856,1.2036571428571428,1.268571428571429,1.8914285714285717,1.4840714285714285,1.180928571428571,3.69,1.8328571428571427,1.6364285714285711,2.1228571428571428,1.9449142857142856
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",3.46,3.37,4.76,2.73,1.2857142857142856,1.51,1.8571428571428568,1.3706285714285715,1.4179428571428572,1.5508,2.31,1.6109714285714287,1.5697,3.99,1.8914285714285717,1.9285714285714288,1.9792,1.9085714285714288
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3.56,3.54,4.06,2.96,1.25,1.3571428571428572,1.8914285714285717,1.32,1.25,1.4179428571428572,1.9449142857142856,1.5704285714285713,1.1982142857142857,4.02,1.8571428571428568,1.8571428571428568,1.9642857142857144,1.9642857142857144
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3.7,3.75,4.12,2.68,1.4906285714285716,1.5785714285714287,2.086428571428572,1.5508,1.7385714285714284,1.7734857142857143,2.596342857142857,1.6870571428571428,1.4883,4.39,2.023657142857143,2.023657142857143,2.337142857142857,1.9642857142857144
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",4.13,4.46,4.71,2.42,1.25,1.4249999999999998,1.8571428571428568,1.2857142857142856,1.2036571428571428,1.2857142857142856,2.044642857142857,1.144285714285714,1.188,4.37,1.9085714285714288,1.6665142857142858,1.8571428571428568,1.9642857142857144
