O*NET-SOC Code,Title,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Telephone Conversations,Work With or Contribute to a Work Group or Team,Physical Proximity,"Communicating with Supervisors, Peers, or Subordinates ",Speaking ,Oral Expression ,Social Perceptiveness ,Establishing and Maintaining Interpersonal Relationships ,Interpreting the Meaning of Information for Others ,Assisting and Caring for Others ,Developing and Building Teams ,Service Orientation ,"Guiding, Directing, and Motivating Subordinates ",Coaching and Developing Others ,Training and Teaching Others ,Selling or Influencing Others ,Performing for or Working Directly with the Public ,Resolving Conflicts and Negotiating with Others ,Negotiation ,Persuasion ,Active Listening ,Coordinating the Work and Activities of Others ,Communicating with People Outside the Organization ,Providing Consultation and Advice to Others ,Instructing ,Management of Personnel Resources 
47-4011.01,Energy Auditors,4.03,3.24,3.76,2.48,1.48,4.43,2.07,4.48,3.93,2.69,2.5456714285714286,2.4893714285714283,2.7142857142857144,1.7734857142857143,2.567157142857143,2.4161,1.4114285714285713,1.8085714285714287,1.822857142857143,1.8287285714285717,2.1222,2.1904000000000003,2.2359857142857145,1.993,1.9065714285714288,1.7734857142857143,1.8571428571428568,2.524285714285714,2.040914285714286,2.8156857142857143,2.362857142857143,1.8057142857142856,1.5357142857142858
47-4021.00,Elevator and Escalator Installers and Repairers,4.39,3.96,4.4,3.84,1.48,4.54,1.46,4.74,3.81,3.61,2.2491142857142856,1.822857142857143,2.044642857142857,1.5508,2.4657714285714283,1.4127285714285711,1.4378857142857142,1.6384714285714286,1.5357142857142858,1.5075000000000005,1.7854857142857146,2.159057142857143,1.2655714285714286,1.695357142857143,1.4630285714285711,1.25,1.4435714285714285,2.02,1.9594857142857145,1.78,1.5355,1.3785714285714286,1.32
47-4031.00,Fence Erectors,4.34,3.75,3.66,2.27,1.87,4.71,1.91,4.35,4.03,3.94,2.397428571428572,1.605714285714286,1.8571428571428568,1.4906285714285716,2.4312571428571426,1.6026571428571428,2.088157142857143,1.7499428571428572,1.4017857142857142,2.0474428571428573,2.0828571428571427,1.9068571428571424,1.3055714285714286,1.7493714285714288,2.0455428571428573,1.25,1.2857142857142856,1.6428571428571428,2.388014285714286,1.7582142857142855,1.5821428571428573,1.3785714285714286,1.4017857142857142
47-4041.00,Hazardous Materials Removal Workers,3.97,3.56,3.37,2.54,1.97,4.78,2.25,4.12,4.09,3.68,2.9472571428571435,1.872228571428572,2.31,1.7857142857142856,2.6973571428571432,1.6852428571428573,1.8867857142857145,2.209428571428572,1.7385714285714284,1.8997857142857144,1.7780571428571428,1.9154,1.5890857142857142,1.6192,1.8046,1.6875,1.7385714285714284,1.9642857142857144,2.3070571428571425,2.1004857142857145,1.9360857142857144,1.7734857142857143,1.5785714285714287
47-4051.00,Highway Maintenance Workers,4.25,3.52,3.73,3.39,2.12,4.8,1.91,3.54,4.64,3.73,3.6199857142857135,1.7857142857142856,1.9085714285714288,1.7036571428571428,3.583285714285714,1.966985714285714,2.932,2.9039714285714284,1.4435714285714285,2.239242857142857,1.7849285714285716,2.3055,2.7381857142857142,3.1062857142857143,2.3910857142857145,1.4179428571428572,1.51,1.822857142857143,2.9230857142857145,2.788828571428572,1.8414714285714289,1.4179428571428572,1.3008
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,4.56,4.03,2.59,2.42,1.56,4.89,2.3,4.4,4.34,4.39,2.6338857142857144,1.604285714285714,1.8571428571428568,1.5,2.2508,1.9105142857142856,1.8245857142857145,1.827171428571429,1.335714285714286,2.009714285714286,1.942857142857143,1.8307,1.4704000000000002,1.7084857142857144,1.7039428571428572,1.22,1.3008,1.7857142857142856,2.460185714285714,1.6310857142857142,1.5848571428571427,1.5165142857142857,1.4542857142857144
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,4.6,4.08,4.44,3.15,1.53,4.71,1.87,4.74,4.46,4.06,2.2155142857142858,1.625,1.9085714285714288,1.655,2.454485714285714,1.7419285714285715,1.3401,1.0686,1.5625,1.1056,1.4205714285714286,1.601057142857143,1.2640857142857145,2.156,1.3081999999999998,1.394285714285714,1.4691999999999998,1.822857142857143,1.4373714285714283,1.9698571428571428,1.2035714285714287,1.51,1.4179428571428572
47-4091.00,Segmental Pavers,4.63,4.33,4.73,3.22,1.96,4.96,2.21,4.81,4.39,3.52,2.763,1.982142857142857,2.1677714285714287,1.8328571428571427,2.928571428571429,1.7147428571428571,1.9046714285714288,2.351714285714285,1.7857142857142856,2.172428571428572,2.295,2.312414285714285,2.1270285714285717,2.0504,2.063657142857143,1.6063428571428573,1.7857142857142856,2.071428571428572,2.7966571428571427,2.1558571428571427,1.605057142857143,1.7036571428571428,1.7385714285714284
47-4099.03,Weatherization Installers and Technicians,4.57,3.83,3.74,2.59,1.57,4.73,1.83,4.27,4.26,3.78,2.8083571428571426,1.9085714285714288,2.1635714285714283,1.6391999999999998,2.2679,2.0242857142857145,1.9249857142857143,2.397942857142857,1.8571428571428568,2.225357142857143,2.476514285714286,2.5334000000000003,1.5810285714285714,2.292342857142857,2.164742857142857,1.5625,1.6875,1.9085714285714288,2.4171714285714283,2.127,2.025828571428572,1.655,1.625
47-5011.00,"Derrick Operators, Oil and Gas",4.56,3.53,3.0,2.9,1.97,4.32,1.76,3.25,4.54,4.48,2.422728571428572,2.02,2.275,1.7385714285714284,1.9387714285714288,1.5098571428571428,1.4619285714285717,1.8988,1.3706285714285715,1.5904,1.9429285714285716,2.015,1.2360571428571427,1.2899714285714283,1.499428571428571,1.4542857142857144,1.4285714285714286,1.9642857142857144,2.0060714285714285,1.8151,1.366,1.7734857142857143,1.9657142857142855
47-5012.00,"Rotary Drill Operators, Oil and Gas",4.36,3.86,3.26,3.16,1.53,4.94,2.55,3.6,4.86,4.18,3.0449714285714284,1.9257142857142855,2.363842857142857,1.7385714285714284,2.2360571428571427,2.1187,2.0231714285714286,2.331542857142857,1.4435714285714285,2.551085714285714,2.2788571428571425,2.639042857142857,1.5942857142857143,1.3192,1.8086,1.7385714285714284,1.7734857142857143,1.9792,2.573457142857143,1.6683428571428571,2.0788,2.1492,1.8728571428571428
47-5013.00,"Service Unit Operators, Oil and Gas",4.83,3.97,3.03,2.88,1.5,4.67,2.19,4.02,4.58,4.16,3.280985714285714,1.8571428571428568,2.1635714285714283,1.7857142857142856,3.418257142857143,2.337285714285714,3.132614285714286,2.769657142857143,1.625,2.579414285714286,2.8612,3.0324857142857145,2.056942857142857,1.3270285714285714,2.5286857142857144,1.595,1.655,2.02,3.3568,2.877142857142857,2.4378714285714285,1.6714285714285717,1.7142857142857144
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",4.4,3.6,2.21,2.45,1.18,4.51,2.02,3.26,4.47,2.59,2.8727,1.7857142857142856,2.096342857142857,1.7485714285714289,2.4709714285714286,1.6894285714285715,2.0608,2.1066857142857143,1.4821428571428572,2.0455428571428573,2.3615000000000004,2.3092571428571427,1.2319428571428572,1.5235142857142856,1.9793714285714288,1.4435714285714285,1.7857142857142856,1.8571428571428568,2.581,1.6537428571428572,1.7964571428571428,1.4821428571428572,1.7734857142857143
47-5023.00,"Earth Drillers, Except Oil and Gas",3.99,2.84,2.61,2.35,1.36,4.53,1.41,3.6,3.26,2.67,2.4491571428571426,1.822857142857143,1.8571428571428568,1.4906285714285716,1.9273428571428568,1.848,2.126714285714286,1.6911999999999998,1.4435714285714285,1.8706285714285715,1.6094285714285714,2.082842857142857,1.706342857142857,1.943285714285714,1.9073714285714285,1.3785714285714286,1.4179428571428572,1.8571428571428568,1.972,1.5654142857142856,1.494,1.6875,1.4179428571428572
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",4.38,3.33,2.96,2.54,1.29,4.79,2.0,4.52,4.29,3.63,2.761685714285714,2.0608,2.375,1.7385714285714284,2.340357142857143,1.7971428571428572,1.669342857142857,2.3535714285714286,1.5508,2.532142857142857,2.496942857142857,2.919542857142857,1.4902,2.0108,2.057142857142857,1.6063428571428573,1.5614285714285714,2.3906285714285715,2.6956857142857142,2.3462,1.9292571428571428,1.9657142857142855,1.9285714285714288
47-5041.00,Continuous Mining Machine Operators,4.44,3.71,1.22,3.11,1.59,4.84,1.66,2.25,4.61,3.35,2.6927142857142856,1.6428571428571428,1.9085714285714288,1.5625,1.936,1.4796,1.8585428571428573,1.9495,1.4179428571428572,1.6450285714285715,1.5721857142857143,2.386385714285714,1.1224,1.0861,1.405357142857143,1.302857142857143,1.36,1.822857142857143,2.1075142857142857,1.1665571428571428,1.6647142857142856,1.4691999999999998,1.6364285714285711
47-5043.00,"Roof Bolters, Mining",4.51,3.55,1.09,3.53,2.05,4.95,1.58,2.14,4.61,4.09,3.0175714285714283,1.6428571428571428,1.8571428571428568,1.604285714285714,1.2674,2.0614857142857144,1.9879428571428568,1.6063428571428573,1.4179428571428572,1.9758571428571428,1.7301428571428572,2.912,1.0678857142857143,1.0021714285714285,1.3118285714285711,1.3392000000000002,1.3785714285714286,1.872228571428572,2.4223,1.1397,1.7352999999999998,1.7036571428571428,1.4017857142857142
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",3.67,3.27,1.65,3.35,1.39,4.55,2.04,2.11,4.45,3.18,2.2686571428571427,1.822857142857143,1.8571428571428568,1.6391999999999998,1.7209142857142856,1.336142857142857,1.4107142857142856,1.5975,1.36,1.4678142857142855,1.5665428571428572,1.7503571428571427,1.1731142857142858,1.077257142857143,1.4626428571428571,1.3392000000000002,1.3785714285714286,1.822857142857143,1.8325,1.1272857142857142,1.3205714285714287,1.4017857142857142,1.3571428571428572
47-5051.00,"Rock Splitters, Quarry",3.18,2.67,2.17,1.37,1.11,3.48,1.43,1.83,3.79,2.72,2.056,1.6063428571428573,1.7734857142857143,1.4821428571428572,2.0152,1.2704,1.4866857142857142,1.2584,1.3392000000000002,1.2680285714285715,1.3328,1.5931428571428572,1.0851285714285714,1.039,1.2485714285714289,1.2036571428571428,1.2857142857142856,1.7485714285714289,1.4861428571428572,1.1110857142857142,1.2278571428571428,1.25,1.2036571428571428
47-5071.00,"Roustabouts, Oil and Gas",4.58,3.23,2.86,2.62,1.14,4.86,1.63,4.51,4.44,3.94,2.459714285714286,1.5,1.822857142857143,1.604285714285714,2.560771428571429,1.492,2.2326571428571427,1.8814,1.3008,1.9490714285714288,1.9936,2.068771428571429,1.5595428571428571,1.5437714285714286,1.9438285714285717,1.25,1.2142857142857144,1.6714285714285717,2.615,1.9293714285714287,1.9106285714285711,1.3571428571428572,1.3706285714285715
47-5081.00,Helpers--Extraction Workers,4.3,4.22,2.77,3.06,1.21,4.82,2.46,3.86,4.46,4.2,3.4516571428571425,1.6391999999999998,1.7857142857142856,1.595,2.503128571428572,2.7904857142857145,2.8443571428571426,2.536671428571428,1.394285714285714,2.370571428571429,2.773257142857142,2.0840571428571426,1.5620285714285715,1.3798,2.387314285714286,1.268571428571429,1.32,1.7485714285714289,2.5701142857142854,2.1185714285714283,2.122,1.4435714285714285,1.4285714285714286
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",4.81,4.24,3.38,2.73,1.51,4.53,2.35,4.84,4.35,3.37,3.0295,2.524285714285714,2.7142857142857144,2.1357142857142857,2.4880000000000004,1.9968285714285716,1.9871714285714288,2.499271428571429,1.8571428571428568,3.0762285714285715,2.595485714285714,2.3989857142857143,1.702942857142857,1.3265714285714283,2.221257142857143,1.9657142857142855,2.0,2.4035714285714285,3.1966857142857146,2.4714142857142862,2.343857142857143,2.0,2.645714285714285
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",4.1,3.11,4.2,2.92,1.42,4.34,1.68,4.93,3.55,3.5,1.999685714285714,1.9642857142857144,2.4035714285714285,1.8057142857142856,1.8367857142857145,1.3694571428571427,1.198,1.1381714285714286,1.822857142857143,1.2453714285714286,1.346642857142857,1.6095,1.2743714285714285,1.8409285714285717,1.4896571428571428,1.5300000000000002,1.5892857142857142,2.1228571428571428,1.215,2.9599,1.473142857142857,1.6665142857142858,1.4542857142857144
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",4.11,3.7,3.66,2.3,1.27,4.77,1.46,4.24,4.29,3.84,3.1744000000000003,1.9642857142857144,2.1357142857142857,1.7142857142857144,2.5421428571428573,2.3653000000000004,1.8464,1.844957142857143,1.51,2.0941428571428573,2.0560857142857145,2.332,1.7738285714285715,1.990514285714286,2.110857142857143,1.4435714285714285,1.5508,2.0028571428571427,2.607014285714285,2.6792285714285717,2.1353714285714287,1.7200000000000002,1.4691999999999998
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",4.54,3.01,4.23,3.23,1.39,4.29,1.71,4.69,3.81,3.49,2.741128571428572,2.0028571428571427,2.19,1.7857142857142856,2.560714285714286,1.8498142857142856,1.7570428571428574,1.3725,1.8057142857142856,1.231,1.5464571428571428,2.1682,1.5202,2.456514285714285,1.7817142857142856,1.4821428571428572,1.6063428571428573,2.2071428571428573,1.6903,2.3609285714285715,1.8245714285714287,1.8057142857142856,1.51
49-2091.00,Avionics Technicians,4.08,3.68,2.96,2.51,1.22,4.58,1.44,3.75,4.05,3.63,2.8742714285714284,2.02,2.3857142857142857,1.8057142857142856,2.571142857142857,2.1758285714285712,1.6503142857142858,1.9358285714285717,1.655,1.6784142857142856,1.995,2.664028571428571,1.393,1.3257142857142856,1.5507142857142855,1.4435714285714285,1.7385714285714284,2.105,2.163828571428572,1.9507714285714288,2.019914285714286,1.7734857142857143,1.6063428571428573
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",3.93,3.91,3.16,2.86,1.22,4.68,1.55,3.79,4.03,3.39,2.855642857142857,1.8571428571428568,1.8914285714285717,1.6875,2.4173714285714283,2.1037428571428576,1.5741714285714283,1.908,1.6875,1.804,2.204,2.114028571428572,1.5410285714285714,1.2622857142857145,1.6942857142857144,1.3125,1.51,1.9085714285714288,2.342,1.9985714285714289,1.8017142857142856,1.6171428571428572,1.4435714285714285
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",4.04,3.58,2.1,2.67,1.47,4.48,1.91,2.88,3.5,3.15,3.202828571428572,1.8571428571428568,1.9285714285714288,1.8571428571428568,2.0433285714285714,1.624642857142857,1.4594285714285715,1.7134428571428573,1.4017857142857142,1.791828571428571,1.9751,2.3299000000000003,1.269542857142857,1.4599285714285717,1.3931428571428572,1.3785714285714286,1.7385714285714284,2.02,2.3978,1.473,2.089,1.4,1.4017857142857142
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",4.36,3.38,2.65,2.78,1.25,4.63,2.28,3.46,4.26,3.55,2.609057142857143,1.9449142857142856,2.1750857142857143,1.8571428571428568,2.6089285714285717,1.8932,1.4196571428571427,1.3900714285714286,1.7734857142857143,1.6865714285714284,2.0152857142857146,2.509857142857143,1.1785,1.07,1.4658,1.467857142857143,1.7734857142857143,2.096342857142857,1.5690714285714285,1.5905714285714283,1.759,1.7734857142857143,1.5614285714285714
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",4.73,4.44,2.52,2.7,1.22,4.89,1.96,4.43,4.61,4.52,2.6373571428571427,1.872228571428572,2.4522285714285714,1.6364285714285711,2.464,1.8479428571428569,1.6168,1.2436571428571428,1.7385714285714284,1.4326,2.026,2.0960714285714284,1.0797142857142858,1.0928571428571427,1.5397,1.4821428571428572,1.4179428571428572,1.9449142857142856,1.7027428571428571,1.3977142857142857,1.8614285714285717,1.7200000000000002,1.6875
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",3.69,3.38,3.42,3.38,1.49,4.34,2.04,3.75,4.24,3.3,2.24,1.8571428571428568,2.02,1.7734857142857143,2.5295000000000005,2.049357142857143,1.628085714285714,1.8161428571428573,1.822857142857143,2.0593142857142857,2.266971428571429,2.4005714285714284,1.8398285714285716,2.3200000000000003,1.6737142857142857,1.625,1.595,2.02,2.1934,1.9553000000000005,2.575571428571428,1.5508,1.3392000000000002
49-2097.00,Audiovisual Equipment Installers and Repairers,3.62,3.5,4.47,2.58,1.5,4.48,2.04,4.78,3.93,3.71,2.371085714285714,2.0608,1.9842857142857144,1.625,2.4443714285714284,1.6978857142857144,1.2576,1.592457142857143,1.8571428571428568,1.8989714285714283,1.6316714285714284,1.824,1.9114285714285717,2.2600857142857143,2.2441,1.32,1.51,1.9842857142857144,2.0911857142857144,2.4402,2.0504,1.6875,1.4691999999999998
49-2098.00,Security and Fire Alarm Systems Installers,4.55,4.07,4.3,3.13,1.16,4.74,2.22,4.98,4.05,3.52,2.8054,2.02,2.2928571428571427,1.7734857142857143,2.3874714285714287,1.663257142857143,1.2268,1.2800571428571428,1.7734857142857143,1.5797714285714284,1.48,1.8830285714285715,1.1932,2.1066857142857143,1.5912142857142857,1.268571428571429,1.3008,2.0028571428571427,1.7399714285714285,2.788342857142857,1.4579714285714287,1.6063428571428573,1.32
49-3011.00,Aircraft Mechanics and Service Technicians,4.45,3.57,3.17,2.41,1.29,4.69,1.66,3.41,4.13,3.99,3.106814285714285,2.044642857142857,2.571428571428571,1.8057142857142856,2.517657142857143,2.198757142857142,1.7681142857142855,1.8729142857142855,1.655,1.8342857142857143,2.130285714285714,2.197,1.5808,1.387,1.9325714285714288,1.32,1.7200000000000002,2.2071428571428573,2.0557428571428566,1.8955,1.7225,1.7734857142857143,1.5207142857142857
49-3021.00,Automotive Body and Related Repairers,3.56,2.7,2.32,2.07,1.12,4.43,1.53,2.56,3.11,2.84,2.558414285714286,1.7857142857142856,1.9449142857142856,1.7734857142857143,1.9665714285714289,1.5645714285714285,1.4190857142857145,1.4966857142857144,1.7385714285714284,1.6598714285714284,1.8845,1.9032142857142855,1.3443142857142858,1.6462285714285714,1.6897142857142855,1.3785714285714286,1.5207142857142857,1.8571428571428568,1.6325714285714286,1.649142857142857,1.5602285714285715,1.467857142857143,1.36
49-3022.00,Automotive Glass Installers and Repairers,4.52,2.46,3.79,2.52,1.35,4.86,1.07,4.84,3.6,2.99,1.9418857142857144,1.7485714285714289,1.822857142857143,1.7036571428571428,1.8142857142857145,1.3331142857142857,1.0747428571428572,1.2622857142857145,1.7036571428571428,1.1794285714285715,1.1521428571428571,1.4389,1.3413714285714289,2.330285714285714,1.6359999999999997,1.394285714285714,1.4179428571428572,1.7385714285714284,1.3745142857142858,1.5704285714285713,1.2996571428571428,1.4435714285714285,1.268571428571429
49-3023.00,Automotive Service Technicians and Mechanics,4.42,3.26,3.65,3.21,1.5,4.59,1.66,3.88,3.65,3.07,2.254857142857143,1.8328571428571427,2.06,1.7485714285714289,2.350742857142857,1.9980571428571428,1.5760857142857143,1.4532,1.7734857142857143,1.498342857142857,1.7913,1.817457142857143,1.5857428571428571,1.705857142857143,1.6826285714285716,1.3785714285714286,1.5785714285714287,1.8839285714285712,1.5170285714285714,1.7023428571428572,1.7465142857142857,1.5892857142857142,1.3571428571428572
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,4.27,3.7,2.91,2.93,1.01,4.72,1.91,3.81,3.84,3.06,2.326857142857143,1.9085714285714288,1.9449142857142856,1.6875,2.103228571428572,1.6924285714285716,1.4576714285714285,1.258142857142857,1.3392000000000002,1.2934285714285714,1.783,1.5993142857142857,1.1872,1.1421571428571429,1.1834285714285715,1.2857142857142856,1.3214285714285714,1.8571428571428568,1.4642,1.3220714285714286,1.927457142857143,1.44,1.2857142857142856
49-3041.00,Farm Equipment Mechanics and Service Technicians,4.38,3.29,3.52,2.55,1.25,4.45,1.47,3.64,3.98,3.29,2.4462571428571427,1.9085714285714288,2.086428571428572,1.595,2.726285714285714,2.186871428571429,1.6845857142857144,1.4546285714285714,1.4821428571428572,1.344642857142857,1.6788571428571428,1.737142857142857,1.8457142857142856,2.470857142857143,1.7618857142857145,1.2142857142857144,1.4435714285714285,1.9085714285714288,1.5918,2.343385714285714,1.7849285714285716,1.4017857142857142,1.3785714285714286
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",4.27,3.62,3.4,2.76,1.4,4.66,1.78,4.33,4.3,2.9,2.5797142857142856,1.8571428571428568,2.0342857142857143,1.7385714285714284,2.551085714285714,2.0631142857142857,1.7708,1.6058285714285714,1.6063428571428573,1.546,1.7057714285714285,1.9218285714285717,1.4380000000000002,1.4515,1.8306285714285715,1.4179428571428572,1.5357142857142858,1.8914285714285717,1.7739285714285713,1.758057142857143,1.909257142857143,1.75,1.7200000000000002
49-3043.00,Rail Car Repairers,3.98,3.73,2.84,2.62,1.23,4.5,1.92,2.64,4.02,3.6,2.307428571428572,1.68,1.8057142857142856,1.5625,2.0608,1.3574285714285714,1.7573714285714286,1.5492571428571429,1.4179428571428572,1.4997142857142858,1.8657428571428567,2.1914,1.1422285714285714,1.1830571428571428,1.369142857142857,1.3392000000000002,1.3785714285714286,1.8571428571428568,1.6804,1.5095428571428573,1.4545142857142856,1.4821428571428572,1.4821428571428572
49-3051.00,Motorboat Mechanics and Service Technicians,4.3,3.12,3.83,3.04,1.51,4.72,1.25,4.45,3.75,3.54,2.2915,1.7485714285714289,2.086428571428572,1.6063428571428573,2.451071428571429,1.5717142857142856,1.286,1.3053714285714286,1.4906285714285716,1.3127714285714285,1.4073142857142855,1.5235142857142856,1.5002142857142855,2.056,1.256457142857143,1.1885714285714286,1.231428571428571,1.9085714285714288,1.4422,1.8563714285714283,1.4874428571428573,1.2363428571428572,1.22
49-3052.00,Motorcycle Mechanics,4.6,3.39,3.63,3.6,1.87,4.37,1.86,3.24,4.37,2.91,2.804,1.9085714285714288,2.125,1.655,2.378742857142857,2.0780000000000003,1.6901714285714289,1.8683714285714288,1.8057142857142856,1.6936,1.4968571428571429,1.9488571428571428,1.4557142857142855,2.4203428571428574,1.7627857142857144,1.32,1.5357142857142858,1.9085714285714288,1.8182857142857145,2.3908428571428573,1.924942857142857,1.6063428571428573,1.3008
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,4.42,2.61,3.57,2.31,1.06,3.67,1.23,3.85,2.92,3.13,2.2985,1.6714285714285717,1.9285714285714288,1.595,2.2431,1.5908571428571427,1.519728571428571,1.3021,1.4928571428571429,1.409042857142857,1.762142857142857,1.8576,1.7071428571428573,1.6041714285714286,1.4967142857142857,1.231428571428571,1.3392000000000002,1.8328571428571427,1.599885714285714,1.614428571428571,1.5065285714285714,1.36,1.22
49-3091.00,Bicycle Repairers,4.38,2.48,4.82,2.96,1.3,4.31,2.01,5.0,3.26,3.59,2.767,2.02,2.2071428571428573,2.0028571428571427,2.538514285714286,1.5002857142857144,2.6529285714285717,1.5347142857142857,2.02,2.214842857142857,1.5705142857142858,1.762,3.2699714285714285,3.1449142857142856,2.0116857142857145,1.7036571428571428,1.7036571428571428,2.1228571428571428,1.8301142857142856,1.7428571428571429,2.096457142857143,1.6875,1.4542857142857144
49-3092.00,Recreational Vehicle Service Technicians,3.8,3.03,3.39,2.57,1.23,4.61,1.88,2.84,3.27,3.15,2.284185714285714,1.8571428571428568,2.4035714285714285,1.7200000000000002,2.238785714285714,2.008,1.6162714285714286,1.269542857142857,1.8571428571428568,1.2148571428571429,1.351314285714286,1.5005000000000002,1.303,1.7399714285714285,1.3041857142857145,1.5357142857142858,1.5357142857142858,1.8571428571428568,1.2646428571428572,1.5333142857142856,1.712214285714286,1.5357142857142858,1.2036571428571428
49-3093.00,Tire Repairers and Changers,4.51,3.7,4.17,3.42,1.69,4.58,1.79,3.98,4.4,3.59,2.467314285714286,1.6428571428571428,1.8571428571428568,1.5625,1.9807857142857144,1.5921714285714286,1.552,1.4199142857142857,1.7485714285714289,1.4865000000000002,1.9599,1.9629285714285716,2.056685714285714,2.2565,1.512457142857143,1.3785714285714286,1.3571428571428572,1.7142857142857144,1.8772,1.7757142857142858,1.660842857142857,1.4017857142857142,1.4435714285714285
49-9011.00,Mechanical Door Repairers,4.38,3.08,3.88,2.65,1.54,4.49,2.03,4.79,3.91,3.91,2.228857142857142,1.9085714285714288,1.9449142857142856,1.822857142857143,2.256485714285714,1.419142857142857,1.6475142857142857,1.4486857142857144,1.822857142857143,1.493785714285714,1.4998857142857145,1.9257142857142855,1.8369714285714287,2.342857142857143,1.8875714285714285,1.5207142857142857,1.7385714285714284,1.9085714285714288,1.8289285714285712,2.1712,1.6562285714285716,1.7485714285714289,1.604285714285714
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",4.51,3.49,3.7,3.31,1.84,4.94,1.66,4.65,4.4,3.6,3.154871428571429,1.9085714285714288,2.1607142857142856,1.7385714285714284,2.565942857142857,1.8756,1.9342857142857144,1.6688,1.51,1.9558857142857144,1.9956571428571428,2.2474285714285718,1.416,1.3894714285714285,1.6279999999999997,1.3008,1.25,1.872228571428572,2.046914285714286,2.032742857142857,1.6359999999999997,1.4249999999999998,1.2142857142857144
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",4.61,3.68,3.89,2.51,1.28,4.43,1.78,4.68,4.21,3.53,2.2294857142857145,1.7934857142857146,2.1635714285714283,1.7857142857142856,2.4988857142857137,1.7709285714285712,1.6105,1.653142857142857,1.7734857142857143,1.7762857142857142,2.0318571428571426,2.0472,1.7007571428571429,1.6749142857142858,1.9088,1.4691999999999998,1.655,1.9257142857142855,2.1501,2.1913428571428573,1.68,1.7385714285714284,1.7734857142857143
49-9031.00,Home Appliance Repairers,4.84,3.25,4.65,3.56,1.49,4.73,1.66,4.89,3.58,3.68,1.9608571428571429,2.071428571428572,2.225714285714286,1.6875,2.236857142857143,1.5104,1.2693857142857143,1.4876857142857145,1.822857142857143,1.5158285714285715,1.6302285714285716,1.9672857142857143,1.6523714285714286,3.013042857142857,1.598857142857143,1.3785714285714286,1.5300000000000002,2.0608,1.725,2.4135,1.442,1.4464285714285716,1.4542857142857144
49-9041.00,Industrial Machinery Mechanics,4.22,3.25,1.74,2.68,1.39,4.56,1.26,3.13,4.36,3.68,2.662,1.8571428571428568,1.8914285714285717,1.5300000000000002,2.0619428571428573,1.9663714285714289,1.8310857142857144,1.3919285714285714,1.4017857142857142,1.5537571428571428,1.7532,1.9812142857142856,1.0873,1.0116285714285715,1.3837857142857142,1.22,1.28,1.9085714285714288,1.8354285714285716,1.3749,1.638785714285714,1.6364285714285711,1.4906285714285716
49-9043.00,"Maintenance Workers, Machinery",4.27,3.47,2.42,2.42,1.33,4.25,1.83,3.52,4.14,3.28,2.708928571428572,1.7385714285714284,1.8914285714285717,1.4906285714285716,2.273742857142857,1.9781714285714287,1.6568857142857143,1.6513,1.32,1.7083285714285714,1.749242857142857,2.1502857142857144,1.225857142857143,1.0630857142857142,1.4954285714285716,1.32,1.32,1.8571428571428568,1.6792000000000002,1.2388571428571429,1.8073,1.3571428571428572,1.3008
49-9044.00,Millwrights,4.41,3.73,2.77,2.73,1.77,4.91,2.45,4.23,4.64,4.36,3.3123571428571426,1.8571428571428568,2.023657142857143,1.7857142857142856,2.6835,2.2064,2.189657142857143,2.449,1.7485714285714289,2.7628,2.905514285714286,2.960714285714286,1.6623428571428571,1.407657142857143,2.371728571428571,1.7036571428571428,1.7036571428571428,1.9085714285714288,2.8329142857142857,1.9049285714285715,2.2224000000000004,1.8057142857142856,1.6364285714285711
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",4.23,3.1,1.64,3.47,2.14,3.69,1.28,2.86,4.16,4.18,2.3369285714285715,1.6875,1.9128571428571428,1.595,1.7970285714285712,1.4717714285714285,1.4424285714285712,1.5293142857142858,1.394285714285714,1.318057142857143,1.6457285714285714,2.0771428571428574,1.0846857142857145,1.0238,1.382,1.268571428571429,1.25,1.822857142857143,1.8064,1.1895142857142855,1.5124,1.51,1.335714285714286
